unit,purpose,duration,partner,age,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 
NR,PROF,N1-3,DOM,Y_GE65,IE	26886 u	22258 u	15839 u	39456 u	29765 u	33134 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,Y_GE65,IT	: u	: u	: u	: u	84208 u	139938 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,Y_GE65,LT	22951 	23442 	23654 	24680 	8561 u	14045 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,Y_GE65,LU	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,Y_GE65,LV	: 	: 	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,Y_GE65,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,Y_GE65,NL	36653 u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,Y_GE65,NO	159850 u	291477 	105401 u	106414 u	192708 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,Y_GE65,PL	70705 u	: u	: u	16151 bu	: u	77874 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,Y_GE65,PT	103675 	105399 	127359 	86820 	101097 	39569 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,Y_GE65,RO	52454 	58884 	67987 	48147 	39015 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,Y_GE65,SE	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,Y_GE65,SI	: c	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,Y_GE65,SK	: c	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,Y_GE65,UK	: 	: 	: 	: 	441041 	511738 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,Y_LT15,ES	: 	: 	: 	46515 u	31949 u	37970 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y15-24,AT	84229 u	96184 u	68793 u	95833 u	89259 u	107330 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y15-24,BE	: u	52287 	43089 u	: u	26199 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y15-24,BG	: c	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y15-24,CH	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y15-24,CY	: c	: u	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y15-24,CZ	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y15-24,DE	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y15-24,DK	: 	: u	142241 u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y15-24,EA	: 	: 	: 	599524 e	520403 e	773164 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y15-24,EE	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y15-24,EL	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y15-24,ES	: c	: u	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y15-24,EU27	: 	: 	585664 e	799000 e	790989 e	1041872 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y15-24,EU28	: 	: 	623988 e	846367 e	811185 e	1071600 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y15-24,FI	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y15-24,FR	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y15-24,HR	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y15-24,HU	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y15-24,IE	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y15-24,IT	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y15-24,LT	12138 u	11425 	9148 u	8559 	17227 	5609 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y15-24,LU	: 	: u	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y15-24,LV	: 	: c	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y15-24,MT	: c	: c	: c	: u	: u	1503 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y15-24,NL	125322 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y15-24,NO	: u	112881 u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y15-24,PL	10100 u	14520 u	17284 u	15679 bu	: u	125596 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y15-24,PT	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y15-24,SE	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y15-24,SI	: c	: u	15502 u	24563 u	18859 u	26320 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y15-24,SK	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y15-24,UK	: 	: 	: 	: 	76061 	74917 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-34,AT	258161 	237771 	313182 	380684 	375086 	366676 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-34,BE	130475 b	193343 	94200 	138960 	112563 	162623 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-34,BG	: c	: u	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-34,CH	: 	117713 u	145961 u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-34,CY	: c	17914 u	19703 u	21460 u	17598 u	26297 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-34,CZ	94163 u	137551 u	: u	: u	: u	138864 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-34,DE	1592729 u	1181311 u	1159051 u	1015146 u	1114233 u	1169921 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-34,DK	: 	87342 u	219681 	: u	: u	271459 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-34,EA	: 	: 	: 	3096784 e	2952245 e	3242328 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-34,EE	67872 	65004 	46246 u	62018 	52383 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-34,EL	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-34,ES	165811 u	92714 u	141421 bu	72732 u	75355 u	86420 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-34,EU27	: 	: 	4397538 e	4024528 e	4124587 e	5006215 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-34,EU28	: 	: 	4448370 e	4167947 e	4183000 e	5091614 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-34,FI	225498 u	230982 	212332 u	231815 	250706 	318415 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-34,FR	465397 	300088 	312058 	456655 	471917 	528682 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-34,HR	80797 u	47162 u	49118 u	129659 u	57969 u	84588 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-34,HU	62611 	58672 	65053 	51045 	41391 	43411 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-34,IE	82021 u	104272 u	91070 u	: u	20958 u	26030 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-34,IT	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-34,LT	60635 	57447 	53067 	51320 	43665 	46340 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-34,LU	: 	14138 u	42780 	29561 	40439 	34504 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-34,LV	: 	: c	: u	: u	59201 u	49699 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-34,MT	22061 	15955 u	12227 u	6812 bu	7122 	7444 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-34,NL	452018 	256491 	232896 	222292 	168469 	197293 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-34,NO	158724 u	173705 u	134710 u	220483 	178873 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-34,PL	124445 	103691 	95225 	98836 b	187263 u	476514 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-34,PT	62892 u	30520 u	36607 u	69524 	: u	78518 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-34,SE	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-34,SI	127822 	69666 	89656 	98795 	42293 	60760 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-34,SK	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-34,UK	: 	: 	: 	: 	601639 	637062 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-44,AT	580204 	611623 	610855 	787704 	762222 	742896 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-44,BE	312835 b	405522 	270552 	320159 	291036 	355075 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-44,BG	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-44,CH	: 	325171 u	307858 u	378893 u	266389 u	354044 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-44,CY	82819 	77021 	55318 	46452 u	47915 	71838 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-44,CZ	187705 u	251386 	149808 u	161531 u	186230 u	222826 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-44,DE	3070082 	2595562 	2849389 	1996393 	2944306 	3432025 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-44,DK	: 	245972 	340075 	259953 	234773 b	626572 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-44,EA	: 	: 	: 	7115989 e	7713235 e	8580505 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-44,EE	124125 	170743 	112887 	157576 	118647 	97624 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-44,EL	: 	: u	18968 u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-44,ES	546307 	512737 	472215 b	329249 	400144 	507756 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-44,EU27	: 	: 	10433019 e	9482371 e	10738711 e	12740874 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-44,EU28	: 	: 	10691739 e	9762491 e	10883403 e	12906543 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-44,FI	591686 	589025 	553451 	618396 	591752 	652375 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-44,FR	1366274 	808828 	928052 	1050008 	1194864 	1192469 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-44,HR	145201 	209067 	237276 	254972 	143678 	164579 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-44,HU	202768 	195675 	221670 	178735 	168882 	181665 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-44,IE	261340 	300222 	295383 	185472 	179889 	159498 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-44,IT	: u	454985 u	506976 u	614178 bu	406820 u	398817 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-44,LT	143612 	133695 	125113 	120314 	93103 	108466 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-44,LU	: 	77686 	100612 	110404 	105387 	102425 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-44,LV	: 	79939 u	65879 u	57900 u	109879 u	99903 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-44,MT	34117 	28021 	29514 	16380 bu	16823 	16166 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-44,NL	856549 	423324 	462014 	431920 	385635 	442205 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-44,NO	354413 	384111 	504791 	617045 	485093 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-44,PL	295691 	244209 	199585 	202929 b	323137 	948614 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-44,PT	123459 	102470 	124595 	158140 	81789 	146861 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-44,RO	: c	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-44,SE	: 	229539 u	184822 u	172163 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-44,SI	218500 	162956 	190286 	188236 	123337 	150530 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-44,SK	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y25-44,UK	: 	: 	: 	: 	1690808 	1715511 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y35-44,AT	322043 	373852 	297674 	407021 	387136 	376220 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y35-44,BE	182360 b	212179 	176353 	181199 	178473 	192452 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y35-44,BG	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y35-44,CH	: 	207458 u	161897 u	241030 u	: u	241216 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y35-44,CY	60924 u	59106 	35615 	24992 u	30318 u	45541 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y35-44,CZ	93542 u	113835 u	98629 u	97650 u	107928 u	83962 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y35-44,DE	1477353 u	1414251 	1690338 	981247 u	1830073 	2262104 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y35-44,DK	: 	158629 u	120394 u	212941 	160220 bu	355113 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y35-44,EA	: 	: 	: 	4019205 e	4760990 e	5338177 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y35-44,EE	56253 	105739 	66642 	95558 	66264 	64564 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y35-44,EL	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y35-44,ES	380496 	420023 	330794 b	256517 	324789 	421337 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y35-44,EU27	: 	: 	6035481 e	5457842 e	6614123 e	7734659 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y35-44,EU28	: 	: 	6243369 e	5594545 e	6700403 e	7814929 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y35-44,FI	366188 	358043 	341119 	386582 	341047 	333960 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y35-44,FR	900877 	508740 	615994 	593353 	722947 	663788 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y35-44,HR	64404 u	161904 u	188158 	125313 	85708 	79991 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y35-44,HU	140157 	137003 	156617 	127690 	127491 	138254 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y35-44,IE	179319 	195950 	204314 	166157 	158931 	133468 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y35-44,IT	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y35-44,LT	82977 	76248 	72047 	68994 	49438 	62126 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y35-44,LU	: 	63548 	57832 	80843 	64948 	67921 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y35-44,LV	: 	48849 u	45248 u	: u	: u	50204 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y35-44,MT	12056 u	12066 u	17287 u	9569 bu	9702 	8722 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y35-44,NL	404532 	166834 	229117 	209628 	217166 	244912 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Y35-44,NO	195689 u	210406 	370081 	396561 	306221 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
