unit,purpose,duration,partner,sex,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
NR,PERS,N1-3,OUT,F,SK	516275 	395513 	254261 u	379993 	156315 bu	234315 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,F,UK	: 	: 	: 	: 	3267237 	3187988 	: 	: 	: 	: 	: 	: 	: 	: 	3858000 	3700000 	3800000 	3300000 	: 	1800000 	1400000 	: 	: 	: 
NR,PERS,N1-3,OUT,M,AT	1555740 	1546900 	1340975 	1400233 	1297129 	1252498 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,M,BE	1683619 b	1847597 	1531540 	1439431 	1253429 	1076220 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,M,BG	95379 	63571 u	59319 u	80548 	71364 	66433 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,M,CH	: 	2091346 	2296705 	1790249 	2168674 	1151380 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,M,CY	104073 	84412 	67329 	76197 	74518 	72733 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,M,CZ	589008 	680993 	636520 	652923 	532102 	556587 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,M,DE	7060635 	9335882 	8077883 	6846940 	7624475 	7430973 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,M,DK	: 	1160742 	1444463 	1098059 	1280853 b	701903 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	277700 	375500 	: 	339000 	294900 	: 	: 
NR,PERS,N1-3,OUT,M,EA	: 	: 	: 	20701841 e	20902383 e	21068437 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,M,EE	180234 	189426 	172324 	195340 	178507 	168430 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,M,EL	: 	49970 	52562 	49062 	35083 	41819 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,M,ES	1828606 	1619253 	1747127 b	1401955 	1261226 	1415136 	: 	: 	: 	: 	: 	977353 	1043305 	774881 	441088 	390817 	505920 	434217 	218248 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,M,EU27	: 	: 	32857727 e	30220989 e	29703905 e	29197170 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,M,EU28	: 	: 	33291896 e	30734629 e	30241161 e	29734388 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,M,FI	1706953 	1722605 	1629789 	1619885 	1702351 	1692324 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,M,FR	3088495 	2359231 	2518341 	2726905 	2506512 	2532795 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,M,HR	419124 	312274 	414519 	481186 	531857 	531752 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,M,HU	1584853 	1481016 	1195882 	1026623 	841917 	685331 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,M,IE	940635 	733427 	757410 	673928 	668925 	678242 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	95000 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,M,IT	1469765 	1272703 	1287535 	1116852 b	1278891 	1795675 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,M,LT	245805 	265033 	271936 	251949 	279661 	267810 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,M,LU	: 	247922 	287437 	334315 	257452 	241426 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,M,LV	: 	242855 	221605 	187631 	194501 	238431 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,M,MT	52133 	42000 	36520 	29593 b	31220 	25759 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,M,NL	1960181 	1859639 	1695426 	1821567 	1862783 	1835622 b	: 	: 	: 	: 	: 	1498000 	1496000 	1611000 	1517000 	1565000 	993000 	1053000 	908000 	875000 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,M,NO	1028740 	1083707 	1097759 	1172055 	954908 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,M,PL	1052348 	949182 	983634 	776302 b	923563 	1145451 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,M,PT	207754 	181550 	166320 	130984 	92547 	165624 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,M,RO	70551 	71405 	66752 	32294 u	62175 u	37737 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,M,SE	: 	1709777 	1619795 	1581468 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,M,SI	628946 	517645 	578513 	496373 	610798 	443584 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,M,SK	526866 	350488 u	243466 u	294040 	163972 bu	196985 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,M,UK	: 	: 	: 	: 	4051201 	3877019 	: 	: 	: 	: 	: 	: 	: 	: 	4468000 	4200000 	4400000 	3900000 	: 	1900000 	1600000 	: 	: 	: 
NR,PERS,N1-3,OUT,T,AT	3221235 	3217806 	2833028 	2850096 	2723405 	2818254 	: 	: 	: 	: 	: 	2134276 	: 	1725533 	1558135 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,T,BE	3497669 b	3743983 	3032998 	2884899 	2624343 	2156721 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,T,BG	178450 	149846 	130947 	189931 	162018 	135246 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,T,CH	: 	3938949 	4361258 	3644864 	3986475 	3224504 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,T,CY	235260 	183437 	156972 	148305 	171641 	157928 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,T,CZ	1328754 	1275739 	1237811 	1180757 	1111178 	1050506 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,T,DE	14924947 	17094355 	15354115 	13920042 	14900957 	13876657 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,T,DK	: 	2507991 	2717992 	2599579 	2374379 b	1527244 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	659300 	677000 	: 	573000 	591600 	: 	: 
NR,PERS,N1-3,OUT,T,EA	: 	: 	: 	42216181 e	41424211 e	41287050 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,T,EE	419706 	393638 	368095 	485265 	395321 	459316 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,T,EL	: 	95920 	107218 	97519 	67605 	90327 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,T,ES	4116844 	3434381 	3423014 b	2906575 	2555744 	2913628 	: 	: 	: 	: 	: 	2024692 	2011055 	1220518 	795568 	675224 	1044523 	862810 	437306 	562101 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,T,EU27	: 	: 	64602519 e	61535485 e	57805791 e	56273451 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,T,EU28	: 	: 	65576148 e	62635471 e	58837067 e	57338843 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,T,FI	3759778 	3545942 	3541532 	3391192 	3581500 	3537344 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,T,FR	6316258 	4722287 	5047258 	5356788 	4962452 	4858392 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3804000 	3888000 	3571965 	3610003 	: 	: 	: 
NR,PERS,N1-3,OUT,T,HR	759033 	640416 	919897 	1027094 	1021039 	1054293 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,T,HU	3075831 	2913650 	2363757 	2027675 	1678402 	1418008 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,T,IE	2025638 	1572400 	1573439 	1457267 	1427108 	1416706 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	180000 	200000 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,T,IT	3068314 	2467363 	2570124 	2498814 b	2381599 	3371504 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,T,LT	448611 	467922 	445482 	430686 	448477 	437053 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,T,LU	: 	453780 	552818 	603412 	491504 	476851 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	242000 	170000 	138000 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,T,LV	: 	496219 	466337 	424494 	390320 	502822 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,T,MT	102008 	84734 	64305 	57048 b	59273 	46841 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,T,NL	3923769 	3556962 	3463745 	3410717 	3448328 	3479117 b	: 	: 	: 	: 	: 	2771000 	2807000 	3060000 	2950000 	3093000 	2081000 	2186000 	2204000 	1993000 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,T,NO	2014927 	1960761 	2216416 	2288247 	2037051 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,T,PL	1947431 	1845190 	1776437 	1598368 b	1683933 	1700825 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,T,PT	416465 	394075 	338485 	263395 	199226 	304597 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,T,RO	135611 	146155 	118083 	71337 	116584 	85809 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,T,SE	: 	2882490 	3126353 	2995149 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,T,SI	1277136 	1067855 	1097612 	1107793 	1108834 	886486 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,T,SK	1043141 	746000 	497727 	674033 	320288 b	431300 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,T,UK	: 	: 	: 	: 	7318438 	7065007 	: 	: 	: 	: 	: 	: 	: 	: 	8425000 	8100000 	8100000 	7300000 	3700000 	3700000 	3100000 	: 	: 	: 
NR,PERS,N1-3,WORLD,F,AT	5170718 	5387032 	4957259 	5066695 	4843796 	4721417 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,F,BE	2932549 b	2834958 	2653814 	2187932 	2278608 	1837213 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,F,BG	1460808 	919122 	774971 	1041270 	1044370 	1098028 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,F,CH	: 	3797629 	4479737 	3927176 	4168628 	4229793 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,F,CY	715871 	705822 	635668 	575925 	551906 	648129 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,F,CZ	11133745 	9662916 	9237355 	10114973 	9769937 	10340539 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,F,DE	47522453 	50432142 	54828406 	48907283 	52703704 	49514650 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,F,DK	: 	11054351 	11243622 	12430498 	11900548 b	9853800 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2241500 	2127300 	: 	2671000 	3008900 	: 	: 
NR,PERS,N1-3,WORLD,F,EA	: 	: 	: 	200453218 e	202668954 e	204613658 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,F,EE	1646871 	1525556 	1334389 	1386714 	924791 	1069259 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,F,EL	: 	767272 	837817 	888364 	713888 	1402635 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,F,ES	50638670 	47508961 	44794327 b	41824430 	42955941 	43683906 	: 	: 	: 	: 	: 	42218161 	44487490 	51029350 	48381850 	45527280 	46343500 	46232784 	21228907 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,F,EU27	: 	: 	302761759 e	299096384 e	293793704 e	296089995 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,F,EU28	: 	: 	304013086 e	300902808 e	295674616 e	297955410 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,F,FI	12672144 	12064078 	12363732 	11746592 	12537094 	12626577 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,F,FR	57453154 	47400482 	48281927 	54723016 	53595216 	53403308 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,F,HR	921905 	940653 	1416120 	1897484 	1892461 	1877471 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,F,HU	6322258 	6099424 	6110297 	5892067 	5209217 	6285302 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,F,IE	4383299 	4067946 	3831158 	3412849 	3317171 	3327999 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1220000 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,F,IT	12516614 	13171606 	10623067 	11111402 b	9639425 	12675308 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,F,LT	1153620 	1148726 	1170440 	1159443 	1069270 	1093634 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,F,LU	: 	212213 	269654 	280684 	252655 	252782 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,F,LV	: 	1729701 	1705593 	1709433 	1679367 	2050326 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,F,MT	156898 	136563 	115475 	106464 b	112384 	100893 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,F,NL	10502767 	10555689 	10473974 	10681551 	10596384 	12344687 b	: 	: 	: 	: 	: 	4926000 	5078000 	5231000 	5401000 	5271000 	4821000 	4858000 	4934000 	4730000 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,F,NO	4953367 	4377611 	5056910 	5120063 	4407517 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,F,PL	15264253 	14585163 	13467801 	13020861 b	12704492 	12376752 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,F,PT	5944634 	5533647 	5248861 	4985629 	4953246 	4619955 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,F,RO	5512864 	5225243 	5009427 	5120401 	5233036 	4899349 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,F,SE	: 	10566974 	11298542 	10234854 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,F,SI	1455114 	1212979 	1092547 	1355558 	1248097 	1168809 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,F,SK	2631795 	2560154 	1988071 	2024818 	1419779 b	1190958 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,F,UK	: 	: 	: 	: 	36933801 	37879309 	: 	: 	: 	: 	: 	: 	: 	: 	32607000 	36500000 	35900000 	36300000 	22200000 	19300000 	20800000 	: 	: 	: 
NR,PERS,N1-3,WORLD,M,AT	4815173 	4713097 	4227382 	4492584 	4194417 	3873949 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,M,BE	2740650 b	2607501 	2614855 	2132749 	2016521 	1809389 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,M,BG	1454489 	826897 	780272 	1004526 	995359 	978504 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,M,CH	: 	3978176 	3939818 	3710700 	4268289 	2899832 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,M,CY	686498 	591727 	603897 	535165 	499539 	584364 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,M,CZ	10256648 	9314915 	8203787 	9594000 	8556324 	9338869 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,M,DE	46466015 	53766547 	50060153 	45122314 	49547526 	49270071 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,M,DK	: 	8853856 	10970756 	9680274 	9670237 b	9016353 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1711700 	1822400 	: 	1978000 	2127200 	: 	: 
NR,PERS,N1-3,WORLD,M,EA	: 	: 	: 	188558393 e	193621545 e	199471380 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,M,EE	1371901 	1466995 	1181443 	1146573 	857003 	744026 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,M,EL	: 	665815 	741930 	805564 	711173 	1346619 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,M,ES	51918852 	48341224 	46573646 b	41262270 	41658095 	42769301 	: 	: 	: 	: 	: 	39083419 	42139680 	49430990 	49129440 	47060660 	47794870 	46259241 	21851376 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,M,EU27	: 	: 	287198310 e	278639906 e	277672717 e	285573702 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,M,EU28	: 	: 	288407394 e	280580044 e	279969354 e	287774555 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,M,FI	12283896 	12119999 	11678470 	11714250 	12264288 	12394104 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,M,FR	47875207 	44462985 	45498976 	50833321 	51058634 	52545919 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,M,HR	1069681 	1018480 	1362628 	1992607 	2297734 	2204914 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,M,HU	5721381 	5601569 	5431795 	5141434 	4752192 	5537017 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,M,IE	3629621 	3160125 	3154320 	2628144 	2525021 	2540128 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1057000 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,M,IT	11544074 	12252942 	10769538 	11023211 b	10358268 	13611015 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,M,LT	1096909 	1128442 	1169266 	1130285 	1151963 	1144407 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,M,LU	: 	252984 	294887 	342903 	286923 	262198 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,M,LV	: 	1494211 	1337500 	1434571 	1420487 	1721872 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,M,MT	156173 	151790 	118136 	116504 b	111077 	111583 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,M,NL	9501051 	9196071 	9146777 	9753678 	10391784 	10789509 b	: 	: 	: 	: 	: 	4954000 	4746000 	5006000 	4843000 	5357000 	4857000 	4967000 	4382000 	4025000 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,M,NO	4895574 	5125105 	4657577 	5342932 	4196857 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,M,PL	13415470 	12694054 	11604193 	11029591 b	11750528 	12878031 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,M,PT	5220548 	4724827 	4547454 	4307495 	4121753 	4341700 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,M,RO	5634418 	5372228 	5136599 	5211409 	5168063 	4805383 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,M,SE	: 	12359994 	11956444 	10529757 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,M,SI	1238683 	1109714 	1132897 	1224286 	1428729 	1321632 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
