unit,duration,partner,age,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
PC_POP,N_GE1,DOM,Y45-54,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-54,MT	14.42 u	10.7 u	8.2 	16.42 	15.07 	21.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-54,NL	20.11 	20.56 	20.59 	20.86 	18.75 	21.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-54,NO	14.7 	14.94 	: 	: 	15.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-54,PL	34.8 	33.38 	32.19 	36.54 	34.73 	27.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-54,PT	32.18 	32.29 	18.04 	17.7 	27.32 	28.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-54,RO	23.48 	20.08 	21.36 	20.48 	19.15 	17.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-54,SE	15.78 	27.81 	25.93 	26.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-54,SI	8.65 	12.04 	12.26 	12.47 e	13.79 e	16.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-54,SK	27.24 	34.26 	20.98 	25.83 	24.19 b	19.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-54,UK	: 	21.17 	21.21 	21.79 	25.37 	23.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-64,AT	18.98 	18.63 	18.45 	16.15 	19.38 	17.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-64,BE	6.63 b	3.25 u	4.95 	5.48 	4.77 	6.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-64,BG	30.47 	26.21 	23.84 	21.67 	18.09 	13.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-64,CH	: 	7.73 u	10.09 u	9.06 u	9.65 u	11.18 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-64,CY	20.39 e	20.79 e	21.34 e	20.36 e	20.81 e	24.49 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-64,CZ	40.48 	40.25 	40.32 	41.4 	32.95 	35.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-64,DE	18.74 	20.55 	23.66 	23.14 	22.93 	24.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-64,DK	: 	22.22 	21.05 	24.27 	21.53 	21.49 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-64,EE	19.69 u	19.7 u	28.53 	23.82 	20.08 	17.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-64,EL	36.76 	31.96 	33.11 	33.84 	30.11 	34.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-64,ES	42.89 	45.72 	43.21 b	43.8 	45.65 	44.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-64,FI	27.65 	28.38 	26.68 	30.64 	31.11 	34.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-64,FR	47.46 	46.25 	47.96 	48.05 	47.72 	50.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-64,HR	23.97 	26.31 	26.91 b	27.33 	22.17 	22.62 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-64,HU	: 	35.4 	33.24 	36.37 	34.14 	34.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-64,IE	18.26 	15.98 	18.84 	17.69 	18.34 	16.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-64,IT	28.28 	28.25 	28.92 	26.1 b	32.08 	37.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-64,LT	23.49 	23.58 	25.02 	24.53 	23.81 	22.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-64,LU	: 	: c	: c	0.3 	0.22 	0.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-64,LV	26 	25.86 	22.88 	22.24 	24.21 	32.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-64,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-64,MT	13.13 	12.4 	8.47 	15.57 	12.41 	18.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-64,NL	20.35 	22.01 	21.55 	21.26 	19.78 	21.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-64,NO	16.99 	17.21 	: 	: 	16.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-64,PL	36.38 	34.5 	33.15 	35.16 	35.9 	30.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-64,PT	31.97 	31.84 	17.24 	16.92 	28.61 	30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-64,RO	22.22 	19.15 	21.06 	19.57 	18.48 	17.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-64,SE	15.31 	29.59 	26.24 	25.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-64,SI	10.51 	13.64 	12.84 	14.22 e	14.53 e	16.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-64,SK	30.67 	36.23 	25.04 	25.04 	30.27 b	20.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y45-64,UK	: 	23.74 	25.66 	23.98 	26.33 	28.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y55-64,AT	19.98 	18.49 	17.93 	16.61 	17.81 	16.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y55-64,BE	6.25 b	3.75 u	4.75 u	4.67 	5.9 	5.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y55-64,BG	26.38 	22.84 	20.54 	19.67 	13.33 	11.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y55-64,CH	: 	9.29 u	12.19 u	9.11 u	12.54 u	10.11 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y55-64,CY	18.58 e	19.09 e	22.66 e	20.07 e	17.02 e	26.98 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y55-64,CZ	39.55 	41.67 	42.22 	46.77 	37.26 	39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y55-64,DE	20.61 	20.99 	26.36 	24.16 	24.82 	25.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y55-64,DK	: 	21.62 	20.51 	27.93 	19.74 	22.76 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y55-64,EE	21.08 u	22.9 u	25.24 	23.46 	27.02 	16.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y55-64,EL	33.78 	29.48 	29.69 	30.73 	29.11 	31.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y55-64,ES	41.64 	44.52 	42.93 b	43.45 	45.46 	43.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y55-64,FI	30.4 	32.32 	29.01 	31.84 	35.33 	38.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y55-64,FR	45.01 	45.73 	47.42 	46.79 	46.28 	48.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y55-64,HR	18.32 	23.58 	22.38 b	26.63 	20.81 	22.18 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y55-64,HU	: 	36.3 	36.19 	37.72 	35.07 	34.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y55-64,IE	17.65 	14.56 	17.24 	14.09 	17.03 	14.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y55-64,IT	26.75 	27.08 	26.11 	22.46 b	30.36 	31.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y55-64,LT	21.36 	20.54 	22.17 	22.56 	22.61 	22.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y55-64,LU	: 	0 u	: c	0.38 	0 u	0.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y55-64,LV	22.01 	25.09 	19.42 	19.55 	22.36 	28.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y55-64,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y55-64,MT	11.87 u	15.53 u	8.92 	14.14 	9.01 	16.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y55-64,NL	20.62 	23.7 	22.66 	21.72 	20.98 	20.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y55-64,NO	20 	20.21 	: 	: 	16.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y55-64,PL	37.81 	35.49 	34.07 	33.85 	36.96 	32.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y55-64,PT	31.76 	31.36 	16.48 	16.18 	29.88 	31.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y55-64,RO	20.86 	18.2 	20.77 	18.71 	17.82 	17.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y55-64,SE	14.87 	33.05 	26.85 	23.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y55-64,SI	12.39 	15.27 	13.43 	16.05 e	15.33 e	17.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y55-64,SK	33.26 	37.43 	29.52 	24.36 	34.92 b	22.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y55-64,UK	: 	26.97 	31.21 	26.61 	27.52 	34.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE15,AT	17.63 	18.5 	18.41 	18.69 	18.56 	18.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE15,BE	7 b	3.96 	5.15 	4.66 	5.29 	5.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE15,BG	29.72 	26.24 	24.71 	22.78 	18.83 	15.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE15,CH	: 	9.24 	9.99 	9.75 	10.22 	12.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE15,CY	23.65 e	24.33 e	27.15 e	22.71 e	26.31 e	28.21 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE15,CZ	38.75 	40.59 	40.55 	42.62 	35.25 	35.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE15,DE	19.14 	21.21 	23.86 	23.26 	23.38 	24.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE15,DK	: 	22.28 	21.74 	22.63 	21.34 	19.81 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE15,EE	: 	23.3 	23.58 	25.43 	20.39 	20.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE15,EL	33.67 	30.07 	31.23 	33.23 	27.66 	32.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE15,ES	43.46 	45.13 	43.48 b	41.82 	43 	41.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE15,FI	28.25 	29.77 	28.26 	32.65 	31.43 	33.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE15,FR	48.61 	47.72 	49.34 	48.51 	50.06 	51.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE15,HR	24.89 	29.12 	28.6 b	30.05 	24.85 	25.71 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE15,HU	: 	32.85 	31.71 	34 	34.12 	32.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE15,IE	18.66 	16.83 	19.6 	19.33 	20.88 	18.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE15,IT	25.26 	26.25 	26.92 	24.28 b	30.74 	35.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE15,LT	27.95 	27.86 	28.86 	27.73 	26.99 	25.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE15,LU	: 	: c	: c	0.38 	0.89 	0.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE15,LV	24.08 	25.29 	24.1 	23.54 	25.06 	31.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE15,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE15,MT	13.85 	14.54 	13.49 	16.23 	14.89 	20.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE15,NL	21.12 	22.81 	23.03 	24.11 	23.73 	23.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE15,NO	17.07 	17.13 	: 	: 	14.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE15,PL	41.16 	39.7 	37.41 	36.78 	37.59 	34.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE15,PT	30.77 	31.9 	18.12 	18.2 	29.09 	28.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE15,RO	25.03 	22.43 	24.58 	23.57 	22.14 	20.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE15,SE	19.17 	28.23 	26.37 	26.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE15,SI	10.52 	12.81 	12.38 	13.23 e	12.7 e	13.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE15,SK	34.29 	33.16 	27.48 	26.24 	27.34 b	21.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE15,UK	: 	24.78 	24.44 	24.78 	26.85 	25.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE65,AT	16.87 	16.44 	17.46 	18.25 	15.48 	16.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE65,BE	7.38 b	6.32 u	2.69 u	2.77 	5.3 	5.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE65,BG	11.99 	7.13 	8.85 	9.44 	7.62 	7.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE65,CH	: 	15.24 	14.19 u	15.85 	15.32 u	14.09 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE65,CY	21.02 e	20.47 e	21.6 e	16.14 e	15.87 e	28.98 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE65,CZ	43.54 	45.15 	44.1 	48.7 	37.06 	41.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE65,DE	22.87 	23.97 	26.16 	22.5 	24.55 	23.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE65,DK	: 	18.39 	21.79 	21.83 	20.26 	15.18 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE65,EE	20.48 u	20.26 u	16.78 	23.29 	19.15 	16.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE65,EL	22.18 	19.51 	20.18 	21.44 	18.04 	20.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE65,ES	36.76 	36.35 	35.04 b	35.23 	35.8 	34.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE65,FI	41.34 	33.36 	36.71 	39.09 	35.92 	36.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE65,FR	43.9 	43.28 	43.64 	41.9 	43.79 	45.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE65,HR	12.8 	14.84 	13.37 b	22.7 	15.69 	14.75 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE65,HU	: 	27.31 	26.24 	28.35 	28.86 	29.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE65,IE	18.79 	19.2 	19.92 	17.41 	19.41 	21.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE65,IT	17.47 	18.68 	20.86 	18.41 b	15.84 	19.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE65,LT	19.5 	18.39 	19.77 	19.72 	19.43 	18.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE65,LU	: 	: c	: c	0.24 	1.86 	1.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE65,LV	15.7 	16.17 	18.14 	14.14 	12.31 	23.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE65,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE65,MT	9.84 u	10.93 u	9.32 	9.9 	10.62 	10.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,Y_GE65,NL	25.16 	26.33 	27 	26.57 	25.93 	24.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
