unit,duration,partner,sex,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
PC_POP,N_GE1,WORLD,F,EE	69.74 	68.09 	63.9 	71.56 	61.38 	59.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,EL	39.84 	35.87 	36.76 	38.88 	32.7 	37.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,ES	66.38 	66.49 	62.99 b	54.15 	54.92 	53.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,FI	91.19 	91 	90.81 	91.04 	90.68 	91.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,FR	74.11 	71.66 	74.73 	75.06 	75.55 	76.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,HR	44.14 	40.77 	38.85 b	49.45 	43.5 	51.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,HU	: 	54.69 	52.59 	52.91 	51.38 	51.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,IE	76.37 	76.67 	76.41 	75.68 	73.4 	72.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,IT	40.84 	41.47 	41.09 	37.6 b	41.7 	47.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,LT	56.73 	56.14 	56.25 	55.72 	52.44 	50.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,LU	: 	79.88 	81.7 	80.69 	79.88 	79.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,LV	55.98 	58.22 	53.28 	51.07 	50.09 	58.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,MT	62.09 	55.63 	50.77 	53.69 	51.75 	46.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,NL	86.52 	86.8 	84.58 	84.14 	84.27 	85.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,NO	91.31 	91.31 	: 	: 	92.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,PL	58.68 	55.98 	54.12 	52.83 	48.45 	48.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,PT	42.47 	42.42 	23.71 	23.54 	37.95 	36.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,RO	25.02 	22.57 	24.91 	23.83 	22.5 	20.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,SE	83.64 	79.49 	81.72 	76.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,SI	67.22 	65.17 	60.64 	63.59 e	61.04 e	61.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,SK	71.45 	63.87 	57.55 	53.15 	55.51 b	55.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,UK	: 	63.65 	64.94 	63.9 	63.53 	67.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,AT	76.38 	76.72 	75.95 	76.06 	75.67 	76.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,BE	64.64 b	56.51 	54.47 	55.06 	59.32 	50.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,BG	37.34 	32.36 	29.42 	26.61 	22.87 	19.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,CH	: 	89.78 	87 	86.89 	87.58 	85.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,CY	66.84 e	69.14 e	67.24 e	62.16 e	51.13 e	76.72 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,CZ	82.74 	82.13 	81.8 	83.61 	74.25 	75.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,DE	72.51 	77.87 	77.81 	76.35 	79.58 	78.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,DK	: 	78.19 	77.9 	81.8 	82.8 	71.72 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,EE	65.31 	69.47 	68.68 	70.58 	62.39 	61.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,EL	38.84 	35.22 	36.6 	38.79 	32.44 	36.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,ES	64.89 	64.94 	62.6 b	53.69 	53.73 	52.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,FI	91.46 	91.91 	90.49 	90.46 	90.7 	92.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,FR	73.44 	74.45 	74.83 	73.44 	74.51 	74.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,HR	42.12 	47.5 	47.41 b	48.6 	50.4 	52.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,HU	: 	55.79 	53.37 	53.17 	52.02 	52.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,IE	71.95 	71.71 	72.08 	72.06 	67.37 	69.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,IT	41.99 	42.33 	42.75 	38.22 b	41.77 	49.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,LT	58.84 	58.7 	60.65 	60.47 	60.88 	54.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,LU	: 	81.97 	84.15 	84.26 	85.71 	82.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,LV	59.88 	59.91 	57.79 	54.29 	55.42 	64.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,MT	65.89 	63.69 	52.63 	53.69 	48.99 	51.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,NL	84.27 	83.75 	82.43 	83.23 	84.51 	84.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,NO	89.4 	89.68 	: 	: 	90.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,PL	59.86 	57.61 	54.08 	53.44 	56.09 	46.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,PT	41.93 	42.35 	25.2 	24.25 	36.97 	36.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,RO	28.62 	25.55 	27.82 	26.64 	24.72 	22.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,SE	80.18 	78.1 	80.39 	73.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,SI	64.01 	68.05 	64.71 	62.08 e	61.89 e	65.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,SK	69.88 	68.57 	62.82 	53.87 	56.59 b	53.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,UK	: 	64.53 	63.18 	64.27 	64.66 	64.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,T,AT	76.62 	76.78 	75.92 	76.41 	76.43 	76.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,T,BE	64.79 b	58.52 	56.4 	55.56 	61.58 	49.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,T,BG	34.72 	29.77 	28.38 	25.67 	22 	18.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,T,CH	: 	89.78 	87.42 	86.42 	86.86 	85.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,T,CY	68.35 e	69.03 e	67.6 e	63.18 e	52.04 e	75.72 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,T,CZ	81.55 	80.8 	80.52 	83.91 	73.58 	75.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,T,DE	72.35 	75.41 	77.51 	77.13 	77.79 	77.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,T,DK	: 	79.84 	78.84 	82.07 	82.18 	73.41 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,T,EE	67.7 	68.72 	66.1 	71.11 	61.84 	60.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,T,EL	39.36 	35.56 	36.68 	38.84 	32.58 	37.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,T,ES	65.64 	65.73 	62.8 b	53.93 	54.34 	53.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,T,FI	91.33 	91.45 	90.65 	90.75 	90.69 	92.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,T,FR	73.79 	73.11 	74.78 	74.29 	75.05 	75.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,T,HR	43.08 	43.98 	42.93 b	49.04 	47.09 	51.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,T,HU	: 	55.21 	52.96 	53.03 	51.68 	52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,T,IE	74.2 	74.23 	74.29 	73.91 	70.44 	70.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,T,IT	41.39 	41.88 	41.89 	37.9 b	41.74 	48.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,T,LT	57.68 	57.29 	58.24 	57.87 	56.25 	51.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,T,LU	: 	80.93 	82.92 	82.47 	82.78 	81.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,T,LV	57.72 	58.98 	55.3 	52.51 	52.47 	61.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,T,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,T,MT	64 	59.66 	51.7 	53.69 	50.39 	48.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,T,NL	85.41 	85.28 	83.52 	83.69 	84.39 	85.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,T,NO	90.34 	90.45 	: 	: 	91.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,T,PL	59.24 	56.75 	54.1 	53.12 	52.11 	47.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,T,PT	42.22 	42.38 	24.39 	23.87 	37.48 	36.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,T,RO	26.76 	24.01 	26.32 	25.19 	23.57 	21.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,T,SE	81.88 	78.79 	81.05 	75.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,T,SI	65.64 	66.59 	62.63 	62.85 e	61.46 e	63.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,T,SK	70.69 	66.14 	60.1 	53.49 	56.03 b	54.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,T,UK	: 	64.08 	64.08 	64.08 	64.08 	65.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,F,AT	9.12 	8.22 	8.83 	9.19 	8.35 	9.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,F,BE	2.97 b	2.03 u	2.68 	2.35 	2.72 	3.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,F,BG	19.37 	15.69 	17.28 	14.27 	10.93 	8.94 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,F,CH	: 	7.43 u	7.05 u	9.01 	9.43 	10.03 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,F,CY	12.76 e	11.93 e	15.04 e	10.57 e	7.64 e	7.64 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,F,CZ	25.67 	25.23 	25.85 	30 	24.91 	22.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,F,DE	12.76 	15 	17.53 	18.06 	16.77 	15.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,F,DK	: 	21.21 	20.01 	19.55 	18.45 	16.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,F,EE	13.24 u	8.71 u	8.46 	11.08 	10.3 	10.47 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,F,EL	28.61 	24.59 	25.82 	27.99 	23.47 	25.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,F,ES	32.94 	34.04 	32.08 b	29.21 	30.64 	29.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,F,FI	27.55 	27.04 	28.5 	30.45 	29.3 	29.79 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,F,FR	36.48 	40.22 	43.29 	43.34 	44.19 	45.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,F,HR	22.38 	21 	19.34 b	23.58 	17.69 	22.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,F,HU	: 	18.62 	18.81 	19.77 	19.52 	19.83 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,F,IE	8.43 	8.11 	9.61 	9.21 	9.61 	8.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,F,IT	21.73 	21.03 	24.05 	21.18 b	24.03 	27.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,F,LT	4.72 	4.7 	5.35 	5.75 	5.07 	4.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,F,LU	: 	: c	: c	0.35 	0 u	0.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,F,LV	6.43 	6.44 	6.15 	4.93 	6.68 	8.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,F,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,F,MT	5.05 	4.88 	5.69 	7.17 	6.7 	7.01 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,F,NL	15.85 	17.86 	16.38 	16.92 	17.1 	18.83 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,F,NO	14.02 	13.91 	: 	: 	11.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,F,PL	27.6 	26.31 	25.34 	23.08 	23.58 	26.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,F,PT	20.76 	20.77 	11.34 	11.37 	20.59 	15.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,F,RO	8.33 	7.94 	8.87 	8.73 	8.49 	8.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,F,SE	11.61 	11.04 	11.81 	10.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,F,SI	7.42 	8.78 	7.33 	9.21 e	8.2 e	8.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,F,SK	17.6 	16.85 	16.19 	12.79 	15.72 b	14.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,F,UK	: 	15.27 	14.67 	14.94 	18.22 	22.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,M,AT	8.34 	9.23 	8.26 	8.43 	8.24 	10.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,M,BE	2.74 b	2.06 u	2.03 u	1.82 	3.04 	3.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,M,BG	23.43 	19.38 	18.7 	15.43 	13.04 	9.38 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,M,CH	: 	8.05 u	7.76 u	8.08 u	7.58 u	9.84 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,M,CY	12.71 e	13.38 e	17.06 e	10.47 e	6.41 e	8.65 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,M,CZ	27.59 	28.56 	25.69 	29.59 	24.02 	23.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,M,DE	13.86 	14.46 	14.34 	14.22 	14.51 	16.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,M,DK	: 	17.24 	18.69 	21.14 	19.73 	16.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,M,EE	: c	13.76 u	10.48 	10.56 	9.58 	10.63 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,M,EL	28.33 	24.35 	24.95 	28.32 	23.28 	24.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,M,ES	31.23 	33.08 	32.28 b	28.62 	29.15 	28.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,M,FI	25.9 	29.51 	31.63 	29.18 	28.22 	29.6 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,M,FR	35.55 	42.07 	42.8 	42.66 	43.62 	44.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,M,HR	20.61 	24.37 	22.6 b	20.93 	19.74 	19.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,M,HU	: 	18.29 	18.22 	19.14 	19.82 	18.75 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,M,IE	8.52 	7.63 	8.25 	8.78 	8.32 	8.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
