unit,purpose,duration,partner,isced11,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
NR,PERS,N1-3,WORLD,ED5-8,SI	: 	1880164 	1874743 	1954976 	2003142 	1755598 
NR,PERS,N1-3,WORLD,TOTAL,AT	20951845 	21116817 	18993653 	20023234 	18755481 	18269954 
NR,PERS,N1-3,WORLD,TOTAL,BE	11552461 b	11235598 	10453466 	8811487 	8867014 	7529520 
NR,PERS,N1-3,WORLD,TOTAL,BG	6170654 	3709486 	3330047 	4490820 	4212700 	4166656 
NR,PERS,N1-3,WORLD,TOTAL,CH	: 	15443308 	16412269 	14755502 	16066449 	14003177 
NR,PERS,N1-3,WORLD,TOTAL,CY	2568437 	2390784 	2268057 	1993481 	1995824 	2236799 
NR,PERS,N1-3,WORLD,TOTAL,CZ	41734050 	37217274 	34307712 	39851274 	36079523 	38546932 
NR,PERS,N1-3,WORLD,TOTAL,DE	194010197 	208317536 	214352678 	194436947 	210754951 	200168867 
NR,PERS,N1-3,WORLD,TOTAL,DK	: 	31658157 	35726462 	34963670 	34333596 	30296172 
NR,PERS,N1-3,WORLD,TOTAL,EA	: 	: 	: 	: 	770802032 e	780898462 e
NR,PERS,N1-3,WORLD,TOTAL,EE	4970661 	4975672 	4286307 	4366405 	3166930 	3285780 
NR,PERS,N1-3,WORLD,TOTAL,EL	: 	3301238 	3513955 	3832504 	3087896 	5709271 
NR,PERS,N1-3,WORLD,TOTAL,ES	186418273 	176260975 	168521407 	167371214 	169389000 	172801146 
NR,PERS,N1-3,WORLD,TOTAL,EU27	: 	: 	1120083504 e	: 	1104337346 e	1102681300 e
NR,PERS,N1-3,WORLD,TOTAL,EU28	: 	: 	1125170244 e	: 	1112087178 e	1110612499 e
NR,PERS,N1-3,WORLD,TOTAL,FI	46319231 	44509760 	44730670 	43275161 	45417807 	45839318 
NR,PERS,N1-3,WORLD,TOTAL,FR	192579312 	171381050 	174323992 	196313647 	192901010 	195843901 
NR,PERS,N1-3,WORLD,TOTAL,HR	4057965 	3917900 	5638861 	7358379 	7775021 	7957203 
NR,PERS,N1-3,WORLD,TOTAL,HU	24105736 	23529877 	23100166 	21887961 	19789177 	23152571 
NR,PERS,N1-3,WORLD,TOTAL,IE	14969680 	13430326 	13089478 	11656187 	11143244 	11192881 
NR,PERS,N1-3,WORLD,TOTAL,IT	48265584 	50041595 	40897010 	42172406 	39075094 	50095552 
NR,PERS,N1-3,WORLD,TOTAL,LT	4102092 	4047017 	4283568 	4237424 	3955144 	4123445 
NR,PERS,N1-3,WORLD,TOTAL,LU	: 	982090 	1235032 	1324352 	1094371 	1045806 
NR,PERS,N1-3,WORLD,TOTAL,LV	: 	4997769 	4718739 	4870293 	4984433 	5652253 
NR,PERS,N1-3,WORLD,TOTAL,MT	686936 	625845 	526112 	485615 	470418 	450374 
NR,PERS,N1-3,WORLD,TOTAL,NL	36596123 	36036152 	35457282 	37023296 	37588884 	41533613 
NR,PERS,N1-3,WORLD,TOTAL,NO	21362988 	20542670 	20796370 	22358365 	18087274 	: 
NR,PERS,N1-3,WORLD,TOTAL,PL	57157071 	52904608 	48125924 	45571391 	54386097 	50912065 
NR,PERS,N1-3,WORLD,TOTAL,PT	18267901 	17148730 	16539316 	15339355 	14807606 	14195318 
NR,PERS,N1-3,WORLD,TOTAL,RO	22899514 	22309139 	20979135 	21878189 	21316203 	19832809 
NR,PERS,N1-3,WORLD,TOTAL,SE	: 	40062916 	41297843 	36889955 	: 	: 
NR,PERS,N1-3,WORLD,TOTAL,SI	5315759 	4788057 	4691954 	4974938 	5225547 	4913394 
NR,PERS,N1-3,WORLD,TOTAL,SK	11263401 	10330362 	8232165 	7321260 	6340234 	4857107 
NR,PERS,N1-3,WORLD,TOTAL,UK	: 	: 	: 	: 	136695428 	138030669 
NR,PERS,N1-3,WORLD,UNK,BE	11552461 b	11235598 	10453466 	8811487 	8867014 	7529520 
NR,PERS,N1-3,WORLD,UNK,BG	6170654 	3709486 	3330047 	4490820 	4212700 	4166656 
NR,PERS,N1-3,WORLD,UNK,CH	: 	15443308 	16412269 	14755502 	16066449 	14003177 
NR,PERS,N1-3,WORLD,UNK,CY	2568437 	2390784 	2268057 	1993481 	1995824 	2236799 
NR,PERS,N1-3,WORLD,UNK,CZ	41734050 	37217274 	34307712 	39851274 	36079523 	38546932 
NR,PERS,N1-3,WORLD,UNK,DE	194010197 	208317536 	214352678 	194436947 	210754951 	200168867 
NR,PERS,N1-3,WORLD,UNK,DK	: 	31658157 	35726462 	34963670 	34333596 	30296172 
NR,PERS,N1-3,WORLD,UNK,EA	: 	: 	: 	: 	476414656 e	479187049 e
NR,PERS,N1-3,WORLD,UNK,EL	: 	3301238 	3513955 	3832504 	3087896 	5709271 
NR,PERS,N1-3,WORLD,UNK,EU27	: 	: 	732950763 e	: 	778409160 e	752403352 e
NR,PERS,N1-3,WORLD,UNK,EU28	: 	: 	738508795 e	: 	778301994 e	752284660 e
NR,PERS,N1-3,WORLD,UNK,FR	192579312 	171381050 	174323992 	196313647 	192901010 	195843901 
NR,PERS,N1-3,WORLD,UNK,HR	4057965 	3917900 	5638861 	7358379 	: 	: 
NR,PERS,N1-3,WORLD,UNK,HU	5944145 	5530304 	4526996 	21887961 	19789177 	23152571 
NR,PERS,N1-3,WORLD,UNK,IE	14969680 	13430326 	13089478 	11656187 	11143244 	11192881 
NR,PERS,N1-3,WORLD,UNK,IT	48265584 	50041595 	40897010 	42172406 	39075094 	50095552 
NR,PERS,N1-3,WORLD,UNK,LT	4102092 	4047017 	4283568 	4237424 	3955144 	4123445 
NR,PERS,N1-3,WORLD,UNK,LU	: 	982090 	1235032 	1324352 	1094371 	: 
NR,PERS,N1-3,WORLD,UNK,MT	686936 	: 	: 	: 	470418 	450374 
NR,PERS,N1-3,WORLD,UNK,NL	: 	: 	: 	: 	: 	210035 u
NR,PERS,N1-3,WORLD,UNK,NO	21362988 	20542670 	20796370 	22358365 	18087274 	: 
NR,PERS,N1-3,WORLD,UNK,PL	57157071 	52904608 	48125924 	45571391 	54386097 	50912065 
NR,PERS,N1-3,WORLD,UNK,PT	: 	: 	: 	15339355 	: 	: 
NR,PERS,N1-3,WORLD,UNK,RO	: 	: 	: 	: 	: 	19832809 
NR,PERS,N1-3,WORLD,UNK,SE	: 	40062916 	41297843 	36889955 	: 	: 
NR,PERS,N1-3,WORLD,UNK,SI	5315759 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,UNK,SK	11263401 	10330362 	8232165 	7321260 	6340234 	4857107 
NR,PERS,N1-3,WORLD,UNK,UK	: 	: 	: 	: 	136695428 	138030669 
NR,PERS,N_GE1,DOM,ED0-2,AT	4349881 	4737484 	4476195 	4418167 	5006767 	5268464 
NR,PERS,N_GE1,DOM,ED0-2,EA	: 	: 	: 	: 	275004133 e	269591552 e
NR,PERS,N_GE1,DOM,ED0-2,EE	862463 	931489 	761466 	645120 	353655 	368394 
NR,PERS,N_GE1,DOM,ED0-2,ES	188492104 	186323188 	168409746 	187588521 	203248760 	196043186 
NR,PERS,N_GE1,DOM,ED0-2,EU27	: 	: 	277023575 e	: 	284954141 e	301063040 e
NR,PERS,N_GE1,DOM,ED0-2,EU28	: 	: 	276686329 e	: 	288724271 e	305331245 e
NR,PERS,N_GE1,DOM,ED0-2,FI	14279716 	13175874 	16151110 	14987485 	17290541 	18335384 
NR,PERS,N_GE1,DOM,ED0-2,HR	: 	: 	: 	: 	3748209 	4236922 
NR,PERS,N_GE1,DOM,ED0-2,HU	4405107 	5190152 	5390989 	: 	: 	: 
NR,PERS,N_GE1,DOM,ED0-2,LU	: 	: 	: 	: 	: 	34530 u
NR,PERS,N_GE1,DOM,ED0-2,LV	: 	1099982 	732717 	582218 	803648 	811228 
NR,PERS,N_GE1,DOM,ED0-2,MT	: 	68615 	113024 	64101 	: 	: 
NR,PERS,N_GE1,DOM,ED0-2,NL	21172586 	21786424 	21993217 	22893185 	24344568 	28435432 
NR,PERS,N_GE1,DOM,ED0-2,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE1,DOM,ED0-2,PT	22248740 	19190518 	19320301 	: 	23882423 	20494069 
NR,PERS,N_GE1,DOM,ED0-2,RO	3975771 	4431132 	3922796 	4554704 	4567116 	: 
NR,PERS,N_GE1,DOM,ED0-2,SI	: 	836228 	622410 	524469 	843676 	578927 
NR,PERS,N_GE1,DOM,ED3_4,AT	20108434 	20209421 	18007569 	19650337 	20408921 	19020303 
NR,PERS,N_GE1,DOM,ED3_4,EA	: 	: 	: 	: 	274705178 e	266658368 e
NR,PERS,N_GE1,DOM,ED3_4,EE	2657699 	2528901 	2129251 	2146622 	1397982 	2329591 
NR,PERS,N_GE1,DOM,ED3_4,ES	109581850 	101986695 	97806485 	168502603 	176310335 	169362437 
NR,PERS,N_GE1,DOM,ED3_4,EU27	: 	: 	281181045 e	: 	321377327 e	346202294 e
NR,PERS,N_GE1,DOM,ED3_4,EU28	: 	: 	280838738 e	: 	336029317 e	361262877 e
NR,PERS,N_GE1,DOM,ED3_4,FI	28016077 	28736646 	27662005 	28220081 	28810657 	28289055 
NR,PERS,N_GE1,DOM,ED3_4,HR	: 	: 	: 	: 	14460316 	14839295 
NR,PERS,N_GE1,DOM,ED3_4,HU	17467571 	17984080 	17933008 	: 	: 	: 
NR,PERS,N_GE1,DOM,ED3_4,LU	: 	: 	: 	: 	: 	45848 u
NR,PERS,N_GE1,DOM,ED3_4,LV	: 	3323338 	2841910 	3497130 	3663541 	3778188 
NR,PERS,N_GE1,DOM,ED3_4,MT	: 	339886 	280788 	290000 	: 	: 
NR,PERS,N_GE1,DOM,ED3_4,NL	42729755 	34167445 	32593153 	31913186 	33109649 	35254617 
NR,PERS,N_GE1,DOM,ED3_4,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE1,DOM,ED3_4,PT	12190353 	10551406 	10404624 	: 	11985726 	9223795 
NR,PERS,N_GE1,DOM,ED3_4,RO	34297952 	33659144 	33644091 	37009617 	37839690 	: 
NR,PERS,N_GE1,DOM,ED3_4,SI	: 	2195706 	2221084 	2491792 	2648202 	3099917 
NR,PERS,N_GE1,DOM,ED5-8,AT	9134246 	10329477 	9804762 	8921044 	9314358 	8956106 
NR,PERS,N_GE1,DOM,ED5-8,EA	: 	: 	: 	: 	252640467 e	242431999 e
NR,PERS,N_GE1,DOM,ED5-8,EE	2475031 	2234446 	2344032 	1962752 	1702705 	1792268 
NR,PERS,N_GE1,DOM,ED5-8,ES	201951590 	200661693 	195836399 	146069731 	152160971 	146050858 
NR,PERS,N_GE1,DOM,ED5-8,EU27	: 	: 	373572960 e	: 	276357482 e	304223366 e
NR,PERS,N_GE1,DOM,ED5-8,EU28	: 	: 	373118175 e	: 	285095432 e	311288622 e
NR,PERS,N_GE1,DOM,ED5-8,FI	30940824 	31445215 	28685377 	28621835 	29519121 	26845875 
NR,PERS,N_GE1,DOM,ED5-8,HR	: 	: 	: 	: 	8635116 	6983408 
NR,PERS,N_GE1,DOM,ED5-8,HU	13713852 	12870209 	14226591 	: 	: 	: 
NR,PERS,N_GE1,DOM,ED5-8,LU	: 	: 	: 	: 	: 	34234 u
NR,PERS,N_GE1,DOM,ED5-8,LV	: 	2674728 	2800439 	4134284 	2451598 	3088918 
NR,PERS,N_GE1,DOM,ED5-8,MT	: 	204607 	157531 	144993 	: 	: 
NR,PERS,N_GE1,DOM,ED5-8,NL	27941853 	39301112 	37082880 	36413355 	38110211 	41493230 
NR,PERS,N_GE1,DOM,ED5-8,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE1,DOM,ED5-8,PT	18547352 	18440268 	19115152 	: 	20149551 	15549694 
NR,PERS,N_GE1,DOM,ED5-8,RO	17252889 	15791055 	14668615 	15321763 	16822595 	: 
NR,PERS,N_GE1,DOM,ED5-8,SI	: 	1802441 	1460218 	1700984 	1652552 	1679909 
NR,PERS,N_GE1,DOM,TOTAL,AT	33592561 	35276382 	32288527 	32989548 	34730046 	33244872 
NR,PERS,N_GE1,DOM,TOTAL,BE	9997927 b	11604368 	10461465 	8797211 	10831847 	10614008 
NR,PERS,N_GE1,DOM,TOTAL,BG	17290218 	11552339 	9832474 	12048640 	14301552 	11472056 
NR,PERS,N_GE1,DOM,TOTAL,CH	: 	23931399 	21121674 	25526220 	25592239 	23911932 
NR,PERS,N_GE1,DOM,TOTAL,CY	3694277 	3787129 	3333188 	4437376 	4563297 	4283424 
NR,PERS,N_GE1,DOM,TOTAL,CZ	99195815 	96211550 	85637316 	96055502 	88930596 	93177462 
NR,PERS,N_GE1,DOM,TOTAL,DE	472740247 	504730126 	527892524 	483592143 	490555760 	486135358 
NR,PERS,N_GE1,DOM,TOTAL,DK	: 	48579506 	62389853 	57100818 	50354608 	48635464 
NR,PERS,N_GE1,DOM,TOTAL,EA	: 	: 	: 	: 	2599925984 e	2600078631 e
NR,PERS,N_GE1,DOM,TOTAL,EE	5995193 	5694836 	5234750 	4754493 	3454342 	4490253 
NR,PERS,N_GE1,DOM,TOTAL,EL	: 	46438077 	48659889 	53211514 	47954682 	45245827 
NR,PERS,N_GE1,DOM,TOTAL,ES	500025543 	488971575 	462052629 	502160855 	531720065 	511456481 
NR,PERS,N_GE1,DOM,TOTAL,EU27	: 	: 	3370912568 e	: 	3381187982 e	3371164641 e
NR,PERS,N_GE1,DOM,TOTAL,EU28	: 	: 	3392160848 e	: 	3408004074 e	3397176979 e
NR,PERS,N_GE1,DOM,TOTAL,FI	73236617 	73357735 	72498493 	71829401 	75620319 	73470314 
NR,PERS,N_GE1,DOM,TOTAL,FR	845729827 	851734199 	872330385 	969343508 	972826876 	967732011 
NR,PERS,N_GE1,DOM,TOTAL,HR	17361804 	16792297 	22162682 	24557091 	26843640 	26059625 
NR,PERS,N_GE1,DOM,TOTAL,HU	35586530 	36044441 	37550588 	38471996 	37426211 	44102860 
NR,PERS,N_GE1,DOM,TOTAL,IE	18362480 	17901733 	17251733 	15919165 	15714131 	15767017 
NR,PERS,N_GE1,DOM,TOTAL,IT	225136603 	218250118 	190390468 	202908804 	238427403 	269361020 
NR,PERS,N_GE1,DOM,TOTAL,LT	6318709 	6229493 	6467404 	6302944 	6394134 	6168173 
NR,PERS,N_GE1,DOM,TOTAL,LU	: 	97873 u	86336 	65628 	108013 	114612 
NR,PERS,N_GE1,DOM,TOTAL,LV	: 	7098048 	6375065 	8213632 	6918787 	7678334 
NR,PERS,N_GE1,DOM,TOTAL,MT	694915 	613109 	551343 	499094 	456801 	583761 
NR,PERS,N_GE1,DOM,TOTAL,NL	91844194 	95254981 	91669250 	91219727 	95564428 	106035696 
NR,PERS,N_GE1,DOM,TOTAL,NO	43610224 	41842344 	39720165 	44991829 	37166298 	: 
NR,PERS,N_GE1,DOM,TOTAL,PL	207862902 	197637995 	181259811 	172801458 	183494834 	180907884 
NR,PERS,N_GE1,DOM,TOTAL,PT	52986444 	48182192 	48840077 	46816092 	56017699 	45267559 
NR,PERS,N_GE1,DOM,TOTAL,RO	55526611 	53881331 	52235501 	56886084 	59229401 	58910475 
NR,PERS,N_GE1,DOM,TOTAL,SE	: 	94268876 	95387692 	79497403 	: 	: 
NR,PERS,N_GE1,DOM,TOTAL,SI	4700358 	4834375 	4303713 	4717245 	5144431 	5358753 
NR,PERS,N_GE1,DOM,TOTAL,SK	21333741 	21245629 	18311661 	15264601 	14057444 	16404408 
NR,PERS,N_GE1,DOM,TOTAL,UK	: 	: 	: 	: 	279794442 	289985777 
NR,PERS,N_GE1,DOM,UNK,BE	9997927 b	11604368 	10461465 	8797211 	10831847 	10614008 
NR,PERS,N_GE1,DOM,UNK,BG	17290218 	11552339 	9832474 	12048640 	14301552 	11472056 
NR,PERS,N_GE1,DOM,UNK,CH	: 	23931399 	21121674 	25526220 	25592239 	23911932 
NR,PERS,N_GE1,DOM,UNK,CY	3694277 	3787129 	3333188 	4437376 	4563297 	4283424 
NR,PERS,N_GE1,DOM,UNK,CZ	99195815 	96211550 	85637316 	96055502 	88930596 	93177462 
NR,PERS,N_GE1,DOM,UNK,DE	472740247 	504730126 	527892524 	483592143 	490555760 	486135358 
NR,PERS,N_GE1,DOM,UNK,DK	: 	48579506 	62389853 	57100818 	50354608 	48635464 
NR,PERS,N_GE1,DOM,UNK,EA	: 	: 	: 	: 	1797576206 e	1821396712 e
NR,PERS,N_GE1,DOM,UNK,EL	: 	46438077 	48659889 	53211514 	47954682 	45245827 
NR,PERS,N_GE1,DOM,UNK,EU27	: 	: 	2439134987 e	: 	2498499032 e	2419675941 e
NR,PERS,N_GE1,DOM,UNK,EU28	: 	: 	2461517606 e	: 	2498155054 e	2419294236 e
NR,PERS,N_GE1,DOM,UNK,FR	845729827 	851734199 	872330385 	969343508 	972826876 	967732011 
NR,PERS,N_GE1,DOM,UNK,HR	17361804 	16792297 	22162682 	24557091 	: 	: 
NR,PERS,N_GE1,DOM,UNK,HU	: 	: 	: 	38471996 	37426211 	44102860 
NR,PERS,N_GE1,DOM,UNK,IE	18362480 	17901733 	17251733 	15919165 	15714131 	15767017 
NR,PERS,N_GE1,DOM,UNK,IT	225136603 	218250118 	190390468 	202908804 	238427403 	269361020 
NR,PERS,N_GE1,DOM,UNK,LT	6318709 	6229493 	6467404 	6302944 	6394134 	6168173 
NR,PERS,N_GE1,DOM,UNK,LU	: 	97873 u	86336 	65628 	108013 	: 
NR,PERS,N_GE1,DOM,UNK,MT	694915 	: 	: 	: 	456801 	583761 
NR,PERS,N_GE1,DOM,UNK,NL	: 	: 	: 	: 	: 	852417 
NR,PERS,N_GE1,DOM,UNK,NO	43610224 	41842344 	39720165 	44991829 	37166298 	: 
NR,PERS,N_GE1,DOM,UNK,PL	207862902 	197637995 	181259811 	172801458 	183494834 	180907884 
NR,PERS,N_GE1,DOM,UNK,PT	: 	: 	: 	46816092 	: 	: 
NR,PERS,N_GE1,DOM,UNK,RO	: 	: 	: 	: 	: 	58910475 
NR,PERS,N_GE1,DOM,UNK,SE	: 	94268876 	95387692 	79497403 	: 	: 
NR,PERS,N_GE1,DOM,UNK,SI	4700358 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,UNK,SK	21333741 	21245629 	18311661 	15264601 	14057444 	16404408 
NR,PERS,N_GE1,DOM,UNK,UK	: 	: 	: 	: 	279794442 	289985777 
NR,PERS,N_GE1,OUT,ED0-2,AT	9980323 	10575549 	8083981 	9906268 	9068854 	10332652 
NR,PERS,N_GE1,OUT,ED0-2,EA	: 	: 	: 	: 	78923407 e	83349775 e
NR,PERS,N_GE1,OUT,ED0-2,EE	952937 	661860 	544552 	449120 	764532 	517595 u
NR,PERS,N_GE1,OUT,ED0-2,ES	28268409 	28230297 	30852756 	24035267 	23210224 	24850143 
NR,PERS,N_GE1,OUT,ED0-2,EU27	: 	: 	101514789 e	: 	81432803 e	96769948 e
NR,PERS,N_GE1,OUT,ED0-2,EU28	: 	: 	101391206 e	: 	85731902 e	99286912 e
NR,PERS,N_GE1,OUT,ED0-2,FI	10130575 	8726339 	11761791 	10445851 	8956004 	10922719 
NR,PERS,N_GE1,OUT,ED0-2,HR	: 	: 	: 	: 	4241116 	2486009 
NR,PERS,N_GE1,OUT,ED0-2,LU	: 	: 	: 	: 	: 	1533939 
NR,PERS,N_GE1,OUT,ED0-2,LV	: 	717274 u	708939 u	970426 	707619 	824455 
NR,PERS,N_GE1,OUT,ED0-2,MT	: 	250631 	313972 	254378 	: 	: 
NR,PERS,N_GE1,OUT,ED0-2,NL	30174207 	30145056 	29822985 	29159346 	30950239 	30440899 
NR,PERS,N_GE1,OUT,ED0-2,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE1,OUT,ED0-2,PT	5051073 	3604462 	3644087 	: 	4446426 	3201372 
NR,PERS,N_GE1,OUT,ED0-2,RO	335489 u	671223 	436983 u	428960 u	493185 u	: 
NR,PERS,N_GE1,OUT,ED0-2,SI	: 	2342695 	2485320 	1420918 	1517444 	1540203 
NR,PERS,N_GE1,OUT,ED3_4,AT	38096149 	33946374 	32911659 	34998904 	32122529 	32874668 
NR,PERS,N_GE1,OUT,ED3_4,EA	: 	: 	: 	: 	134521711 e	146337885 e
NR,PERS,N_GE1,OUT,ED3_4,EE	2506449 	2743951 	2706441 	2726066 	2330795 	2466992 
NR,PERS,N_GE1,OUT,ED3_4,ES	24782100 	24497306 	23492076 	25741359 	25109424 	28580613 
NR,PERS,N_GE1,OUT,ED3_4,EU27	: 	: 	159247319 e	: 	144971136 e	186243866 e
NR,PERS,N_GE1,OUT,ED3_4,EU28	: 	: 	159053453 e	: 	154154789 e	194048006 e
NR,PERS,N_GE1,OUT,ED3_4,FI	14720118 	14101711 	12609194 	14234001 	14975080 	16636663 
NR,PERS,N_GE1,OUT,ED3_4,HR	: 	: 	: 	: 	9055865 	7690533 
NR,PERS,N_GE1,OUT,ED3_4,LU	: 	: 	: 	: 	: 	3494495 
NR,PERS,N_GE1,OUT,ED3_4,LV	: 	3055653 	2650483 	3176883 	3371151 	3323170 
NR,PERS,N_GE1,OUT,ED3_4,MT	: 	1509570 	1094213 	1194870 	: 	: 
NR,PERS,N_GE1,OUT,ED3_4,NL	79594928 	51301211 	50478622 	49438035 	51673689 	54587794 
NR,PERS,N_GE1,OUT,ED3_4,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE1,OUT,ED3_4,PT	2490205 	1592622 	1985738 	: 	2270026 	1559718 
NR,PERS,N_GE1,OUT,ED3_4,RO	4652668 	4158079 	4383147 	5351311 	4747911 	: 
NR,PERS,N_GE1,OUT,ED3_4,SI	: 	7604730 	6723081 	6176385 	6023663 	6118940 
NR,PERS,N_GE1,OUT,ED5-8,AT	19058310 	19828472 	19098647 	15791079 	16612255 	16318531 
NR,PERS,N_GE1,OUT,ED5-8,EA	: 	: 	: 	: 	158592398 e	161094694 e
NR,PERS,N_GE1,OUT,ED5-8,EE	2996448 	2732868 	3705615 	3609563 	3062257 	2966906 
NR,PERS,N_GE1,OUT,ED5-8,ES	50383990 	51183394 	44943779 	30637774 	30957578 	31670722 
NR,PERS,N_GE1,OUT,ED5-8,EU27	: 	: 	210698004 e	: 	167301359 e	190280950 e
NR,PERS,N_GE1,OUT,ED5-8,EU28	: 	: 	210441501 e	: 	170892571 e	193361371 e
NR,PERS,N_GE1,OUT,ED5-8,FI	22476972 	19506917 	18038832 	17500843 	19171387 	16566915 
NR,PERS,N_GE1,OUT,ED5-8,HR	: 	: 	: 	: 	3556225 	3053663 
NR,PERS,N_GE1,OUT,ED5-8,LU	: 	: 	: 	: 	: 	4800223 
NR,PERS,N_GE1,OUT,ED5-8,LV	: 	2808998 	2666404 	3859371 	2347306 	2762712 
NR,PERS,N_GE1,OUT,ED5-8,MT	: 	915747 	686090 	656919 	: 	: 
NR,PERS,N_GE1,OUT,ED5-8,NL	74479098 	85481857 	81904575 	82543689 	79812743 	81213933 
NR,PERS,N_GE1,OUT,ED5-8,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE1,OUT,ED5-8,PT	4567713 	3510022 	3875450 	: 	4088381 	3036318 
NR,PERS,N_GE1,OUT,ED5-8,RO	3577961 	3711238 	3760015 	3937407 	3672752 	: 
NR,PERS,N_GE1,OUT,ED5-8,SI	: 	4922439 	5254621 	4682248 	4868338 	4501328 
NR,PERS,N_GE1,OUT,TOTAL,AT	67134783 	64350394 	60094287 	60696251 	57803638 	59525851 
NR,PERS,N_GE1,OUT,TOTAL,BE	83821382 b	92165154 	81614473 	82047705 	80248519 	60824281 
NR,PERS,N_GE1,OUT,TOTAL,BG	4699955 	3664727 	3468163 	3914769 	3710516 	3473855 
NR,PERS,N_GE1,OUT,TOTAL,CH	: 	111740849 	105848968 	94567408 	93979946 	89642399 
NR,PERS,N_GE1,OUT,TOTAL,CY	12706834 	12050210 	11397660 	12903025 	11229079 	11416886 
NR,PERS,N_GE1,OUT,TOTAL,CZ	43521929 	38171568 	35150113 	36173148 	37734003 	38605577 
NR,PERS,N_GE1,OUT,TOTAL,DE	735479873 	710015465 	659056780 	674373611 	687468366 	625053812 
NR,PERS,N_GE1,OUT,TOTAL,DK	: 	47061303 	48389729 	49377238 	47721046 	46905787 
NR,PERS,N_GE1,OUT,TOTAL,EA	: 	: 	: 	: 	1520114092 e	1454634082 e
NR,PERS,N_GE1,OUT,TOTAL,EE	6455834 	6138680 	6956608 	6784749 	6157583 	5951493 
NR,PERS,N_GE1,OUT,TOTAL,EL	: 	6608837 	6315636 	7035865 	7608731 	5062877 
NR,PERS,N_GE1,OUT,TOTAL,ES	103434499 	103910998 	99288612 	80414399 	79277226 	85101478 
NR,PERS,N_GE1,OUT,TOTAL,EU27	: 	: 	2035700267 e	: 	2292093221 e	2206185491 e
NR,PERS,N_GE1,OUT,TOTAL,EU28	: 	: 	2050872787 e	: 	2308905826 e	2219313653 e
NR,PERS,N_GE1,OUT,TOTAL,FI	47327664 	42334967 	42409818 	42180695 	43102471 	44126297 
NR,PERS,N_GE1,OUT,TOTAL,FR	203642094 	188264084 	188187740 	220610227 	205072772 	195798952 
NR,PERS,N_GE1,OUT,TOTAL,HR	9271368 	6285651 	15430272 	12865266 	16853207 	13230205 
NR,PERS,N_GE1,OUT,TOTAL,HU	29167464 	28044466 	26388516 	24680600 	21795858 	20972035 
NR,PERS,N_GE1,OUT,TOTAL,IE	45201559 	43230873 	40660382 	43007844 	42799485 	43343438 
NR,PERS,N_GE1,OUT,TOTAL,IT	69205268 	65582341 	78578121 	79431324 	86828118 	92758271 
NR,PERS,N_GE1,OUT,TOTAL,LT	11050420 	10867205 	10695557 	10350505 	11959497 	11057591 
NR,PERS,N_GE1,OUT,TOTAL,LU	: 	10133127 	10123118 	10260723 	9675281 	9828657 
NR,PERS,N_GE1,OUT,TOTAL,LV	: 	6581925 	6025827 	8006680 	6426076 	6910338 
NR,PERS,N_GE1,OUT,TOTAL,MT	2802551 	2675948 	2094275 	2106167 	2186293 	1925212 
NR,PERS,N_GE1,OUT,TOTAL,NL	184248233 	166928124 	162206182 	161141070 	162436671 	167031525 
NR,PERS,N_GE1,OUT,TOTAL,NO	56892777 	52894088 	54950530 	60041150 	47158718 	: 
NR,PERS,N_GE1,OUT,TOTAL,PL	109945436 	97619379 	91940227 	96718656 	72280049 	65778608 
NR,PERS,N_GE1,OUT,TOTAL,PT	12108991 	8707106 	9505275 	9206108 	10804834 	7797407 
NR,PERS,N_GE1,OUT,TOTAL,RO	8566118 	8540541 	8580145 	9717677 	8913847 	8514633 
NR,PERS,N_GE1,OUT,TOTAL,SE	: 	68150282 	56966024 	65217337 	: 	: 
NR,PERS,N_GE1,OUT,TOTAL,SI	14383915 	14869864 	14463022 	12279551 	12409445 	12160470 
NR,PERS,N_GE1,OUT,TOTAL,SK	19346846 	16193276 	16859354 	12435438 	13997790 	18840811 
NR,PERS,N_GE1,OUT,TOTAL,UK	: 	: 	: 	: 	524519146 	507419923 
NR,PERS,N_GE1,OUT,UNK,BE	83821382 b	92165154 	81614473 	82047705 	80248519 	60824281 
NR,PERS,N_GE1,OUT,UNK,BG	4699955 	3664727 	3468163 	3914769 	3710516 	3473855 
NR,PERS,N_GE1,OUT,UNK,CH	: 	111740849 	105848968 	94567408 	93979946 	89642399 
NR,PERS,N_GE1,OUT,UNK,CY	12706834 	12050210 	11397660 	12903025 	11229079 	11416886 
NR,PERS,N_GE1,OUT,UNK,CZ	43521929 	38171568 	35150113 	36173148 	37734003 	38605577 
NR,PERS,N_GE1,OUT,UNK,DE	735479873 	710015465 	659056780 	674373611 	687468366 	625053812 
NR,PERS,N_GE1,OUT,UNK,DK	: 	47061303 	48389729 	49377238 	47721046 	46905787 
NR,PERS,N_GE1,OUT,UNK,EA	: 	: 	: 	: 	1148076575 e	1063851727 e
