unit,purpose,duration,partner,age,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 
NR,PERS,N_GE1,DOM,Y25-34,LV	: 	1831459 	1698436 	2274933 	1606692 	1712710 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-34,MT	170070 	193819 	132945 	135919 b	71362 u	96028 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-34,NL	12945913 	12166693 	12937880 	13027003 	13890130 	14598627 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-34,NO	7289827 	6183117 	5649828 	5627128 	4764359 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-34,PL	32863888 	30187317 	32680867 	29127588 b	32232388 	36782345 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-34,PT	4176546 	4645401 	4959739 	5217959 	7430122 	5668960 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-34,RO	13179844 	13029741 	12557401 	13681291 	14892890 	14254347 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-34,SE	: 	20127676 	15442669 	13953566 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-34,SI	524280 	718486 	662674 	851514 	1009608 	932856 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-34,SK	3161647 	3624070 	2615104 	2461045 	2687973 b	2703245 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-34,UK	: 	: 	: 	: 	36714728 	39838202 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-44,AT	9614173 	10810103 	9328149 	10040715 	10501167 	9762072 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-44,BE	3409496 b	3251693 	3333933 	3123481 	3317985 	3190674 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-44,BG	7638226 	5236433 	4516138 	5575320 	6306299 	5121145 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-44,CH	: 	6361924 	6861154 	7342409 	7957987 	7225052 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-44,CY	1012252 	1106971 	1141109 	1563983 	2146267 	1605501 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-44,CZ	34419990 	35136525 	30403068 	28564209 	30919584 	32057859 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-44,DE	126322031 	141210090 	151770708 	130003220 	135779222 	143476843 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-44,DK	: 	14119112 	18887942 	15712034 	14044547 b	14481310 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-44,EA	: 	: 	: 	740078252 e	790942854 e	819940234 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-44,EE	2742381 	2576085 	2275695 	1931852 	1711444 	2074093 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-44,EL	: 	12998189 	13815997 	16350527 	13963206 	14888153 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-44,ES	157986417 	158773264 	161180312 b	149921106 	156880228 	163438607 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-44,EU27	: 	: 	1080088135 e	1054187961 e	1049581063 e	1088410194 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-44,EU28	: 	: 	1086973778 e	1060425564 e	1057746644 e	1098353351 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-44,FI	23542619 	25160228 	23408510 	25060723 	25626311 	23966969 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-44,FR	231121772 	238072821 	257847992 	276361157 	296194996 	296354110 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-44,HR	5753088 	6268029 	7168894 	6574815 	8179479 	9929344 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-44,HU	12203018 	12555330 	13411447 	13586508 	13789656 	16134394 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-44,IE	6909516 	7141010 	6978622 	4172110 	4248435 	3858220 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-44,IT	69181612 	64807061 	67151499 	72107472 b	83699567 	104783144 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-44,LT	2267976 	2198444 	2295672 	2237376 	2320812 	2536599 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-44,LU	: 	: u	: u	: u	22306 u	11316 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-44,LV	: 	2863738 	2958978 	3954892 	2573397 	3131087 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-44,MT	268321 	265385 	225909 	205951 b	168450 	227360 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-44,NL	26490377 	27813271 	26872156 	26925275 	28801362 	30122185 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-44,NO	14173983 	14891760 	13915946 	13689281 	12276566 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-44,PL	69503613 	64245374 	69713895 	59463640 b	60457901 	62729692 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-44,PT	15280300 	15544229 	15150014 	15743118 	18925579 	14350014 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-44,RO	26342306 	25107704 	23862882 	26099237 	28522290 	27712059 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-44,SE	: 	31025093 	27941821 	25271114 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-44,SI	1443234 	1490960 	1426880 	1788081 	1938014 	1981463 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-44,SK	7292432 	7955591 	7147289 	5929303 	6921267 b	5748638 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y25-44,UK	: 	: 	: 	: 	79774781 	83991453 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y35-44,AT	5021885 	5958578 	5437536 	5576928 	6317696 	6202629 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y35-44,BE	1867834 b	2020976 	1556093 	1857641 	1571307 	1850118 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y35-44,BG	4099097 	2925088 	2324562 	2815900 	3311569 	2686309 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y35-44,CH	: 	3576237 	3866922 	5191124 	4938803 	4483591 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y35-44,CY	651339 	648222 	623734 	806276 	815545 	795683 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y35-44,CZ	19524088 	19333452 	17394659 	15497830 	15531089 	15548903 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y35-44,DE	57365501 	72439668 	72500543 	67371790 	67080131 	71030499 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y35-44,DK	: 	6778696 	10409466 	8336632 	6960741 b	7222039 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y35-44,EA	: 	: 	: 	425406840 e	443585964 e	460709056 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y35-44,EE	1036792 	1169070 	959344 	856205 	775712 	845105 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y35-44,EL	: 	7906994 	8763147 	9448715 	8773606 	8352257 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y35-44,ES	95803287 	96656078 	99212800 b	93430723 	94125741 	99053045 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y35-44,EU27	: 	: 	604900199 e	591010891 e	574180766 e	591464911 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y35-44,EU28	: 	: 	608917269 e	594798925 e	577701766 e	596792735 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y35-44,FI	10433446 	11407072 	10391851 	11610892 	11111751 	10762226 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y35-44,FR	126190134 	133498601 	142775069 	153108567 	163169597 	166480918 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y35-44,HR	3180881 	3488973 	4155476 	3940472 	3546503 	5321740 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y35-44,HU	7107158 	7215938 	7097353 	7248761 	6989995 	8208382 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y35-44,IE	4259339 	4355930 	4495481 	3169563 	3283608 	2808202 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y35-44,IT	46749249 	43419544 	51561845 	50093994 b	54834132 	64033213 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y35-44,LT	1034528 	990470 	1051141 	1028973 	1018805 	934858 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y35-44,LU	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y35-44,LV	: 	1032279 	1260542 	1679959 	966705 	1418376 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y35-44,MT	98251 	71566 	92964 	70032 b	97088 u	131332 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y35-44,NL	13544463 	15646578 	13934276 	13898273 	14911232 	15523558 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y35-44,NO	6884156 	8708643 	8266119 	8062154 	7512208 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y35-44,PL	36639725 	34058057 	37033028 	30336052 b	28225513 	25947347 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y35-44,PT	11103753 	10898828 	10190275 	10525160 	11495456 	8681054 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y35-44,RO	13162462 	12077963 	11305480 	12417946 	13629400 	13457711 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y35-44,SE	: 	10897418 	12499152 	11317548 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y35-44,SI	918954 	772475 	764206 	936567 	928406 	1048607 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y35-44,SK	4130785 	4331521 	4532185 	3468258 	4233294 b	3045393 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y35-44,UK	: 	: 	: 	: 	43060053 	44153251 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-54,AT	6969865 	6873118 	7023870 	6507964 	7468095 	7035650 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-54,BE	1418435 b	1898181 	1455177 	1389603 	1826424 	1868919 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-54,BG	3158201 	1911537 	1473878 	1983299 	2178645 	1467337 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-54,CH	: 	4355112 	3724329 	6114609 	5055093 	4864177 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-54,CY	455552 	461344 	390930 	430441 	401406 	456341 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-54,CZ	13460096 	10925785 	10472444 	12250816 	10944617 	10695524 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-54,DE	69406210 	78903602 	83444661 	85646241 	78345992 	87407258 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-54,DK	: 	6636574 	8967889 	9761299 	6969665 b	7393947 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-54,EA	: 	: 	: 	373933874 e	384513526 e	392704005 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-54,EE	744257 	627670 	704032 	523449 	427512 	377978 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-54,EL	: 	7650586 	9056945 	8106380 	7702421 	8270963 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-54,ES	90286034 	82111299 	78975682 b	80344701 	90244611 	87068097 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-54,EU27	: 	: 	490813177 e	508989040 e	500872469 e	512020297 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-54,EU28	: 	: 	494012782 e	513078008 e	505880339 e	515636593 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-54,FI	9961630 	10537634 	10346829 	9900705 	11106233 	10692001 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-54,FR	107192169 	110886607 	110352973 	116443618 	111835224 	113007142 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-54,HR	2892909 	2496018 	3319434 	4116257 	4993480 	3629788 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-54,HU	5582101 	5277435 	5139547 	4956725 	4831965 	5201214 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-54,IE	3252912 	3125569 	3072156 	3301711 	3277397 	3448746 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-54,IT	44598538 	46660277 	28808436 	37877370 b	47056515 	46107035 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-54,LT	1015728 	997368 	1048425 	1012768 	937095 	937868 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-54,LU	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-54,LV	: 	830656 	692120 	1218737 	910546 	1022404 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-54,MT	131650 	113390 	68029 	79225 b	59234 u	94813 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-54,NL	14385274 	15252003 	14712349 	14517716 	14545635 	17035646 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-54,NO	7248175 	9123320 	6964270 	8330120 	5684273 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-54,PL	25588873 	24731215 	21685095 	20048735 b	25788457 	26951501 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-54,PT	9247590 	7745405 	7419654 	6368036 	8007476 	6319503 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-54,RO	8068985 	7537852 	6849616 	7320549 	7190850 	6767249 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-54,SE	: 	14484956 	13206078 	11976945 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-54,SI	821112 	805780 	756935 	692999 	763443 	874268 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-54,SK	3457877 	3029154 	2392147 	2288235 	1386703 b	2583740 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-54,UK	: 	: 	: 	: 	47097645 	49201318 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-64,AT	13258491 	12946033 	12619152 	12162359 	12911066 	12501196 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-64,BE	3306890 b	4342195 	3797158 	3272483 	4262718 	3846250 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-64,BG	5266012 	3526861 	2792994 	3454993 	3784705 	2834719 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-64,CH	: 	8292077 	7735584 	9679797 	9232157 	8771616 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-64,CY	1142511 	1071188 	976166 	1092253 	1171124 	987152 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-64,CZ	29912179 	25400328 	25737819 	28101289 	25585226 	28684425 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-64,DE	153975594 	163716672 	165667756 	164331383 	160122645 	169814892 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-64,DK	: 	13816668 	20002686 	18387358 	16143847 b	14973873 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-64,EA	: 	: 	: 	816049432 e	845739183 e	860723819 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-64,EE	1356866 	1223793 	1268057 	1022691 	749306 	1061614 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-64,EL	: 	15442495 	17146103 	16593262 	15059755 	14419159 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-64,ES	169417501 	159331277 	148598962 b	159902285 	174041353 	166558759 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-64,EU27	: 	: 	1069369905 e	1109333891 e	1097985062 e	1114764532 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-64,EU28	: 	: 	1076073496 e	1118092974 e	1106847937 e	1121273891 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-64,FI	22103523 	21436252 	22487352 	21329854 	23353966 	23212386 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-64,FR	273305144 	289184108 	294710259 	313600194 	306105341 	311056829 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-64,HR	5678478 	5054370 	6998337 	8837777 	8871346 	6564428 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-64,HU	10940819 	10734481 	11789445 	12219083 	11314855 	12709966 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-64,IE	5732249 	5538021 	5494511 	6400084 	6173093 	6627723 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-64,IT	78455932 	78774884 	52469170 	65877581 b	86156941 	91488220 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,Y45-64,LT	1856733 	1834263 	1944980 	1886908 	1734656 	1640616 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
