unit,purpose,duration,partner,quantile,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
NR,PROF,N_GE1,DOM,Q2,EU27	: 	: 	: 	: 	2572228 e	38939 u
NR,PROF,N_GE1,DOM,Q2,EU28	: 	: 	: 	: 	2571874 e	38933 u
NR,PROF,N_GE1,DOM,Q2,NL	147071 u	144055 u	282295 u	285028 	254282 	: 
NR,PROF,N_GE1,DOM,Q2,RO	2460738 	1989608 	2423741 	2355940 	2247235 	: 
NR,PROF,N_GE1,DOM,Q3,EA	: 	: 	: 	: 	864304 e	75600 e
NR,PROF,N_GE1,DOM,Q3,EE	190273 u	326002 	299600 	198715 	113767 	75591 u
NR,PROF,N_GE1,DOM,Q3,EU27	: 	: 	: 	: 	1383238 e	77009 u
NR,PROF,N_GE1,DOM,Q3,EU28	: 	: 	: 	: 	1383047 e	76997 u
NR,PROF,N_GE1,DOM,Q3,NL	813778 	960085 	700194 	599873 	750431 	: 
NR,PROF,N_GE1,DOM,Q3,RO	780575 	593623 	501819 	537996 	496647 	: 
NR,PROF,N_GE1,DOM,Q4,EA	: 	: 	: 	: 	666827 e	68858 e
NR,PROF,N_GE1,DOM,Q4,EE	362484 	370766 	242051 	235584 	133594 	68850 
NR,PROF,N_GE1,DOM,Q4,EU27	: 	: 	: 	: 	756216 e	70141 e
NR,PROF,N_GE1,DOM,Q4,EU28	: 	: 	: 	: 	756112 e	70130 e
NR,PROF,N_GE1,DOM,Q4,NL	1099293 	704244 	539071 	448030 	533152 	: 
NR,PROF,N_GE1,DOM,Q4,RO	: c	: u	: u	: u	: u	: 
NR,PROF,N_GE1,DOM,TOTAL,AT	4697471 	4754301 	4691248 	4519409 	4509643 	4439594 
NR,PROF,N_GE1,DOM,TOTAL,BE	234797 b	199054 	261031 	131390 	205928 	975879 
NR,PROF,N_GE1,DOM,TOTAL,BG	367624 	424892 	367067 	427348 	607521 	385067 
NR,PROF,N_GE1,DOM,TOTAL,CH	: 	765795 	846303 	563279 u	688806 u	803899 u
NR,PROF,N_GE1,DOM,TOTAL,CY	: c	27337 u	41301 u	53795 u	110318 	77637 
NR,PROF,N_GE1,DOM,TOTAL,CZ	1806142 	1870302 	1276328 	1601103 	2477399 	1803866 
NR,PROF,N_GE1,DOM,TOTAL,DE	78605439 	84441623 	84082488 	86417630 	76810096 	80587606 
NR,PROF,N_GE1,DOM,TOTAL,DK	: 	2772138 	3764834 	1730968 	5212188 b	1955943 
NR,PROF,N_GE1,DOM,TOTAL,EA	: 	: 	: 	: 	198536292 e	223676901 e
NR,PROF,N_GE1,DOM,TOTAL,EE	722329 	965929 	744206 	617863 	332315 	219288 
NR,PROF,N_GE1,DOM,TOTAL,EL	: 	2735028 	1838037 	2889040 	2207718 	2536387 
NR,PROF,N_GE1,DOM,TOTAL,ES	17476278 	19786460 	14406311 b	26304342 	31205402 	42114797 
NR,PROF,N_GE1,DOM,TOTAL,EU27	: 	: 	: 	: 	269878645 e	313046621 e
NR,PROF,N_GE1,DOM,TOTAL,EU28	: 	: 	: 	: 	272812593 e	315747655 e
NR,PROF,N_GE1,DOM,TOTAL,FI	7225614 	7368640 	6389464 	6998719 	7158339 	8272379 
NR,PROF,N_GE1,DOM,TOTAL,FR	60823462 	42327179 	42333747 	56713912 	58069837 	61099343 
NR,PROF,N_GE1,DOM,TOTAL,HR	2379842 	1344666 	2051404 	3482571 	2923408 	2700214 
NR,PROF,N_GE1,DOM,TOTAL,HU	493692 	529232 	589130 	630246 	635785 	1807756 
NR,PROF,N_GE1,DOM,TOTAL,IE	743691 	754103 	654279 	767609 	549323 	601162 
NR,PROF,N_GE1,DOM,TOTAL,IT	10851629 	11993791 	14242606 	15166693 b	9751669 	16065100 
NR,PROF,N_GE1,DOM,TOTAL,LT	672466 	680938 	707273 	696702 	674951 	667787 
NR,PROF,N_GE1,DOM,TOTAL,LU	: 	: u	: u	: u	: u	: u
NR,PROF,N_GE1,DOM,TOTAL,LV	: 	133380 u	166581 u	233302 u	370044 	437612 
NR,PROF,N_GE1,DOM,TOTAL,MT	13569 	17162 u	11346 u	: u	: u	: u
NR,PROF,N_GE1,DOM,TOTAL,NL	2426993 	2067786 	1643361 	1416973 	1637887 	1757666 
NR,PROF,N_GE1,DOM,TOTAL,NO	9151027 	7987386 	7893251 	11123179 	7083309 	: 
NR,PROF,N_GE1,DOM,TOTAL,PL	6344565 	5400089 	5498859 	4865652 b	11978705 	15357404 
NR,PROF,N_GE1,DOM,TOTAL,PT	2686158 	3155007 	3461074 	2978431 	3726732 	2320920 
NR,PROF,N_GE1,DOM,TOTAL,RO	4769885 	4119113 	5405444 	4830883 	4897685 	4831677 
NR,PROF,N_GE1,DOM,TOTAL,SE	: 	13980257 	9444506 	12496565 	: 	: 
NR,PROF,N_GE1,DOM,TOTAL,SI	171043 	189688 	207302 	165605 	217587 	184910 
NR,PROF,N_GE1,DOM,TOTAL,SK	1475163 	2668500 u	1675935 u	: u	1824790 bu	1829326 
NR,PROF,N_GE1,DOM,TOTAL,UK	: 	: 	: 	: 	40143497 	44323889 
NR,PROF,N_GE1,DOM,UNK,AT	4697471 	4754301 	4691248 	4519409 	4509643 	4439594 
NR,PROF,N_GE1,DOM,UNK,BE	234797 b	199054 	261031 	131390 	205928 	975879 
NR,PROF,N_GE1,DOM,UNK,BG	367624 	424892 	367067 	427348 	607521 	385067 
NR,PROF,N_GE1,DOM,UNK,CH	: 	765795 	846303 	563279 u	688806 u	803899 u
NR,PROF,N_GE1,DOM,UNK,CY	: c	27337 u	41301 u	53795 u	110318 	77637 
NR,PROF,N_GE1,DOM,UNK,CZ	1806142 	1870302 	1276328 	1601103 	2477399 	1803866 
NR,PROF,N_GE1,DOM,UNK,DE	78605439 	84441623 	84082488 	86417630 	76810096 	80587606 
NR,PROF,N_GE1,DOM,UNK,DK	: 	2772138 	3764834 	1730968 	5212188 b	1955943 
NR,PROF,N_GE1,DOM,UNK,EA	: 	: 	: 	: 	196565849 e	223457586 e
NR,PROF,N_GE1,DOM,UNK,EL	: 	2735028 	1838037 	2889040 	2207718 	2536387 
NR,PROF,N_GE1,DOM,UNK,ES	17476278 	19786460 	14406311 b	26304342 	31205402 	42114797 
NR,PROF,N_GE1,DOM,UNK,EU27	: 	: 	: 	: 	262897748 e	312823220 e
NR,PROF,N_GE1,DOM,UNK,EU28	: 	: 	: 	: 	265832657 e	315524290 e
NR,PROF,N_GE1,DOM,UNK,FI	7225614 	7368640 	6389464 	6998719 	7158339 	8272379 
NR,PROF,N_GE1,DOM,UNK,FR	60823462 	42327179 	42333747 	56713912 	58069837 	61099343 
NR,PROF,N_GE1,DOM,UNK,HR	2379842 	1344666 	2051404 	3482571 	2923408 	2700214 
NR,PROF,N_GE1,DOM,UNK,HU	493692 	529232 	589130 	630246 	635785 	1807756 
NR,PROF,N_GE1,DOM,UNK,IE	743691 	754103 	654279 	767609 	549323 	601162 
NR,PROF,N_GE1,DOM,UNK,IT	10851629 	11993791 	14242606 	15166693 b	9751669 	16065100 
NR,PROF,N_GE1,DOM,UNK,LT	672466 	680938 	707273 	696702 	674951 	667787 
NR,PROF,N_GE1,DOM,UNK,LU	: 	: u	: u	: u	: u	: u
NR,PROF,N_GE1,DOM,UNK,LV	: 	133380 u	166581 u	233302 u	370044 	437612 
NR,PROF,N_GE1,DOM,UNK,MT	13569 	17162 u	11346 u	: u	: u	: u
NR,PROF,N_GE1,DOM,UNK,NL	: 	: 	: 	: 	: 	1757666 
NR,PROF,N_GE1,DOM,UNK,NO	9151027 	7987386 	7893251 	11123179 	7083309 	: 
NR,PROF,N_GE1,DOM,UNK,PL	6344565 	5400089 	5498859 	4865652 b	11978705 	15357404 
NR,PROF,N_GE1,DOM,UNK,PT	2686158 	3155007 	3461074 	2978431 	3726732 	2320920 
NR,PROF,N_GE1,DOM,UNK,RO	: 	: 	: 	: 	: 	4831677 
NR,PROF,N_GE1,DOM,UNK,SE	: 	13980257 	9444506 	12496565 	: 	: 
NR,PROF,N_GE1,DOM,UNK,SI	171043 	189688 	207302 	165605 	217587 	184910 
NR,PROF,N_GE1,DOM,UNK,SK	1475163 	2668500 u	1675935 u	: u	1824790 bu	1829326 
NR,PROF,N_GE1,DOM,UNK,UK	: 	: 	: 	: 	40143497 	44323889 
NR,PROF,N_GE1,OUT,Q1,EA	: 	: 	: 	: 	878825 e	: u
NR,PROF,N_GE1,OUT,Q1,EE	66286 u	: u	179597 u	171253 u	312546 u	: u
NR,PROF,N_GE1,OUT,Q1,EU27	: 	: 	: 	: 	956769 e	: u
NR,PROF,N_GE1,OUT,Q1,EU28	: 	: 	: 	: 	956637 e	: u
NR,PROF,N_GE1,OUT,Q1,NL	1510006 	169796 u	620074 u	: u	566172 u	: 
NR,PROF,N_GE1,OUT,Q1,RO	: c	: u	: u	: u	: u	: 
NR,PROF,N_GE1,OUT,Q2,EA	: 	: 	: 	: 	1372731 e	: u
NR,PROF,N_GE1,OUT,Q2,EE	236474 u	193696 u	462814 u	363825 	445792 u	: u
NR,PROF,N_GE1,OUT,Q2,EU27	: 	: 	: 	: 	1443120 e	: u
NR,PROF,N_GE1,OUT,Q2,EU28	: 	: 	: 	: 	1442922 e	: u
NR,PROF,N_GE1,OUT,Q2,NL	1361081 	470313 u	374379 u	1499644 	926770 u	: 
NR,PROF,N_GE1,OUT,Q2,RO	: c	: u	: u	: 	: u	: 
NR,PROF,N_GE1,OUT,Q3,EA	: 	: 	: 	: 	1787672 e	104756 e
NR,PROF,N_GE1,OUT,Q3,EE	366469 	597577 	746116 	473758 	382309 	104743 u
NR,PROF,N_GE1,OUT,Q3,EU27	: 	: 	: 	: 	1816866 e	106707 u
NR,PROF,N_GE1,OUT,Q3,EU28	: 	: 	: 	: 	1816615 e	106690 u
NR,PROF,N_GE1,OUT,Q3,NL	2639770 	2378310 	1929767 	1470877 	1405144 	: 
NR,PROF,N_GE1,OUT,Q3,RO	: c	: u	: u	: u	: 	: 
NR,PROF,N_GE1,OUT,Q4,EA	: 	: 	: 	: 	3327365 e	727111 e
NR,PROF,N_GE1,OUT,Q4,EE	1258394 	1173330 	1204213 	925441 	640353 	727021 
NR,PROF,N_GE1,OUT,Q4,EU27	: 	: 	: 	: 	3381702 e	740655 e
NR,PROF,N_GE1,OUT,Q4,EU28	: 	: 	: 	: 	3381236 e	740538 e
NR,PROF,N_GE1,OUT,Q4,NL	4347362 	2661014 	2467213 	2291634 	2686604 	: 
NR,PROF,N_GE1,OUT,Q4,RO	: c	: 	: 	: 	: 	: 
NR,PROF,N_GE1,OUT,TOTAL,AT	6626250 	7122569 	8738522 	9150223 	8052822 	7924351 
NR,PROF,N_GE1,OUT,TOTAL,BE	4961402 b	6420228 	4963640 	4427328 	5222757 	15441715 
NR,PROF,N_GE1,OUT,TOTAL,BG	312968 u	379677 u	310097 u	147495 u	521454 	412341 u
NR,PROF,N_GE1,OUT,TOTAL,CH	: 	3865232 	4349360 	5155183 	3900540 	5468572 
NR,PROF,N_GE1,OUT,TOTAL,CY	1498297 	1210599 	1384920 	1679121 	1096729 	2465835 
NR,PROF,N_GE1,OUT,TOTAL,CZ	1930228 	1481477 	2053893 	1840667 	1872060 	2348299 
NR,PROF,N_GE1,OUT,TOTAL,DE	62537465 	60910662 	40776563 	55754952 	58158272 	62317758 
NR,PROF,N_GE1,OUT,TOTAL,DK	: 	4007254 	6747100 	4823044 	4583914 b	7644293 
NR,PROF,N_GE1,OUT,TOTAL,EA	: 	: 	: 	: 	132112823 e	153161799 e
NR,PROF,N_GE1,OUT,TOTAL,EE	1927623 	2034282 	2592740 	1934276 	1781000 	968607 
NR,PROF,N_GE1,OUT,TOTAL,EL	: 	557187 	625706 	840777 	1010325 	660986 
NR,PROF,N_GE1,OUT,TOTAL,ES	8656009 	9208884 	7693371 b	13569657 	12038924 	11100799 
NR,PROF,N_GE1,OUT,TOTAL,EU27	: 	: 	: 	: 	211912011 e	238091301 e
NR,PROF,N_GE1,OUT,TOTAL,EU28	: 	: 	: 	: 	216819573 e	240720675 e
NR,PROF,N_GE1,OUT,TOTAL,FI	8098210 	9189048 	6971354 	8294995 	6455888 	9909247 
NR,PROF,N_GE1,OUT,TOTAL,FR	17638338 	11799709 	11090985 	14487852 	16311224 	15919037 
NR,PROF,N_GE1,OUT,TOTAL,HR	2424197 	2358653 	2579981 	7035392 	4857487 	2618253 
NR,PROF,N_GE1,OUT,TOTAL,HU	1652098 	1820998 	1745404 	1549818 	1500926 	1718177 
NR,PROF,N_GE1,OUT,TOTAL,IE	2702522 	3991944 	2867318 	2711215 	2377499 	1955718 
NR,PROF,N_GE1,OUT,TOTAL,IT	8950043 	11551276 	9007614 	10765224 b	5459267 	12737625 
NR,PROF,N_GE1,OUT,TOTAL,LT	2177569 	2070925 	1940578 	1752203 	1682864 	1885314 
NR,PROF,N_GE1,OUT,TOTAL,LU	: 	602336 	750964 	994695 	928857 	980364 
NR,PROF,N_GE1,OUT,TOTAL,LV	: 	822888 	677059 	654390 	1525019 	1322839 
NR,PROF,N_GE1,OUT,TOTAL,MT	479626 	422092 	460363 	479148 b	424514 	361560 
NR,PROF,N_GE1,OUT,TOTAL,NL	9858219 	5679433 	5391433 	5589670 	5584690 	4802101 
NR,PROF,N_GE1,OUT,TOTAL,NO	5025422 	5438046 	5712907 	7208452 	6362359 	: 
NR,PROF,N_GE1,OUT,TOTAL,PL	9197456 	7820325 	7707691 	6956902 b	25162962 	20175570 
NR,PROF,N_GE1,OUT,TOTAL,PT	2731633 	2630042 	3511521 	2473052 	2966311 	2892568 
NR,PROF,N_GE1,OUT,TOTAL,RO	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE1,OUT,TOTAL,SE	: 	2697167 	2189041 	3491563 	: 	: 
NR,PROF,N_GE1,OUT,TOTAL,SI	1327493 	1444091 	1595333 	1407935 	1394831 	1390929 
NR,PROF,N_GE1,OUT,TOTAL,SK	2048054 u	: u	2228376 u	: u	2749660 bu	1204549 u
NR,PROF,N_GE1,OUT,TOTAL,UK	: 	: 	: 	: 	39425899 	39036569 
NR,PROF,N_GE1,OUT,UNK,AT	6626250 	7122569 	8738522 	9150223 	8052822 	7924351 
NR,PROF,N_GE1,OUT,UNK,BE	4961402 b	6420228 	4963640 	4427328 	5222757 	15441715 
NR,PROF,N_GE1,OUT,UNK,BG	312968 u	379677 u	310097 u	147495 u	521454 	412341 u
NR,PROF,N_GE1,OUT,UNK,CH	: 	3865232 	4349360 	5155183 	3900540 	5468572 
NR,PROF,N_GE1,OUT,UNK,CY	1498297 	1210599 	1384920 	1679121 	1096729 	2465835 
NR,PROF,N_GE1,OUT,UNK,CZ	1930228 	1481477 	2053893 	1840667 	1872060 	2348299 
NR,PROF,N_GE1,OUT,UNK,DE	62537465 	60910662 	40776563 	55754952 	58158272 	62317758 
NR,PROF,N_GE1,OUT,UNK,DK	: 	4007254 	6747100 	4823044 	4583914 b	7644293 
NR,PROF,N_GE1,OUT,UNK,EA	: 	: 	: 	: 	124746229 e	152193073 e
NR,PROF,N_GE1,OUT,UNK,EL	: 	557187 	625706 	840777 	1010325 	660986 
NR,PROF,N_GE1,OUT,UNK,ES	8656009 	9208884 	7693371 b	13569657 	12038924 	11100799 
NR,PROF,N_GE1,OUT,UNK,EU27	: 	: 	: 	: 	204313555 e	237104530 e
NR,PROF,N_GE1,OUT,UNK,EU28	: 	: 	: 	: 	209222163 e	239734060 e
NR,PROF,N_GE1,OUT,UNK,FI	8098210 	9189048 	6971354 	8294995 	6455888 	9909247 
NR,PROF,N_GE1,OUT,UNK,FR	17638338 	11799709 	11090985 	14487852 	16311224 	15919037 
NR,PROF,N_GE1,OUT,UNK,HR	2424197 	2358653 	2579981 	7035392 	4857487 	2618253 
NR,PROF,N_GE1,OUT,UNK,HU	1652098 	1820998 	1745404 	1549818 	1500926 	1718177 
NR,PROF,N_GE1,OUT,UNK,IE	2702522 	3991944 	2867318 	2711215 	2377499 	1955718 
NR,PROF,N_GE1,OUT,UNK,IT	8950043 	11551276 	9007614 	10765224 b	5459267 	12737625 
NR,PROF,N_GE1,OUT,UNK,LT	2177569 	2070925 	1940578 	1752203 	1682864 	1885314 
NR,PROF,N_GE1,OUT,UNK,LU	: 	602336 	750964 	994695 	928857 	980364 
NR,PROF,N_GE1,OUT,UNK,LV	: 	822888 	677059 	654390 	1525019 	1322839 
NR,PROF,N_GE1,OUT,UNK,MT	479626 	422092 	460363 	479148 b	424514 	361560 
NR,PROF,N_GE1,OUT,UNK,NL	: 	: 	: 	: 	: 	4802101 
NR,PROF,N_GE1,OUT,UNK,NO	5025422 	5438046 	5712907 	7208452 	6362359 	: 
NR,PROF,N_GE1,OUT,UNK,PL	9197456 	7820325 	7707691 	6956902 b	25162962 	20175570 
NR,PROF,N_GE1,OUT,UNK,PT	2731633 	2630042 	3511521 	2473052 	2966311 	2892568 
NR,PROF,N_GE1,OUT,UNK,RO	: 	: 	: 	: 	: 	: u
NR,PROF,N_GE1,OUT,UNK,SE	: 	2697167 	2189041 	3491563 	: 	: 
NR,PROF,N_GE1,OUT,UNK,SI	1327493 	1444091 	1595333 	1407935 	1394831 	1390929 
NR,PROF,N_GE1,OUT,UNK,SK	2048054 u	: u	2228376 u	: u	2749660 bu	1204549 u
NR,PROF,N_GE1,OUT,UNK,UK	: 	: 	: 	: 	39425899 	39036569 
NR,PROF,N_GE1,WORLD,Q1,EA	: 	: 	: 	: 	1034751 e	122918 e
NR,PROF,N_GE1,WORLD,Q1,EE	115218 u	199483 u	252997 	203621 	368430 	122903 
NR,PROF,N_GE1,WORLD,Q1,EU27	: 	: 	: 	: 	3225985 e	125208 e
NR,PROF,N_GE1,WORLD,Q1,EU28	: 	: 	: 	: 	3225540 e	125188 e
NR,PROF,N_GE1,WORLD,Q1,NL	1876857 	429198 	741875 	411556 u	666195 	: 
NR,PROF,N_GE1,WORLD,Q1,RO	1440721 	1491394 	2474201 	1900361 	2139136 	: 
NR,PROF,N_GE1,WORLD,Q2,EA	: 	: 	: 	: 	1656118 e	88798 e
NR,PROF,N_GE1,WORLD,Q2,EE	357114 	333053 	591970 	515021 	474862 	88787 u
NR,PROF,N_GE1,WORLD,Q2,EU27	: 	: 	: 	: 	4015348 e	90452 u
NR,PROF,N_GE1,WORLD,Q2,EU28	: 	: 	: 	: 	4014795 e	90438 u
NR,PROF,N_GE1,WORLD,Q2,NL	1508152 	614368 	656674 	1784672 	1181053 	: 
NR,PROF,N_GE1,WORLD,Q2,RO	2490439 	2010120 	2427016 	2355940 	2294431 	: 
NR,PROF,N_GE1,WORLD,Q3,EA	: 	: 	: 	: 	2651976 e	180356 e
NR,PROF,N_GE1,WORLD,Q3,EE	556743 	923579 	1045716 	672472 	496077 	180334 
NR,PROF,N_GE1,WORLD,Q3,EU27	: 	: 	: 	: 	3200103 e	183716 e
NR,PROF,N_GE1,WORLD,Q3,EU28	: 	: 	: 	: 	3199662 e	183687 e
NR,PROF,N_GE1,WORLD,Q3,NL	3453548 	3338396 	2629960 	2070750 	2155574 	: 
NR,PROF,N_GE1,WORLD,Q3,RO	785075 	668245 	512676 	549306 	496647 	: 
NR,PROF,N_GE1,WORLD,Q4,EA	: 	: 	: 	: 	3994192 e	795969 e
NR,PROF,N_GE1,WORLD,Q4,EE	1620878 	1544096 	1446263 	1161025 	773947 	795871 
NR,PROF,N_GE1,WORLD,Q4,EU27	: 	: 	: 	: 	4137917 e	810796 e
NR,PROF,N_GE1,WORLD,Q4,EU28	: 	: 	: 	: 	4137348 e	810668 e
NR,PROF,N_GE1,WORLD,Q4,NL	5446655 	3365258 	3006284 	2739664 	3219755 	: 
NR,PROF,N_GE1,WORLD,Q4,RO	: c	: u	: u	: u	: u	: 
NR,PROF,N_GE1,WORLD,TOTAL,AT	11323721 	11876869 	13429771 	13669632 	12562465 	12363945 
NR,PROF,N_GE1,WORLD,TOTAL,BE	5196200 b	6619282 	5224671 	4558717 	5428686 	16417594 
NR,PROF,N_GE1,WORLD,TOTAL,BG	680592 	804568 	677164 	574843 	1128975 	797409 
NR,PROF,N_GE1,WORLD,TOTAL,CH	: 	4631027 	5195663 	5718462 	4589346 	6272471 
NR,PROF,N_GE1,WORLD,TOTAL,CY	1517937 	1237935 	1426221 	1732916 	1207047 	2543472 
NR,PROF,N_GE1,WORLD,TOTAL,CZ	3736370 	3351779 	3330221 	3441769 	4349460 	4152165 
NR,PROF,N_GE1,WORLD,TOTAL,DE	141142904 	145352285 	124859051 	142172582 	134968368 	142905365 
NR,PROF,N_GE1,WORLD,TOTAL,DK	: 	6779392 	10511935 	6554012 	9796102 b	9600237 
NR,PROF,N_GE1,WORLD,TOTAL,EA	: 	: 	: 	: 	330649115 e	376838700 e
NR,PROF,N_GE1,WORLD,TOTAL,EE	2649953 	3000211 	3336946 	2552139 	2113315 	1187895 
NR,PROF,N_GE1,WORLD,TOTAL,EL	: 	3292216 	2463743 	3729817 	3218043 	3197373 
NR,PROF,N_GE1,WORLD,TOTAL,ES	26132287 	28995345 	22099682 b	39874000 	43244326 	53215596 
NR,PROF,N_GE1,WORLD,TOTAL,EU27	: 	: 	: 	: 	481790656 e	551137922 e
NR,PROF,N_GE1,WORLD,TOTAL,EU28	: 	: 	: 	: 	489632166 e	556468331 e
NR,PROF,N_GE1,WORLD,TOTAL,FI	15323824 	16557688 	13360818 	15293714 	13614228 	18181626 
NR,PROF,N_GE1,WORLD,TOTAL,FR	78461800 	54126888 	53424732 	71201764 	74381061 	77018380 
NR,PROF,N_GE1,WORLD,TOTAL,HR	4804039 	3703319 	4631386 	10517963 	7780895 	5318467 
NR,PROF,N_GE1,WORLD,TOTAL,HU	2145790 	2350230 	2334534 	2180064 	2136711 	3525933 
NR,PROF,N_GE1,WORLD,TOTAL,IE	3446212 	4746046 	3521598 	3478824 	2926823 	2556880 
NR,PROF,N_GE1,WORLD,TOTAL,IT	19801672 	23545067 	23250221 	25931917 b	15210936 	28802725 
NR,PROF,N_GE1,WORLD,TOTAL,LT	2850036 	2751863 	2647851 	2448904 	2357815 	2553101 
NR,PROF,N_GE1,WORLD,TOTAL,LU	: 	603678 	765628 	1002946 	933891 	987061 
NR,PROF,N_GE1,WORLD,TOTAL,LV	: 	956268 	843640 	887692 	1895063 	1760451 
NR,PROF,N_GE1,WORLD,TOTAL,MT	493195 	439254 	471709 	489931 b	436119 	376017 
NR,PROF,N_GE1,WORLD,TOTAL,NL	12285212 	7747220 	7034794 	7006643 	7222577 	6559767 
NR,PROF,N_GE1,WORLD,TOTAL,NO	14176450 	13425432 	13606157 	18331631 	13445668 	: 
NR,PROF,N_GE1,WORLD,TOTAL,PL	15542021 	13220414 	13206550 	11822555 b	37141667 	35532974 
NR,PROF,N_GE1,WORLD,TOTAL,PT	5417791 	5785048 	6972596 	5451483 	6693043 	5213487 
NR,PROF,N_GE1,WORLD,TOTAL,RO	4841217 	4234758 	5438006 	4851846 	5007443 	4839685 
NR,PROF,N_GE1,WORLD,TOTAL,SE	: 	16677425 	11633548 	15988128 	: 	: 
NR,PROF,N_GE1,WORLD,TOTAL,SI	1498537 	1633780 	1802635 	1573540 	1612418 	1575839 
NR,PROF,N_GE1,WORLD,TOTAL,SK	3523217 	4405209 u	3904311 	3628368 u	4574450 b	3033875 
NR,PROF,N_GE1,WORLD,TOTAL,UK	: 	: 	: 	: 	79569396 	83360458 
NR,PROF,N_GE1,WORLD,UNK,AT	11323721 	11876869 	13429771 	13669632 	12562465 	12363945 
NR,PROF,N_GE1,WORLD,UNK,BE	5196200 b	6619282 	5224671 	4558717 	5428686 	16417594 
NR,PROF,N_GE1,WORLD,UNK,BG	680592 	804568 	677164 	574843 	1128975 	797409 
NR,PROF,N_GE1,WORLD,UNK,CH	: 	4631027 	5195663 	5718462 	4589346 	6272471 
NR,PROF,N_GE1,WORLD,UNK,CY	1517937 	1237935 	1426221 	1732916 	1207047 	2543472 
NR,PROF,N_GE1,WORLD,UNK,CZ	3736370 	3351779 	3330221 	3441769 	4349460 	4152165 
NR,PROF,N_GE1,WORLD,UNK,DE	141142904 	145352285 	124859051 	142172582 	134968368 	142905365 
NR,PROF,N_GE1,WORLD,UNK,DK	: 	6779392 	10511935 	6554012 	9796102 b	9600237 
NR,PROF,N_GE1,WORLD,UNK,EA	: 	: 	: 	: 	321312078 e	375650659 e
NR,PROF,N_GE1,WORLD,UNK,EL	: 	3292216 	2463743 	3729817 	3218043 	3197373 
NR,PROF,N_GE1,WORLD,UNK,ES	26132287 	28995345 	22099682 b	39874000 	43244326 	53215596 
NR,PROF,N_GE1,WORLD,UNK,EU27	: 	: 	: 	: 	467211303 e	549927750 e
NR,PROF,N_GE1,WORLD,UNK,EU28	: 	: 	: 	: 	475054820 e	555258350 e
NR,PROF,N_GE1,WORLD,UNK,FI	15323824 	16557688 	13360818 	15293714 	13614228 	18181626 
NR,PROF,N_GE1,WORLD,UNK,FR	78461800 	54126888 	53424732 	71201764 	74381061 	77018380 
NR,PROF,N_GE1,WORLD,UNK,HR	4804039 	3703319 	4631386 	10517963 	7780895 	5318467 
NR,PROF,N_GE1,WORLD,UNK,HU	2145790 	2350230 	2334534 	2180064 	2136711 	3525933 
NR,PROF,N_GE1,WORLD,UNK,IE	3446212 	4746046 	3521598 	3478824 	2926823 	2556880 
NR,PROF,N_GE1,WORLD,UNK,IT	19801672 	23545067 	23250221 	25931917 b	15210936 	28802725 
NR,PROF,N_GE1,WORLD,UNK,LT	2850036 	2751863 	2647851 	2448904 	2357815 	2553101 
NR,PROF,N_GE1,WORLD,UNK,LU	: 	603678 	765628 	1002946 	933891 	987061 
NR,PROF,N_GE1,WORLD,UNK,LV	: 	956268 	843640 	887692 	1895063 	1760451 
NR,PROF,N_GE1,WORLD,UNK,MT	493195 	439254 	471709 	489931 b	436119 	376017 
NR,PROF,N_GE1,WORLD,UNK,NL	: 	: 	: 	: 	: 	6559767 
NR,PROF,N_GE1,WORLD,UNK,NO	14176450 	13425432 	13606157 	18331631 	13445668 	: 
NR,PROF,N_GE1,WORLD,UNK,PL	15542021 	13220414 	13206550 	11822555 b	37141667 	35532974 
NR,PROF,N_GE1,WORLD,UNK,PT	5417791 	5785048 	6972596 	5451483 	6693043 	5213487 
NR,PROF,N_GE1,WORLD,UNK,RO	: 	: 	: 	: 	: 	4839685 
NR,PROF,N_GE1,WORLD,UNK,SE	: 	16677425 	11633548 	15988128 	: 	: 
NR,PROF,N_GE1,WORLD,UNK,SI	1498537 	1633780 	1802635 	1573540 	1612418 	1575839 
NR,PROF,N_GE1,WORLD,UNK,SK	3523217 	4405209 u	3904311 	3628368 u	4574450 b	3033875 
NR,PROF,N_GE1,WORLD,UNK,UK	: 	: 	: 	: 	79569396 	83360458 
NR,PROF,N_GE4,DOM,Q1,EA	: 	: 	: 	: 	: u	: u
NR,PROF,N_GE4,DOM,Q1,EE	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,Q1,EU27	: 	: 	: 	: 	2085358 e	: u
NR,PROF,N_GE4,DOM,Q1,EU28	: 	: 	: 	: 	2085071 e	: u
NR,PROF,N_GE4,DOM,Q1,NL	: c	: u	: u	: 	: u	: 
NR,PROF,N_GE4,DOM,Q1,RO	1308679 	1311494 	2290732 	1775357 	1989981 	: 
NR,PROF,N_GE4,DOM,Q2,EA	: 	: 	: 	: 	: u	: u
NR,PROF,N_GE4,DOM,Q2,EE	: c	: u	: u	: u	: u	: u
NR,PROF,N_GE4,DOM,Q2,EU27	: 	: 	: 	: 	2337770 e	: u
NR,PROF,N_GE4,DOM,Q2,EU28	: 	: 	: 	: 	2337448 e	: u
NR,PROF,N_GE4,DOM,Q2,NL	: c	: u	: u	: u	: u	: 
NR,PROF,N_GE4,DOM,Q2,RO	2356525 	1880346 	2321676 	2289259 	2197655 	: 
