unit,purpose,duration,partner,trip_arr,geo\time	2017 	2016 	2015 	2014 
NR,PERS,N_GE4,OUT,ACC_WEB,EL	: 	: 	: 	494227 
NR,PERS,N_GE4,OUT,ACC_WEB,ES	29040320 	: 	: 	12957568 
NR,PERS,N_GE4,OUT,ACC_WEB,EU27	: 	: 	: 	726075525 e
NR,PERS,N_GE4,OUT,ACC_WEB,EU28	: 	: 	: 	728155432 e
NR,PERS,N_GE4,OUT,ACC_WEB,FI	19549066 	: 	: 	19217758 
NR,PERS,N_GE4,OUT,ACC_WEB,FR	80320278 	: 	: 	: 
NR,PERS,N_GE4,OUT,ACC_WEB,HR	: 	: 	: 	2590972 
NR,PERS,N_GE4,OUT,ACC_WEB,HU	4591209 	: 	: 	2767768 
NR,PERS,N_GE4,OUT,ACC_WEB,IE	15425185 	: 	: 	12903065 
NR,PERS,N_GE4,OUT,ACC_WEB,IT	21778718 	: 	: 	20733173 
NR,PERS,N_GE4,OUT,ACC_WEB,LT	3587607 	: 	: 	2062585 
NR,PERS,N_GE4,OUT,ACC_WEB,LU	: 	: 	: 	3017923 
NR,PERS,N_GE4,OUT,ACC_WEB,LV	: 	: 	: 	1697380 
NR,PERS,N_GE4,OUT,ACC_WEB,MT	1485343 	: 	: 	697403 
NR,PERS,N_GE4,OUT,ACC_WEB,NL	71732484 	: 	: 	86048617 
NR,PERS,N_GE4,OUT,ACC_WEB,PL	15185795 	: 	: 	11749952 
NR,PERS,N_GE4,OUT,ACC_WEB,PT	2715855 	: 	: 	2415829 
NR,PERS,N_GE4,OUT,ACC_WEB,RO	1094307 	: 	: 	587741 
NR,PERS,N_GE4,OUT,ACC_WEB,SE	: 	: 	: 	20250286 
NR,PERS,N_GE4,OUT,ACC_WEB,SI	3213273 	: 	: 	2286180 
NR,PERS,N_GE4,OUT,ACC_WEB,SK	2836221 	: 	: 	2240421 u
NR,PERS,N_GE4,OUT,DIRECT,AT	24393927 	: 	: 	20693550 
NR,PERS,N_GE4,OUT,DIRECT,BE	45921848 b	: 	: 	36190867 
NR,PERS,N_GE4,OUT,DIRECT,BG	2308002 	: 	: 	958913 
NR,PERS,N_GE4,OUT,DIRECT,CH	: 	: 	24040204 	18460887 
NR,PERS,N_GE4,OUT,DIRECT,CY	1395754 	: 	: 	3735087 
NR,PERS,N_GE4,OUT,DIRECT,CZ	16325769 	: 	: 	9902218 
NR,PERS,N_GE4,OUT,DIRECT,DE	361593912 	: 	: 	315440587 
NR,PERS,N_GE4,OUT,DIRECT,EA	: 	: 	: 	594277868 e
NR,PERS,N_GE4,OUT,DIRECT,EE	1998816 	: 	: 	1466917 
NR,PERS,N_GE4,OUT,DIRECT,EL	: 	: 	: 	: u
NR,PERS,N_GE4,OUT,DIRECT,ES	29851414 	: 	: 	43814602 
NR,PERS,N_GE4,OUT,DIRECT,EU27	: 	: 	: 	752958685 e
NR,PERS,N_GE4,OUT,DIRECT,EU28	: 	: 	: 	753825080 e
NR,PERS,N_GE4,OUT,DIRECT,FI	10532391 	: 	: 	9153178 
NR,PERS,N_GE4,OUT,DIRECT,FR	: u	: 	: 	: 
NR,PERS,N_GE4,OUT,DIRECT,HR	: 	: 	: 	1558732 
NR,PERS,N_GE4,OUT,DIRECT,HU	9151394 	: 	: 	7754215 
NR,PERS,N_GE4,OUT,DIRECT,IE	29671729 	: 	: 	27721538 
NR,PERS,N_GE4,OUT,DIRECT,IT	33644519 	: 	: 	40821872 
NR,PERS,N_GE4,OUT,DIRECT,LT	1513805 	: 	: 	5753353 
NR,PERS,N_GE4,OUT,DIRECT,LU	: 	: 	: 	6286220 
NR,PERS,N_GE4,OUT,DIRECT,LV	: 	: 	: 	1307103 
NR,PERS,N_GE4,OUT,DIRECT,MT	853253 	: 	: 	483124 
NR,PERS,N_GE4,OUT,DIRECT,NL	52664888 	: 	: 	58944622 
NR,PERS,N_GE4,OUT,DIRECT,PL	45306562 	: 	: 	24914759 
NR,PERS,N_GE4,OUT,DIRECT,PT	6061826 	: 	: 	1585030 
NR,PERS,N_GE4,OUT,DIRECT,RO	1200319 	: 	: 	1054481 
NR,PERS,N_GE4,OUT,DIRECT,SE	: 	: 	: 	11587366 
NR,PERS,N_GE4,OUT,DIRECT,SI	6928343 	: 	: 	5669607 
NR,PERS,N_GE4,OUT,DIRECT,SK	4022403 	: 	: 	1883345 u
NR,PERS,N_GE4,OUT,NBOOK,AT	7406603 	: 	: 	6649725 
NR,PERS,N_GE4,OUT,NBOOK,BE	15723814 b	: 	: 	16273511 
NR,PERS,N_GE4,OUT,NBOOK,BG	603521 u	: 	: 	1690846 
NR,PERS,N_GE4,OUT,NBOOK,CH	: 	: 	46753862 	42204318 
NR,PERS,N_GE4,OUT,NBOOK,CY	6417073 	: 	: 	398844 u
NR,PERS,N_GE4,OUT,NBOOK,CZ	5737282 	: 	: 	6835110 
NR,PERS,N_GE4,OUT,NBOOK,DE	57683259 	: 	: 	75119783 
NR,PERS,N_GE4,OUT,NBOOK,DK	: 	: 	: 	34100925 
NR,PERS,N_GE4,OUT,NBOOK,EA	: 	: 	: 	165230081 e
NR,PERS,N_GE4,OUT,NBOOK,EE	599690 u	: 	: 	2890129 
NR,PERS,N_GE4,OUT,NBOOK,EL	: 	: 	: 	1556527 
NR,PERS,N_GE4,OUT,NBOOK,ES	8437331 	: 	: 	10478926 
NR,PERS,N_GE4,OUT,NBOOK,EU27	: 	: 	: 	324628211 e
NR,PERS,N_GE4,OUT,NBOOK,EU28	: 	: 	: 	331245606 e
NR,PERS,N_GE4,OUT,NBOOK,FI	10081906 	: 	: 	10522903 
NR,PERS,N_GE4,OUT,NBOOK,FR	: u	: 	: 	: 
NR,PERS,N_GE4,OUT,NBOOK,HR	: 	: 	: 	6130400 
NR,PERS,N_GE4,OUT,NBOOK,HU	8609327 	: 	: 	8971641 
NR,PERS,N_GE4,OUT,NBOOK,IE	161289 u	: 	: 	1104031 
NR,PERS,N_GE4,OUT,NBOOK,IT	6943295 u	: 	: 	7793432 u
NR,PERS,N_GE4,OUT,NBOOK,LT	4282220 	: 	: 	2141964 
NR,PERS,N_GE4,OUT,NBOOK,LU	: 	: 	: 	1452094 
NR,PERS,N_GE4,OUT,NBOOK,LV	: 	: 	: 	3925277 
NR,PERS,N_GE4,OUT,NBOOK,MT	: 	: 	: 	578955 
NR,PERS,N_GE4,OUT,NBOOK,NL	30252638 	: 	: 	10211548 
NR,PERS,N_GE4,OUT,NBOOK,PL	31737885 	: 	: 	44777481 
NR,PERS,N_GE4,OUT,NBOOK,PT	1412167 	: 	: 	1264108 
NR,PERS,N_GE4,OUT,NBOOK,RO	4034374 	: 	: 	5042913 
NR,PERS,N_GE4,OUT,NBOOK,SE	: 	: 	: 	10748971 
NR,PERS,N_GE4,OUT,NBOOK,SI	2779437 	: 	: 	2427241 
NR,PERS,N_GE4,OUT,NBOOK,SK	5943666 	: 	: 	3328306 
NR,PERS,N_GE4,OUT,NPACK,AT	42104317 	: 	: 	34090722 
NR,PERS,N_GE4,OUT,NPACK,BE	65886423 b	: 	: 	62781077 
NR,PERS,N_GE4,OUT,NPACK,BG	3276513 	: 	: 	2649759 
NR,PERS,N_GE4,OUT,NPACK,CH	: 	: 	84286092 	72506929 
NR,PERS,N_GE4,OUT,NPACK,CY	11211659 	: 	: 	11755297 
NR,PERS,N_GE4,OUT,NPACK,CZ	24432253 	: 	: 	19543580 
NR,PERS,N_GE4,OUT,NPACK,DE	496324818 	: 	: 	431755290 
NR,PERS,N_GE4,OUT,NPACK,DK	: 	: 	: 	35173055 
NR,PERS,N_GE4,OUT,NPACK,EA	: 	: 	: 	1029385923 e
NR,PERS,N_GE4,OUT,NPACK,EE	4263231 	: 	: 	4612485 
NR,PERS,N_GE4,OUT,NPACK,EL	: 	: 	: 	6169898 
NR,PERS,N_GE4,OUT,NPACK,ES	77993524 	: 	: 	64673406 
NR,PERS,N_GE4,OUT,NPACK,EU27	: 	: 	: 	1420904784 e
NR,PERS,N_GE4,OUT,NPACK,EU28	: 	: 	: 	1429855443 e
NR,PERS,N_GE4,OUT,NPACK,FI	31645199 	: 	: 	25067785 
NR,PERS,N_GE4,OUT,NPACK,FR	134215297 	: 	: 	: 
NR,PERS,N_GE4,OUT,NPACK,HR	: 	: 	: 	9336839 
NR,PERS,N_GE4,OUT,NPACK,HU	18046679 	: 	: 	16725856 
NR,PERS,N_GE4,OUT,NPACK,IE	34166041 	: 	: 	31546217 
NR,PERS,N_GE4,OUT,NPACK,IT	51376144 	: 	: 	60710017 
NR,PERS,N_GE4,OUT,NPACK,LT	7373346 	: 	: 	7916160 
NR,PERS,N_GE4,OUT,NPACK,LU	: 	: 	: 	7754547 
NR,PERS,N_GE4,OUT,NPACK,LV	: 	: 	: 	5697280 
NR,PERS,N_GE4,OUT,NPACK,MT	2199285 	: 	: 	1530710 
NR,PERS,N_GE4,OUT,NPACK,NL	132385478 	: 	: 	118572568 
NR,PERS,N_GE4,OUT,NPACK,NO	41525065 	: 	: 	: 
NR,PERS,N_GE4,OUT,NPACK,PL	99646244 	: 	: 	73119682 
NR,PERS,N_GE4,OUT,NPACK,PT	9306676 	: 	: 	6683882 
NR,PERS,N_GE4,OUT,NPACK,RO	6360901 	: 	: 	7166575 
NR,PERS,N_GE4,OUT,NPACK,SE	: 	: 	: 	43394855 
NR,PERS,N_GE4,OUT,NPACK,SI	10814394 	: 	: 	8961946 
NR,PERS,N_GE4,OUT,NPACK,SK	10788479 	: 	: 	6247887 
NR,PERS,N_GE4,OUT,PACK,AT	17467355 	: 	: 	19885169 
NR,PERS,N_GE4,OUT,PACK,BE	10563014 b	: 	: 	13144900 
NR,PERS,N_GE4,OUT,PACK,BG	986554 	: 	: 	846097 
NR,PERS,N_GE4,OUT,PACK,CH	: 	: 	12004550 	14272671 
NR,PERS,N_GE4,OUT,PACK,CY	876706 	: 	: 	761323 
NR,PERS,N_GE4,OUT,PACK,CZ	16047721 	: 	: 	13856375 
NR,PERS,N_GE4,OUT,PACK,DE	204142939 	: 	: 	210017759 
NR,PERS,N_GE4,OUT,PACK,DK	: 	: 	: 	9295831 
NR,PERS,N_GE4,OUT,PACK,EA	: 	: 	: 	399154186 e
NR,PERS,N_GE4,OUT,PACK,EE	1361135 	: 	: 	1204365 
NR,PERS,N_GE4,OUT,PACK,EL	: 	: 	: 	615224 
NR,PERS,N_GE4,OUT,PACK,ES	16261851 	: 	: 	8898860 
NR,PERS,N_GE4,OUT,PACK,EU27	: 	: 	: 	536245636 e
NR,PERS,N_GE4,OUT,PACK,EU28	: 	: 	: 	537306207 e
NR,PERS,N_GE4,OUT,PACK,FI	8572445 	: 	: 	10799324 
NR,PERS,N_GE4,OUT,PACK,FR	55966788 	: 	: 	: 
NR,PERS,N_GE4,OUT,PACK,HR	: 	: 	: 	1497845 
NR,PERS,N_GE4,OUT,PACK,HU	5176640 	: 	: 	3961591 
NR,PERS,N_GE4,OUT,PACK,IE	6428794 	: 	: 	8157498 
NR,PERS,N_GE4,OUT,PACK,IT	10628456 	: 	: 	12878119 
NR,PERS,N_GE4,OUT,PACK,LT	2802886 	: 	: 	1593174 
NR,PERS,N_GE4,OUT,PACK,LU	: 	: 	: 	1216058 
NR,PERS,N_GE4,OUT,PACK,LV	: 	: 	: 	1555018 
NR,PERS,N_GE4,OUT,PACK,MT	331823 	: 	: 	367670 
NR,PERS,N_GE4,OUT,PACK,NL	42683814 	: 	: 	34565928 
NR,PERS,N_GE4,OUT,PACK,NO	10582908 	: 	: 	: 
NR,PERS,N_GE4,OUT,PACK,PL	5700234 	: 	: 	19965046 
NR,PERS,N_GE4,OUT,PACK,PT	1868924 	: 	: 	1916668 
NR,PERS,N_GE4,OUT,PACK,RO	1879116 	: 	: 	2369996 
NR,PERS,N_GE4,OUT,PACK,SE	: 	: 	: 	15668338 
NR,PERS,N_GE4,OUT,PACK,SI	788171 	: 	: 	1035889 
NR,PERS,N_GE4,OUT,PACK,SK	6332455 	: 	: 	4664760 
NR,PERS,N_GE4,OUT,TOTAL,AT	59571672 	: 	: 	53975891 
NR,PERS,N_GE4,OUT,TOTAL,BE	76449437 b	: 	: 	75925977 
NR,PERS,N_GE4,OUT,TOTAL,BG	4263068 	: 	: 	3495856 
NR,PERS,N_GE4,OUT,TOTAL,CH	: 	: 	96290641 	86779600 
NR,PERS,N_GE4,OUT,TOTAL,CY	12088365 	: 	: 	12516620 
NR,PERS,N_GE4,OUT,TOTAL,CZ	40479974 	: 	: 	33399954 
NR,PERS,N_GE4,OUT,TOTAL,DE	700467757 	: 	: 	641773048 
NR,PERS,N_GE4,OUT,TOTAL,DK	: 	: 	: 	44468886 
NR,PERS,N_GE4,OUT,TOTAL,EA	: 	: 	: 	1428540109 e
NR,PERS,N_GE4,OUT,TOTAL,EE	5624366 	: 	: 	5816850 
NR,PERS,N_GE4,OUT,TOTAL,EL	: 	: 	: 	6785123 
NR,PERS,N_GE4,OUT,TOTAL,ES	94255375 	: 	: 	73572266 
NR,PERS,N_GE4,OUT,TOTAL,EU27	: 	: 	: 	1957150420 e
NR,PERS,N_GE4,OUT,TOTAL,EU28	: 	: 	: 	1967161650 e
NR,PERS,N_GE4,OUT,TOTAL,FI	40217644 	: 	: 	35867109 
NR,PERS,N_GE4,OUT,TOTAL,FR	190182085 	: 	: 	: 
NR,PERS,N_GE4,OUT,TOTAL,HR	: 	: 	: 	10834684 
NR,PERS,N_GE4,OUT,TOTAL,HU	23223319 	: 	: 	20687447 
NR,PERS,N_GE4,OUT,TOTAL,IE	40594835 	: 	: 	39703714 
NR,PERS,N_GE4,OUT,TOTAL,IT	62004601 	: 	: 	73588136 
NR,PERS,N_GE4,OUT,TOTAL,LT	10176233 	: 	: 	9509334 
NR,PERS,N_GE4,OUT,TOTAL,LU	: 	: 	: 	8970605 
NR,PERS,N_GE4,OUT,TOTAL,LV	: 	5695578 	: 	7252298 
NR,PERS,N_GE4,OUT,TOTAL,MT	2531108 	2455383 	1928447 	1898380 
NR,PERS,N_GE4,OUT,TOTAL,NL	175069292 	: 	: 	153138495 
NR,PERS,N_GE4,OUT,TOTAL,NO	52107973 	: 	: 	: 
NR,PERS,N_GE4,OUT,TOTAL,PL	105346478 	: 	: 	93084727 
NR,PERS,N_GE4,OUT,TOTAL,PT	11175600 	: 	: 	8600550 
NR,PERS,N_GE4,OUT,TOTAL,RO	8240018 	: 	: 	9536572 
NR,PERS,N_GE4,OUT,TOTAL,SE	: 	: 	: 	59063193 
NR,PERS,N_GE4,OUT,TOTAL,SI	11602565 	: 	: 	9997835 
NR,PERS,N_GE4,OUT,TOTAL,SK	17120935 	: 	: 	10912647 
NR,PERS,N_GE4,OUT,TRA_TO_TA,AT	17412965 	: 	: 	18388084 
NR,PERS,N_GE4,OUT,TRA_TO_TA,BE	12855402 b	: 	: 	18554889 
NR,PERS,N_GE4,OUT,TRA_TO_TA,BG	1035515 	: 	: 	626761 
NR,PERS,N_GE4,OUT,TRA_TO_TA,CH	: 	: 	21237772 	21583193 
NR,PERS,N_GE4,OUT,TRA_TO_TA,CY	3229567 	: 	: 	7078178 
NR,PERS,N_GE4,OUT,TRA_TO_TA,CZ	16217505 	: 	: 	12119023 
NR,PERS,N_GE4,OUT,TRA_TO_TA,DE	243505848 	: 	: 	206876031 
NR,PERS,N_GE4,OUT,TRA_TO_TA,DK	: 	: 	: 	8956060 
NR,PERS,N_GE4,OUT,TRA_TO_TA,EA	: 	: 	: 	537126322 e
NR,PERS,N_GE4,OUT,TRA_TO_TA,EE	1976920 	: 	: 	1328019 
NR,PERS,N_GE4,OUT,TRA_TO_TA,EL	: 	: 	: 	1374092 
NR,PERS,N_GE4,OUT,TRA_TO_TA,ES	34036157 	: 	: 	17280266 
NR,PERS,N_GE4,OUT,TRA_TO_TA,EU27	: 	: 	: 	709213244 e
NR,PERS,N_GE4,OUT,TRA_TO_TA,EU28	: 	: 	: 	711375840 e
NR,PERS,N_GE4,OUT,TRA_TO_TA,FI	15768518 	: 	: 	14688839 
NR,PERS,N_GE4,OUT,TRA_TO_TA,FR	171562571 	: 	: 	: 
NR,PERS,N_GE4,OUT,TRA_TO_TA,HR	: 	: 	: 	2645313 
NR,PERS,N_GE4,OUT,TRA_TO_TA,HU	3259466 	: 	: 	2684358 
NR,PERS,N_GE4,OUT,TRA_TO_TA,IE	7092307 	: 	: 	8079088 
NR,PERS,N_GE4,OUT,TRA_TO_TA,IT	13866164 	: 	: 	23835545 
NR,PERS,N_GE4,OUT,TRA_TO_TA,LT	4371817 	: 	: 	1614017 
NR,PERS,N_GE4,OUT,TRA_TO_TA,LU	: 	: 	: 	1170614 
NR,PERS,N_GE4,OUT,TRA_TO_TA,LV	: 	: 	: 	1563999 
NR,PERS,N_GE4,OUT,TRA_TO_TA,MT	824288 	: 	: 	726087 
NR,PERS,N_GE4,OUT,TRA_TO_TA,NL	62819942 	: 	: 	54099278 
NR,PERS,N_GE4,OUT,TRA_TO_TA,PL	7142332 	: 	: 	22032152 
NR,PERS,N_GE4,OUT,TRA_TO_TA,PT	3348519 	: 	: 	5217231 
NR,PERS,N_GE4,OUT,TRA_TO_TA,RO	2134261 	: 	: 	2793663 
NR,PERS,N_GE4,OUT,TRA_TO_TA,SE	: 	: 	: 	29790944 
NR,PERS,N_GE4,OUT,TRA_TO_TA,SI	1052496 	: 	: 	1275174 
NR,PERS,N_GE4,OUT,TRA_TO_TA,SK	5885826 	: 	: 	4808421 
NR,PERS,N_GE4,OUT,TRA_WEB,AT	20275984 	: 	: 	16526927 
NR,PERS,N_GE4,OUT,TRA_WEB,BE	26341147 b	: 	: 	19509369 
NR,PERS,N_GE4,OUT,TRA_WEB,BG	694031 u	: 	: 	: u
NR,PERS,N_GE4,OUT,TRA_WEB,CH	: 	: 	43699211 	36421676 
NR,PERS,N_GE4,OUT,TRA_WEB,CY	9427498 	: 	: 	8019419 
NR,PERS,N_GE4,OUT,TRA_WEB,CZ	12305979 	: 	: 	5914076 
NR,PERS,N_GE4,OUT,TRA_WEB,DE	293917990 	: 	: 	235217286 
NR,PERS,N_GE4,OUT,TRA_WEB,DK	: 	: 	: 	28504263 
NR,PERS,N_GE4,OUT,TRA_WEB,EA	: 	: 	: 	582247792 e
NR,PERS,N_GE4,OUT,TRA_WEB,EE	3204120 	: 	: 	2869656 
NR,PERS,N_GE4,OUT,TRA_WEB,EL	: 	: 	: 	2262289 
NR,PERS,N_GE4,OUT,TRA_WEB,ES	44327233 	: 	: 	21301889 
NR,PERS,N_GE4,OUT,TRA_WEB,EU27	: 	: 	: 	783659640 e
NR,PERS,N_GE4,OUT,TRA_WEB,EU28	: 	: 	: 	785783157 e
NR,PERS,N_GE4,OUT,TRA_WEB,FI	33133006 	: 	: 	28760163 
NR,PERS,N_GE4,OUT,TRA_WEB,FR	100464310 	: 	: 	: 
NR,PERS,N_GE4,OUT,TRA_WEB,HR	: 	: 	: 	2690379 
NR,PERS,N_GE4,OUT,TRA_WEB,HU	8186289 	: 	: 	7200793 
NR,PERS,N_GE4,OUT,TRA_WEB,IE	31481685 	: 	: 	27984148 
NR,PERS,N_GE4,OUT,TRA_WEB,IT	32297139 	: 	: 	24512358 
NR,PERS,N_GE4,OUT,TRA_WEB,LT	7245646 	: 	: 	4840586 
NR,PERS,N_GE4,OUT,TRA_WEB,LU	: 	: 	: 	3100414 
NR,PERS,N_GE4,OUT,TRA_WEB,LV	: 	: 	: 	3029794 
NR,PERS,N_GE4,OUT,TRA_WEB,MT	2025406 	: 	: 	1094752 
NR,PERS,N_GE4,OUT,TRA_WEB,NL	74888456 	: 	: 	64846739 
NR,PERS,N_GE4,OUT,TRA_WEB,PL	31898336 	: 	: 	17257458 
NR,PERS,N_GE4,OUT,TRA_WEB,PT	4982893 	: 	: 	5312416 
NR,PERS,N_GE4,OUT,TRA_WEB,RO	989011 	: 	: 	1106371 
NR,PERS,N_GE4,OUT,TRA_WEB,SE	: 	: 	: 	34084332 
NR,PERS,N_GE4,OUT,TRA_WEB,SI	1354843 	: 	: 	1218701 
NR,PERS,N_GE4,OUT,TRA_WEB,SK	3606513 	: 	: 	1966791 u
NR,PERS,N_GE4,WORLD,ACC_TO_TA,AT	24504138 	: 	: 	22627468 
NR,PERS,N_GE4,WORLD,ACC_TO_TA,BE	13214699 b	: 	: 	20000321 
NR,PERS,N_GE4,WORLD,ACC_TO_TA,BG	2411539 	: 	: 	1294685 
NR,PERS,N_GE4,WORLD,ACC_TO_TA,CH	: 	: 	17352207 	18769948 
NR,PERS,N_GE4,WORLD,ACC_TO_TA,CY	2411022 	: 	: 	2246165 
NR,PERS,N_GE4,WORLD,ACC_TO_TA,CZ	19697350 	: 	: 	17490307 
NR,PERS,N_GE4,WORLD,ACC_TO_TA,DE	229786631 	: 	: 	241598652 
NR,PERS,N_GE4,WORLD,ACC_TO_TA,DK	: 	: 	: 	8678177 
NR,PERS,N_GE4,WORLD,ACC_TO_TA,EA	: 	: 	: 	792334954 e
NR,PERS,N_GE4,WORLD,ACC_TO_TA,EE	2097065 	: 	: 	1121865 
NR,PERS,N_GE4,WORLD,ACC_TO_TA,EL	: 	: 	: 	1689045 
NR,PERS,N_GE4,WORLD,ACC_TO_TA,ES	84029425 	: 	: 	30079445 
NR,PERS,N_GE4,WORLD,ACC_TO_TA,EU27	: 	: 	: 	1012282763 e
NR,PERS,N_GE4,WORLD,ACC_TO_TA,EU28	: 	: 	: 	1013422459 e
NR,PERS,N_GE4,WORLD,ACC_TO_TA,FI	15786632 	: 	: 	15087100 
NR,PERS,N_GE4,WORLD,ACC_TO_TA,FR	12977790 	: 	: 	: 
NR,PERS,N_GE4,WORLD,ACC_TO_TA,HR	: 	: 	: 	2073635 
NR,PERS,N_GE4,WORLD,ACC_TO_TA,HU	5141619 	: 	: 	3830131 
NR,PERS,N_GE4,WORLD,ACC_TO_TA,IE	8143160 	: 	: 	8257103 
NR,PERS,N_GE4,WORLD,ACC_TO_TA,IT	31404231 	: 	: 	27492596 
NR,PERS,N_GE4,WORLD,ACC_TO_TA,LT	3612846 	: 	: 	1946605 
NR,PERS,N_GE4,WORLD,ACC_TO_TA,LU	: 	: 	: 	1226224 
NR,PERS,N_GE4,WORLD,ACC_TO_TA,LV	: 	: 	: 	1544960 
NR,PERS,N_GE4,WORLD,ACC_TO_TA,MT	1349679 	: 	: 	604608 
NR,PERS,N_GE4,WORLD,ACC_TO_TA,NL	78295696 	: 	: 	75434677 
NR,PERS,N_GE4,WORLD,ACC_TO_TA,PL	6752589 	: 	: 	25195942 
NR,PERS,N_GE4,WORLD,ACC_TO_TA,PT	3032776 	: 	: 	4680382 
NR,PERS,N_GE4,WORLD,ACC_TO_TA,RO	5335342 	: 	: 	5135476 
NR,PERS,N_GE4,WORLD,ACC_TO_TA,SE	: 	: 	: 	26509190 
NR,PERS,N_GE4,WORLD,ACC_TO_TA,SI	1834764 	: 	: 	1962396 
NR,PERS,N_GE4,WORLD,ACC_TO_TA,SK	7027329 	: 	: 	5547279 
NR,PERS,N_GE4,WORLD,ACC_WEB,AT	32496884 	: 	: 	25640919 
NR,PERS,N_GE4,WORLD,ACC_WEB,BE	29247287 b	: 	: 	21377421 
NR,PERS,N_GE4,WORLD,ACC_WEB,BG	813201 	: 	: 	648222 
NR,PERS,N_GE4,WORLD,ACC_WEB,CH	: 	: 	46749034 	39618307 
NR,PERS,N_GE4,WORLD,ACC_WEB,CY	2514566 	: 	: 	1693889 
NR,PERS,N_GE4,WORLD,ACC_WEB,CZ	25425483 	: 	: 	16480029 
NR,PERS,N_GE4,WORLD,ACC_WEB,DE	443849035 	: 	: 	373276331 
NR,PERS,N_GE4,WORLD,ACC_WEB,DK	: 	: 	: 	23053982 
NR,PERS,N_GE4,WORLD,ACC_WEB,EA	: 	: 	: 	926724963 e
NR,PERS,N_GE4,WORLD,ACC_WEB,EE	2933600 	: 	: 	1908591 
NR,PERS,N_GE4,WORLD,ACC_WEB,EL	: 	: 	: 	3276017 
NR,PERS,N_GE4,WORLD,ACC_WEB,ES	70120006 	: 	: 	39356793 
NR,PERS,N_GE4,WORLD,ACC_WEB,EU27	: 	: 	: 	1181208007 e
NR,PERS,N_GE4,WORLD,ACC_WEB,EU28	: 	: 	: 	1183545019 e
NR,PERS,N_GE4,WORLD,ACC_WEB,FI	23091961 	: 	: 	21980169 
NR,PERS,N_GE4,WORLD,ACC_WEB,FR	199533547 	: 	: 	: 
NR,PERS,N_GE4,WORLD,ACC_WEB,HR	: 	: 	: 	3300104 
NR,PERS,N_GE4,WORLD,ACC_WEB,HU	9958535 	: 	: 	8274668 
NR,PERS,N_GE4,WORLD,ACC_WEB,IE	16906645 	: 	: 	13989089 
NR,PERS,N_GE4,WORLD,ACC_WEB,IT	60133551 	: 	: 	45905760 
NR,PERS,N_GE4,WORLD,ACC_WEB,LT	4080191 	: 	: 	2115108 
NR,PERS,N_GE4,WORLD,ACC_WEB,LU	: 	: 	: 	3029743 
NR,PERS,N_GE4,WORLD,ACC_WEB,LV	: 	: 	: 	1807036 
NR,PERS,N_GE4,WORLD,ACC_WEB,MT	1546239 	: 	: 	719662 
NR,PERS,N_GE4,WORLD,ACC_WEB,NL	81870519 	: 	: 	106356103 
NR,PERS,N_GE4,WORLD,ACC_WEB,PL	45950669 	: 	: 	28113034 
NR,PERS,N_GE4,WORLD,ACC_WEB,PT	6651540 	: 	: 	2415829 
NR,PERS,N_GE4,WORLD,ACC_WEB,RO	2702107 	: 	: 	1663028 
NR,PERS,N_GE4,WORLD,ACC_WEB,SE	: 	: 	: 	22592020 
NR,PERS,N_GE4,WORLD,ACC_WEB,SI	3495904 	: 	: 	2602734 
NR,PERS,N_GE4,WORLD,ACC_WEB,SK	4681413 	: 	: 	3563309 
NR,PERS,N_GE4,WORLD,DIRECT,AT	37552744 	: 	: 	33030168 
NR,PERS,N_GE4,WORLD,DIRECT,BE	48978647 b	: 	: 	39603485 
NR,PERS,N_GE4,WORLD,DIRECT,BG	10827673 	: 	: 	5946152 
NR,PERS,N_GE4,WORLD,DIRECT,CH	: 	: 	24425018 	18868324 
NR,PERS,N_GE4,WORLD,DIRECT,CY	1399673 	: 	: 	4126560 
NR,PERS,N_GE4,WORLD,DIRECT,CZ	35241984 	: 	: 	22350140 
NR,PERS,N_GE4,WORLD,DIRECT,DE	611864573 	: 	: 	556869044 
NR,PERS,N_GE4,WORLD,DIRECT,EA	: 	: 	: 	1489887652 e
NR,PERS,N_GE4,WORLD,DIRECT,EE	2592486 	: 	: 	1552624 
NR,PERS,N_GE4,WORLD,DIRECT,EL	: 	: 	: 	1701148 
NR,PERS,N_GE4,WORLD,DIRECT,ES	110516171 	: 	: 	137309741 
NR,PERS,N_GE4,WORLD,DIRECT,EU27	: 	: 	: 	1858194224 e
NR,PERS,N_GE4,WORLD,DIRECT,EU28	: 	: 	: 	1858945598 e
NR,PERS,N_GE4,WORLD,DIRECT,FI	16018557 	: 	: 	13692853 
NR,PERS,N_GE4,WORLD,DIRECT,FR	: u	: 	: 	: 
NR,PERS,N_GE4,WORLD,DIRECT,HR	: 	: 	: 	2634419 
NR,PERS,N_GE4,WORLD,DIRECT,HU	16787815 	: 	: 	15672457 
NR,PERS,N_GE4,WORLD,DIRECT,IE	32825746 	: 	: 	30614864 
NR,PERS,N_GE4,WORLD,DIRECT,IT	130399619 	: 	: 	122151055 
NR,PERS,N_GE4,WORLD,DIRECT,LT	1513805 	: 	: 	5753353 
NR,PERS,N_GE4,WORLD,DIRECT,LU	: 	: 	: 	6306281 
NR,PERS,N_GE4,WORLD,DIRECT,LV	: 	: 	: 	1387635 
NR,PERS,N_GE4,WORLD,DIRECT,MT	1033169 	: 	: 	544307 
NR,PERS,N_GE4,WORLD,DIRECT,NL	68313366 	: 	: 	92754822 
