unit,purpose,duration,partner,accommod,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
NR,TOTAL,N1-3,OUT,R_OTH,EL	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,R_OTH,ES	1748958 	1173047 	941415 b	531688 	383530 	364534 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,R_OTH,EU27	: 	: 	21141020 e	19538696 e	14515385 e	14932881 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,R_OTH,EU28	: 	: 	21357613 e	19783364 e	14844002 e	15293539 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,R_OTH,FI	1978997 	2110951 	1910306 	2152517 	2150930 	2445046 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,R_OTH,FR	2521269 	2239197 	1676677 	1618687 	1321183 	1117016 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,R_OTH,HR	297981 	229891 	211844 u	234683 	324728 	356245 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,R_OTH,HU	516644 	283000 	260838 	214715 	291728 	216653 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,R_OTH,IE	717106 	421274 	433323 	289395 	233794 	321252 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,R_OTH,IT	1151786 u	1358202 u	1395843 u	1400323 bu	526927 u	847728 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,R_OTH,LT	146674 	147758 	110459 	116174 	32241 	57572 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,R_OTH,LU	: 	92416 	98765 	92594 	68858 	55844 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,R_OTH,LV	: 	142594 u	122671 u	157480 u	75317 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,R_OTH,MT	50502 	: c	: c	: u	11767 	10090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,R_OTH,NL	1777677 	1729271 	1452769 	1458752 	1454822 	1464090 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,R_OTH,NO	762047 	917435 	964212 	1191402 	1158726 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,R_OTH,PL	827823 	599751 	698609 	578016 b	572219 	523096 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,R_OTH,PT	62168 u	79330 u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,R_OTH,RO	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,R_OTH,SE	: 	325403 u	533882 	568048 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,R_OTH,SI	535642 	356074 	500564 	409545 	321144 	344794 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,R_OTH,SK	: c	: u	: u	350062 u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,R_OTH,UK	: 	: 	: 	: 	236291 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOTAL,AT	9843190 	9733779 	8867535 	9320767 	9135269 	9069459 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOTAL,BE	8758892 b	9601182 	7488409 	7107442 	6831938 	6275920 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOTAL,BG	509511 	412304 	345705 	458625 	448806 	363003 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOTAL,CH	: 	9593433 	10463086 	9056637 	9232563 	9020721 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOTAL,CY	949617 	770120 	624339 	587266 	660456 b	687017 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOTAL,CZ	3572551 	3643985 	3300730 	3265110 	3307275 	3018691 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOTAL,DE	48091013 	49528184 	47848690 	41516667 	46781084 	46429589 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOTAL,DK	: 	6293385 	7265063 	6228157 	6116723 b	5595716 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOTAL,EA	: 	: 	: 	122027787 e	122008927 e	125737069 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOTAL,EE	1202831 	1303349 	1111122 	1430553 	1135144 	1251240 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOTAL,EL	: 	299776 	356558 	327181 	264507 	271351 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOTAL,ES	10888485 	9469738 	9171649 b	8383246 	7824935 	8488800 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOTAL,EU27	: 	: 	181759590 e	172147178 e	170797585 e	174064724 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOTAL,EU28	: 	: 	184546477 e	175206340 e	173457003 e	176807641 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOTAL,FI	9339621 	8978063 	8695270 	8570143 	8415898 	9173319 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOTAL,FR	18101221 	13261780 	14145736 	15441094 	14181598 	14171482 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOTAL,HR	2045529 	1850627 	2629729 	2857521 	2636505 	2718994 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOTAL,HU	6592317 	6224640 	5193291 	4596992 	4023497 	3543485 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOTAL,IE	5503913 	4381231 	4575543 	4107610 	4036450 	3845080 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOTAL,IT	8444589 	7283253 	7728245 	7691294 b	7427652 	10160576 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOTAL,LT	1373747 	1363905 	1318817 	1228836 	1182360 	1146640 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOTAL,LU	: 	1238751 	1537275 	1672153 	1392167 	1339444 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOTAL,LV	: 	1095057 	1028827 	949233 	1061933 	1232333 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOTAL,MT	416274 	327869 	255756 	230609 b	211936 	181297 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOTAL,NL	12070155 	9823874 	9727323 	9493524 	9182155 	9636867 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOTAL,NO	6348154 	6761384 	7063308 	7623259 	6375575 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOTAL,PL	5567743 	5065703 	4702761 	4282791 b	5153064 	6530553 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOTAL,PT	1346632 	1333245 	1206474 	1102096 	746621 	1056446 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOTAL,RO	332392 	379231 	282780 	190294 	310572 	233700 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOTAL,SE	: 	6432090 	6939177 	7095430 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOTAL,SI	3370232 	2842765 	3092905 	2777430 	2767720 	2414704 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOTAL,SK	3732348 	2512501 	1891565 	2505071 	998426 b	1269008 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOTAL,UK	: 	: 	: 	: 	23940584 	23372501 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_NR,AT	1904875 	1911467 	1419819 	1717228 	1375655 	1846483 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_NR,BE	1577759 b	1357901 	1154029 	1087883 	924200 	720836 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_NR,BG	65621 u	83238 u	71563 u	103859 u	100284 u	68755 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_NR,CH	: 	2185692 	3030276 	2074747 	2511320 	2086860 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_NR,CY	156813 	143959 	115515 	112713 	165216 b	133257 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_NR,CZ	1161663 	1096256 	1208483 	967458 	913013 	853966 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_NR,DE	9536161 	12179827 	9292657 	9170262 	9836057 	9718752 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_NR,DK	: 	2141741 	1993809 	1965905 	2035911 b	1477138 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_NR,EA	: 	: 	: 	26194797 e	24459435 e	25815454 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_NR,EE	290031 	290772 	297264 	384733 	370317 	490065 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_NR,EL	: 	61713 u	72767 u	60091 u	41307 u	119665 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_NR,ES	2122991 	2031928 	2413453 b	1902260 	1938551 	2232517 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_NR,EU27	: 	: 	40383715 e	40730533 e	37111054 e	42166380 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_NR,EU28	: 	: 	41058910 e	41861986 e	38045424 e	43114352 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_NR,FI	1185855 	1152800 	1147643 	1039626 	848143 	917858 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_NR,FR	3714854 	2530797 	2864074 	3426181 	3231847 	3330761 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_NR,HR	542295 	585978 	633233 	1032461 	922646 	936836 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_NR,HU	3013916 	3068110 	2741392 	2089609 	1631133 	1516154 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_NR,IE	1351877 	1229920 	1082800 	1172646 	1198453 	1155470 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_NR,IT	1524349 u	1290822 u	1463264 u	1922344 bu	1131676 	2010515 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_NR,LT	574060 	495732 	482190 	476776 	473082 	471377 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_NR,LU	: 	262083 	365850 	529329 	438668 	436079 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_NR,LV	: 	242004 	257080 	285948 	324188 	457608 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_NR,MT	40243 u	32225 u	20189 u	20169 bu	33510 	20858 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_NR,NL	1443908 	1267687 	1282979 	1280648 	1130907 	1063790 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_NR,NO	1249445 	1108571 	1199394 	962818 	913546 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_NR,PL	1831246 	1698566 	1640898 	1414071 b	1224541 	2306677 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_NR,PT	272705 	298742 	242918 	170728 	199603 	274530 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_NR,RO	117517 u	196737 	96873 u	55089 u	: u	82591 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_NR,SE	: 	2026139 	1969374 	2013073 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_NR,SI	1519821 	1253158 	1180776 	1219452 	1247052 	991066 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_NR,SK	1143747 	932355 	381115 u	693398 	345271 bu	349777 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_NR,UK	: 	: 	: 	: 	5141525 	8318850 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_R,AT	7938315 	7822311 	7447717 	7603539 	7759615 	7222977 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_R,BE	7181133 b	8243281 	6334380 	6019560 	5907737 	5555083 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_R,BG	443890 	329066 	274142 	354766 	348522 	294248 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_R,CH	: 	7407742 	7432810 	6981891 	6721243 	6933861 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_R,CY	792804 	626161 	508824 	474553 	495240 b	553759 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_R,CZ	2410888 	2547729 	2092247 	2297653 	2394262 	2164725 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_R,DE	38554852 	37348356 	38556033 	32346406 	36945027 	36710836 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_R,DK	: 	4151645 	5271254 	4262253 	4080812 b	4118579 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_R,EA	: 	: 	: 	95832989 e	97549492 e	99921614 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_R,EE	912800 	1012577 	813858 	1045820 	764828 	761176 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_R,EL	: 	238064 	283790 	267090 	223200 	151686 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_R,ES	8765494 	7437811 	6758196 b	6480986 	5886384 	6256283 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_R,EU27	: 	: 	141375875 e	131416645 e	133686531 e	131898345 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_R,EU28	: 	: 	143487567 e	133344354 e	135411579 e	133693290 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_R,FI	8153766 	7825263 	7547627 	7530517 	7567755 	8255461 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_R,FR	14386368 	10730983 	11281662 	12014913 	10949751 	10840722 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_R,HR	1503234 	1264649 	1996496 	1825059 	1713859 	1782158 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_R,HU	3578401 	3156530 	2451899 	2507383 	2392364 	2027331 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_R,IE	4152036 	3151311 	3492743 	2934963 	2837997 	2689610 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_R,IT	6920240 	5992431 	6264981 	5768950 b	6295976 	8150061 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_R,LT	799687 	868172 	836628 	752060 	709277 	675263 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_R,LU	: 	976668 	1171425 	1142824 	953499 	903365 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_R,LV	: 	853053 	771748 	663285 	737745 	774725 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_R,MT	376031 	295644 	235567 	210440 b	178426 	160440 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_R,NL	10626247 	8556188 	8444343 	8212876 	8051248 	8573077 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_R,NO	5098709 	5652813 	5863915 	6660441 	5462029 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_R,PL	3736497 	3367137 	3061863 	2868720 b	3928523 	4223876 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_R,PT	1073927 	1034503 	963556 	931368 	547017 	781916 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_R,RO	214876 	182494 	185907 	135205 	207708 	151109 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_R,SE	: 	4405951 	4969802 	5082357 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_R,SI	1850411 	1589608 	1912129 	1557979 	1520668 	1423638 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_R,SK	2588601 	1580147 	1510450 	1811674 	653155 bu	919231 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,OUT,TOT_R,UK	: 	: 	: 	: 	18799059 	15053651 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,WORLD,NR_OTH,AT	169840 u	145993 u	: u	157256 u	131801 u	183846 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,WORLD,NR_OTH,BE	115463 bu	103713 	132175 	65365 u	110977 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,WORLD,NR_OTH,CH	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,WORLD,NR_OTH,CY	: c	: u	33624 u	: u	65202 bu	17167 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,WORLD,NR_OTH,CZ	406589 	300674 	361626 	289384 u	386193 	242728 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
