unit,purpose,duration,partner,month,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
NR,TOTAL,N_GE4,DOM,M02,RO	1647831 	1078419 	1504451 	1313239 	1483521 	1399597 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M02,SE	: 	4631931 	3280512 	4298021 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M02,SI	: c	189686 u	162019 u	130291 u	138454 u	167608 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M02,SK	: c	: u	: u	: u	508278 bu	1547348 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M02,UK	: 	: 	: 	: 	8184906 	5170050 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M03,AT	1172451 	1853829 	1410017 	1100873 	1659506 	1690914 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M03,BE	: u	689836 	108546 u	219169 u	467658 	436475 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M03,BG	327397 	168975 u	210563 u	232528 u	227878 u	300726 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M03,CH	: 	1083979 u	973830 u	1679359 	1593265 u	1179587 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M03,CY	: c	57421 u	: u	: 	119260 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M03,CZ	1498616 	2935281 	1466578 	2384462 	2155077 	2097749 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M03,DE	27421582 	34921443 	32949727 	25851148 	28227213 	23248211 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M03,DK	: 	1720789 	1584268 	670528 u	: u	634406 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M03,EA	: 	: 	: 	89261347 e	108726643 e	87966683 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M03,EE	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M03,EL	: 	586328 	711126 	934240 	647456 	537534 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M03,ES	8122160 	22204397 	14456147 b	12392330 	26103829 	16211952 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M03,EU27	: 	: 	120441259 e	118324964 e	132028884 e	113699017 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M03,EU28	: 	: 	121546585 e	119248237 e	132850530 e	114649190 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M03,FI	2215558 	2943533 	2319174 	2171693 	3269722 	3184291 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M03,FR	26447833 	29229030 	26606533 	39198699 	40113975 	33313454 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M03,HR	596171 u	371941 u	1094452 u	933050 	827283 	950398 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M03,HU	939042 	1221524 	995018 	1175310 	1048871 	1315438 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M03,IE	277438 	643335 	179056 u	306836 	447248 	311542 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M03,IT	4250570 u	6019915 u	5585708 u	2931806 bu	3658069 	3713732 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M03,LT	125609 	: u	123382 u	110696 	107060 	133429 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M03,LU	: 	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M03,LV	: 	: c	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M03,MT	: c	: c	: c	3575 u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M03,NL	2599648 	2336366 	2518502 	2818463 	2233056 	2919080 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M03,NO	1674787 	3270077 	2751275 	1324983 	4312733 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M03,PL	4311606 	3762098 	4908293 	3826807 b	3618260 	6979671 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M03,PT	700029 	1435657 	1247696 	694902 	1091308 	1309146 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M03,RO	1012687 	1028709 	1817363 	1585607 	1341986 	1548336 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M03,SE	: 	5676086 	5509059 	4005708 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M03,SI	: c	: u	: u	110643 u	101219 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M03,SK	: c	: u	: u	: u	: u	671140 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M03,UK	: 	: 	: 	: 	11007307 	10467182 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M04,AT	1076996 	874034 	1115471 	960514 	988409 	916919 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M04,BE	468080 bu	461987 	676985 	673884 	407053 	611813 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M04,BG	273835 u	: u	: u	241597 u	391644 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M04,CH	: 	: u	895637 u	799532 u	: u	1299937 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M04,CY	: c	105592 u	100231 u	: u	: u	60829 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M04,CZ	2409983 	2677655 	1561633 	3597273 	1467133 	2397888 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M04,DE	18705478 	18566421 	17592602 	22764430 	23891307 	22163449 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M04,DK	: 	934808 	4503733 	2019785 	691417 bu	1043616 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M04,EA	: 	: 	: 	141049443 e	108868465 e	148625113 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M04,EE	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M04,EL	: 	2818901 	2122476 	2408697 	2330717 	3145727 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M04,ES	26059136 	10256673 	14831747 b	31121273 	12942443 	29351052 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M04,EU27	: 	: 	151201159 e	181694770 e	136753115 e	178971510 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M04,EU28	: 	: 	152788834 e	182853380 e	137497662 e	179708521 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M04,FI	3080985 	2528112 	2773652 	2696831 	2125002 	2322924 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M04,FR	57001461 	57739554 	59855060 	65042033 	56853841 	70633895 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M04,HR	429514 u	753518 u	1548858 u	1206222 	752400 u	751654 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M04,HU	495639 	392405 	481816 	480037 	490422 	876122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M04,IE	607423 	265900 	532646 	539803 	194043 u	577045 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M04,IT	5597579 	5042506 u	8745937 	8769674 b	2651513 	10980184 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M04,LT	110540 	183199 	259393 	175259 	119381 	120742 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M04,LU	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M04,LV	: 	: c	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M04,MT	: c	: c	: c	6332 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M04,NL	5373409 	6039508 	3589257 	4023459 	4580477 	5404470 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M04,NO	2994750 	1525792 u	1851139 	4061126 	1507539 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M04,PL	4916901 	4690836 	4885768 	4970951 b	9888923 	4338378 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M04,PT	1565547 	830124 	980217 	1563114 	1259799 	1302630 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M04,RO	1648022 	1003746 	2178721 	1849240 	1203591 	3312043 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M04,SE	: 	4484057 	4122718 	4222207 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M04,SI	: c	: u	: u	: u	117468 u	125527 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M04,SK	: c	: u	: u	: u	: u	826440 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M04,UK	: 	: 	: 	: 	10795360 	14582155 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M05,AT	1172509 	1161806 	1470745 	1148656 	971524 	867071 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M05,BE	478491 bu	407997 	599109 	: u	249100 u	584116 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M05,BG	247328 u	217852 u	253622 u	397261 u	698625 	396653 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M05,CH	: 	: u	477982 u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M05,CY	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M05,CZ	4240873 	4123230 	2856311 	4122429 	3484189 	3780576 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M05,DE	27606466 	33475723 	30887115 	27450916 	33120019 	27107512 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M05,DK	: 	1967283 	1877565 u	1338798 u	1271101 bu	1570429 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M05,EA	: 	: 	: 	112297041 e	126587922 e	113937306 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M05,EE	: c	: u	207620 u	99343 u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M05,EL	: 	1342949 	2674630 	2852853 	2615990 	2196705 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M05,ES	11442034 	11505157 	11491366 b	12711144 	16562183 	16521135 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M05,EU27	: 	: 	155481717 e	149657994 e	167267684 e	146655929 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M05,EU28	: 	: 	156484975 e	151411468 e	168435767 e	147496341 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M05,FI	2492117 	2220336 	1740863 	3091177 	2865699 	1660241 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M05,FR	42293339 	41997399 	50125144 	51433597 	57626153 	50674112 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M05,HR	542827 	806939 	1042516 u	1692157 	1172818 	847957 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M05,HU	1054629 	730886 	938269 	1179916 	1180762 	1448171 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M05,IE	339353 	410400 	364016 	345079 	520891 	396316 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M05,IT	5472844 u	7161679 	7114649 u	4806611 bu	4559001 	5425084 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M05,LT	242039 	264584 	201072 	205809 	136361 	162669 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M05,LU	: 	: 	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M05,LV	: 	: c	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M05,MT	: 	: c	: c	3548 u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M05,NL	5812123 	7050079 	7761022 	6610042 	5869701 	6483574 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M05,NO	1644256 	1724132 	751892 u	2172583 	1636984 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M05,PL	7361373 	6912513 	5889584 	5785311 b	12586058 	6941691 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M05,PT	972574 	1222944 	1229167 	1177212 	963494 	842872 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M05,RO	3056286 	2409237 	2383403 	2279255 	4049527 	1690059 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M05,SE	: 	4029596 	4393799 	2835449 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M05,SI	: c	: u	: u	110208 u	93113 u	132360 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M05,SK	: c	: u	: u	: u	: u	844520 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M05,UK	: 	: 	: 	: 	13930783 	13851722 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M06,AT	1728177 	1728984 	1561163 	1487976 	1681503 	1809373 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M06,BE	197704 bu	606956 	346234 u	697676 u	536416 u	714395 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M06,BG	811986 	580698 	656050 	681726 	697243 	682176 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M06,CH	: 	1125000 u	719509 u	1463765 u	1549374 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M06,CY	149683 u	121386 u	162445 u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M06,CZ	5836328 	7219216 	4806579 	6313279 	5271836 	4736381 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M06,DE	42808078 	49028422 	43110502 	38405897 	36251952 	42367505 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M06,DK	: 	3292195 	3145114 	2619881 	1951548 b	2616224 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M06,EA	: 	: 	: 	186544402 e	191234711 e	181602008 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M06,EE	: c	: u	340290 u	271546 	181325 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M06,EL	: 	4872063 	5196722 	7067957 	5906293 	4301327 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M06,ES	26398701 	29443125 	27597015 b	38369371 	41465527 	32083951 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M06,EU27	: 	: 	233376704 e	250559044 e	247533453 e	228839905 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M06,EU28	: 	: 	238362310 e	253539134 e	250522889 e	231133351 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M06,FI	4460661 	5607737 	5378718 	6372414 	6560577 	5139679 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M06,FR	52247414 	60048151 	60926022 	67227355 	70262146 	60802835 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M06,HR	3843230 	1938928 	4606778 	2871846 	2972590 	2286720 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M06,HU	2511416 	2617750 	2958201 	2862103 	3046365 	3414576 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M06,IE	1077349 	826294 	848792 	821030 	985931 	886336 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M06,IT	14515646 	9964619 	13021957 	15551361 b	15519673 	21533913 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M06,LT	121860 	187159 	210950 	325093 	281181 	201959 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M06,LU	: 	: u	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M06,LV	: 	: c	259145 u	: u	364616 u	513414 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M06,MT	: c	22930 u	17514 u	17758 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M06,NL	6733950 	6390619 	7598016 	6847685 	7573536 	8342099 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M06,NO	3034523 	2986555 	2755591 	3193849 	2029768 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE4,DOM,M06,PL	13114205 	12609649 	9921925 	9546424 b	18217722 	8530167 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
