unit,purpose,duration,partner,tra_mode,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
NR,PERS,N1-3,DOM,OTH,CZ	117483 u	188831 u	: u	314159 	257585 u	161550 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,OTH,DE	4437949 	4823115 	3549944 	3753484 	4717170 	3771082 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,OTH,DK	: 	778794 	924007 	897516 	661098 b	1057412 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,OTH,EA	: 	: 	: 	8560861 e	8160539 e	7465845 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,OTH,EE	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,OTH,EL	: 	: u	: 	: u	: u	34136 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,OTH,ES	227381 	507780 	286314 b	332540 	351521 	292355 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,OTH,EU27	: 	: 	10732160 e	12354899 e	10746460 e	11093858 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,OTH,EU28	: 	: 	10782451 e	12361066 e	10803243 e	11164822 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,OTH,FI	: c	: u	: u	: u	: u	147707 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,OTH,FR	1154938 	739760 	584225 	772295 	565904 	593099 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,OTH,HR	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,OTH,HU	16570 u	74281 	86097 	56070 	40296 	51611 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,OTH,IE	98918 	61773 u	46830 u	56140 u	64139 u	43154 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,OTH,IT	1273318 u	1466648 u	1347046 	1220880 b	803449 	960758 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,OTH,LT	95442 	33992 	58839 	61454 	15719 u	13020 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,OTH,LU	: 	: u	: 	: u	14639 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,OTH,LV	: 	: c	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,OTH,NL	1070614 	1091025 	1063085 	1208063 	1186657 	1250798 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,OTH,NO	294618 u	253424 u	161333 u	358956 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,OTH,PL	226384 u	202214 u	261289 	250060 b	412505 u	568766 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,OTH,PT	212431 	137491 	139553 	179984 	128925 	94397 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,OTH,RO	111913 u	108926 u	137281 	149177 	195451 	1015989 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,OTH,SE	: 	695896 	551152 	466625 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,OTH,SI	: c	: u	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,OTH,SK	: c	: u	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,OTH,UK	: 	: 	: 	: 	768323 	508038 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,RAIL,AT	1973425 	1788464 	1841505 	1835949 	1939170 	1860592 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,RAIL,BE	453840 b	335060 	470059 	197717 	301431 	262752 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,RAIL,BG	112176 u	67774 u	80063 u	166365 	190646 	227398 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,RAIL,CH	: 	2142412 	2328817 	2095711 	2061195 	2154532 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,RAIL,CZ	2869345 	2301652 	2121818 	2671536 	2394626 	3032369 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,RAIL,DE	32369983 	36044090 	32163117 	32258552 	32226845 	31055634 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,RAIL,DK	: 	3228447 	3660648 	4375114 	4419667 b	4059279 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,RAIL,EA	: 	: 	: 	82789049 e	82904125 e	81137693 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,RAIL,EE	230174 	195732 	160026 	185147 	99497 	83896 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,RAIL,EL	: 	29407 u	66489 	62817 	61782 	96408 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,RAIL,ES	9052711 	8577869 	8725881 b	5938756 	6122976 	5312705 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,RAIL,EU27	: 	: 	115417783 e	119261530 e	120468819 e	119876333 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,RAIL,EU28	: 	: 	115412651 e	119330806 e	120715254 e	120305479 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,RAIL,FI	4337252 	3624860 	3794784 	4330074 	4631271 	4677410 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,RAIL,FR	24055862 	21443036 	21719127 	26861921 	26906199 	26636443 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,RAIL,HR	30070 u	65223 u	118345 u	187484 	261100 	440170 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,RAIL,HU	1887787 	1742934 	2031804 	2178082 	1871030 	2512668 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,RAIL,IE	579509 	489574 	471795 	574918 	725682 	541102 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,RAIL,IT	6047737 	4980699 	5610374 	5674591 b	4313593 	4192289 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,RAIL,LT	98996 	63630 	48785 	57938 	108369 	49787 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,RAIL,LU	: 	: u	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,RAIL,LV	: 	166662 u	156204 	157037 	289702 	209180 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,RAIL,NL	3585640 	3647908 	3611895 	3991053 	4307126 	5267557 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,RAIL,NO	1038792 	1018146 	972877 	771656 	716565 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,RAIL,PL	3923495 	3483724 	2907305 	2886387 b	5652696 	5053020 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,RAIL,PT	571413 	706875 	586597 	660036 	629978 	508481 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,RAIL,RO	2193729 	2174962 	2472867 	2567087 	2677924 	2745989 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,RAIL,SE	: 	7207950 	6914752 	6293355 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,RAIL,SI	: c	101191 u	: u	55202 u	86614 u	72866 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,RAIL,SK	920292 	1117083 	1135033 	560676 u	533496 bu	550587 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,RAIL,UK	: 	: 	: 	: 	17671661 	18581784 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,AT	13388734 	13701664 	12529539 	13302874 	12376376 	11614059 	: 	: 	: 	: 	: 	9775446 	: 	7598479 	8092713 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,BE	4180516 b	3203589 	4122410 	2689760 	3148329 	2900170 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,BG	5733767 	3364116 	3032569 	4071907 	3846551 	3842109 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,CH	: 	6893722 	6853942 	6967693 	7743597 	6866989 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,CY	1949968 	1903611 	1857829 	1607076 	1537768 	1823074 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,CZ	38692095 	34237876 	31471676 	37078080 	33439028 	36200298 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,DE	158998081 	168656004 	178011814 	161836384 	175945063 	167615290 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,DK	: 	26815133 	30299877 	30055318 	29541173 b	26928655 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7229100 	7329300 	: 	: 	9716100 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,EA	: 	: 	: 	662434533 e	676740214 e	686467819 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,EE	4139192 	4172243 	3530087 	3398506 	2341047 	2313852 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,EL	: 	3060303 	3243607 	3581761 	2923276 	5495625 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,ES	177239149 	168452946 	160771044 b	160529081 	163427930 	166220655 	: 	: 	: 	: 	: 	156869405 	157308800 	163785400 	151462100 	143565600 	173374430 	171839740 	81156626 	19264176 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,EU27	: 	: 	976597495 e	977320686 e	976196196 e	987881158 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,EU28	: 	: 	979577584 e	982225397 e	981878207 e	993650349 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,FI	39209211 	37846876 	38055783 	36961575 	39005051 	39189392 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,FR	179119303 	160888964 	163206588 	184491323 	181954190 	184861260 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	142242000 	140965000 	123586667 	144266002 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,HR	2481744 	2600601 	3644526 	5327797 	5731124 	5817978 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,HU	18161591 	17999573 	18573170 	17894808 	16457775 	20305731 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,IE	10362955 	9993138 	9516756 	8352057 	7896544 	8022285 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3855000 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,IT	41064916 	44060794 	34577378 	36329218 b	33327995 	42155530 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,LT	3227905 	3161710 	3402998 	3396253 	3121013 	3283417 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,LU	: 	20197 u	22350 u	34234 	66854 	54737 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,LV	: 	4111422 	3868018 	4115911 	4229386 	4741715 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,MT	415493 	405279 	360284 	339022 b	321574 	330686 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,NL	27417182 	27726435 	27375257 	29020721 	29652370 	33326859 b	: 	: 	: 	: 	: 	15412000 	15291000 	15544000 	15976000 	16314000 	15782000 	16394000 	14995000 	14436000 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,NO	16578183 	15870591 	15688166 	16927114 	13484748 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,PL	52558113 	48637419 	44086369 	41937463 b	50630835 	47242930 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,PT	17334510 	16241852 	15781021 	14733797 	14346515 	13546352 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,RO	22573414 	21929908 	20696355 	21697083 	21005630 	19599109 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,SE	: 	34348522 	35077922 	30735810 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,SI	2534409 	2436374 	2189284 	2693222 	2861056 	2994580 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,SK	9037490 	8691208 	7043087 	5798469 	5525240 b	3918960 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,TOTAL,UK	: 	: 	: 	: 	118641820 	120588222 	: 	: 	: 	: 	: 	: 	: 	: 	110500000 	124400000 	121600000 	129900000 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,WW,AT	: c	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,WW,BE	: u	1994 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,WW,CH	: 	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,WW,CZ	: 	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,WW,DE	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,WW,DK	: 	407132 	187494 u	309822 	239230 bu	251209 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,WW,EA	: 	: 	: 	3129359 e	2757265 e	2995464 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,WW,EE	: c	: u	: u	64221 u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,WW,EL	: 	393809 	320401 	511371 	350365 	431843 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,WW,ES	1204963 	1041639 	992738 b	1036073 	759608 	585506 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,WW,EU27	: 	: 	4385037 e	4884876 e	3442238 e	3750236 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,WW,EU28	: 	: 	4444828 e	5051811 e	3663436 e	3947549 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,WW,FI	268752 u	315317 u	245558 u	256661 u	362640 	255456 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,WW,FR	261073 u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,WW,HR	35593 u	73092 u	: u	151133 	217566 	194194 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,WW,HU	: 	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,WW,IE	: c	: u	: u	25629 u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,WW,IT	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,WW,LU	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,WW,LV	: 	: c	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,WW,MT	415493 	405279 	360284 	339022 b	321574 	330686 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,WW,NL	157021 u	160843 u	119747 u	103286 u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,WW,NO	297264 u	351633 u	209726 u	285392 u	512016 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,WW,PL	: c	: u	: u	43192 bu	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,WW,PT	122436 	45355 	42044 	44041 	36211 	44965 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,WW,RO	138362 	295464 	236093 	263274 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,WW,SE	: 	544475 	585580 	501103 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,WW,SI	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,DOM,WW,UK	: 	: 	: 	: 	332749 u	405871 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,AIR,AT	1457451 	1646358 	1423638 	1520053 	1543683 	1364300 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,AIR,BE	1951163 b	1568938 	1051495 	1246859 	1034232 	695728 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,AIR,BG	74606 u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,AIR,CH	: 	2773236 	2637546 	1905154 	2101834 	1664306 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,AIR,CY	613617 	478754 	391180 	359706 	421735 	372845 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,AIR,CZ	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,AIR,DE	8047787 	8379629 	9191914 	7595826 	8639541 	7036459 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,AIR,DK	: 	1565872 	1914383 	1655876 	1651415 b	1189323 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,AIR,EA	: 	: 	: 	28197073 e	28145075 e	27182303 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,AIR,EE	156504 	125386 u	95602 u	129892 	119632 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,AIR,EL	: 	127158 	145894 	128993 	77797 u	71675 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,AIR,ES	4256683 	3893925 	3796116 b	3028892 	2599362 	2797692 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,OUT,AIR,EU27	: 	: 	43027883 e	39054242 e	45032468 e	42595234 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
