unit,purpose,duration,partner,trip_arr,geo\time	2017 	2016 	2015 	2014 
NR,PERS,N_GE1,WORLD,TOTAL,ES	144731444 	: 	: 	118949657 
NR,PERS,N_GE1,WORLD,TOTAL,EU27	: 	: 	: 	1036368620 e
NR,PERS,N_GE1,WORLD,TOTAL,EU28	: 	: 	: 	1042713719 e
NR,PERS,N_GE1,WORLD,TOTAL,FI	33997694 	: 	: 	32270880 
NR,PERS,N_GE1,WORLD,TOTAL,FR	196173554 	: 	: 	: 
NR,PERS,N_GE1,WORLD,TOTAL,HR	: 	: 	: 	6649823 
NR,PERS,N_GE1,WORLD,TOTAL,HU	17913939 	: 	: 	16560041 
NR,PERS,N_GE1,WORLD,TOTAL,IE	13379728 	: 	: 	10830763 
NR,PERS,N_GE1,WORLD,TOTAL,IT	50794932 	: 	: 	46881229 
NR,PERS,N_GE1,WORLD,TOTAL,LT	3788279 	: 	: 	3740470 
NR,PERS,N_GE1,WORLD,TOTAL,LU	: 	: 	: 	1540940 
NR,PERS,N_GE1,WORLD,TOTAL,LV	: 	4071859 	: 	4369740 
NR,PERS,N_GE1,WORLD,TOTAL,MT	688388 	620025 	517739 	436331 
NR,PERS,N_GE1,WORLD,TOTAL,NL	41428998 	: 	: 	40200462 
NR,PERS,N_GE1,WORLD,TOTAL,NO	18374095 	: 	: 	: 
NR,PERS,N_GE1,WORLD,TOTAL,PL	55176857 	: 	: 	46601121 
NR,PERS,N_GE1,WORLD,TOTAL,PT	16025008 	: 	: 	13203235 
NR,PERS,N_GE1,WORLD,TOTAL,RO	17270735 	: 	: 	16855253 
NR,PERS,N_GE1,WORLD,TOTAL,SE	: 	: 	: 	32221049 
NR,PERS,N_GE1,WORLD,TOTAL,SI	4288161 	: 	: 	4044835 
NR,PERS,N_GE1,WORLD,TOTAL,SK	9321385 	: 	: 	5983576 
NR,PERS,N_GE1,WORLD,TRA_TO_TA,AT	2407189 	: 	: 	2451137 
NR,PERS,N_GE1,WORLD,TRA_TO_TA,BE	1681996 b	: 	: 	2103989 
NR,PERS,N_GE1,WORLD,TRA_TO_TA,BG	309422 	: 	: 	244554 
NR,PERS,N_GE1,WORLD,TRA_TO_TA,CH	: 	: 	2053925 	2210427 
NR,PERS,N_GE1,WORLD,TRA_TO_TA,CY	336702 	: 	: 	589558 
NR,PERS,N_GE1,WORLD,TRA_TO_TA,CZ	2258883 	: 	: 	1630973 
NR,PERS,N_GE1,WORLD,TRA_TO_TA,DE	27202231 	: 	: 	26342865 
NR,PERS,N_GE1,WORLD,TRA_TO_TA,DK	: 	: 	: 	2933289 
NR,PERS,N_GE1,WORLD,TRA_TO_TA,EA	: 	: 	: 	100409137 e
NR,PERS,N_GE1,WORLD,TRA_TO_TA,EE	302258 	: 	: 	188753 
NR,PERS,N_GE1,WORLD,TRA_TO_TA,EL	: 	: 	: 	577756 
NR,PERS,N_GE1,WORLD,TRA_TO_TA,ES	8681387 	: 	: 	4628168 
NR,PERS,N_GE1,WORLD,TRA_TO_TA,EU27	: 	: 	: 	132489273 e
NR,PERS,N_GE1,WORLD,TRA_TO_TA,EU28	: 	: 	: 	133112741 e
NR,PERS,N_GE1,WORLD,TRA_TO_TA,FI	3157796 	: 	: 	2966156 
NR,PERS,N_GE1,WORLD,TRA_TO_TA,FR	86741370 	: 	: 	: 
NR,PERS,N_GE1,WORLD,TRA_TO_TA,HR	: 	: 	: 	686036 
NR,PERS,N_GE1,WORLD,TRA_TO_TA,HU	597924 	: 	: 	417544 
NR,PERS,N_GE1,WORLD,TRA_TO_TA,IE	929776 	: 	: 	879610 
NR,PERS,N_GE1,WORLD,TRA_TO_TA,IT	4480051 	: 	: 	3984799 
NR,PERS,N_GE1,WORLD,TRA_TO_TA,LT	600495 	: 	: 	237178 
NR,PERS,N_GE1,WORLD,TRA_TO_TA,LU	: 	: 	: 	141990 
NR,PERS,N_GE1,WORLD,TRA_TO_TA,LV	: 	: 	: 	242305 
NR,PERS,N_GE1,WORLD,TRA_TO_TA,MT	128760 	: 	: 	93290 
NR,PERS,N_GE1,WORLD,TRA_TO_TA,NL	6228419 	: 	: 	5427523 
NR,PERS,N_GE1,WORLD,TRA_TO_TA,PL	1017185 	: 	: 	2919989 
NR,PERS,N_GE1,WORLD,TRA_TO_TA,PT	535765 	: 	: 	1006558 
NR,PERS,N_GE1,WORLD,TRA_TO_TA,RO	485317 	: 	: 	608728 
NR,PERS,N_GE1,WORLD,TRA_TO_TA,SE	: 	: 	: 	6050109 
NR,PERS,N_GE1,WORLD,TRA_TO_TA,SI	234534 	: 	: 	283525 
NR,PERS,N_GE1,WORLD,TRA_TO_TA,SK	739256 	: 	: 	619575 
NR,PERS,N_GE1,WORLD,TRA_WEB,AT	3620556 	: 	: 	2934389 
NR,PERS,N_GE1,WORLD,TRA_WEB,BE	3839396 b	: 	: 	2910621 
NR,PERS,N_GE1,WORLD,TRA_WEB,BG	128400 	: 	: 	: u
NR,PERS,N_GE1,WORLD,TRA_WEB,CH	: 	: 	4930288 	4271981 
NR,PERS,N_GE1,WORLD,TRA_WEB,CY	847622 	: 	: 	620737 
NR,PERS,N_GE1,WORLD,TRA_WEB,CZ	2061251 	: 	: 	824179 
NR,PERS,N_GE1,WORLD,TRA_WEB,DE	52129488 	: 	: 	42962201 
NR,PERS,N_GE1,WORLD,TRA_WEB,DK	: 	: 	: 	18944191 
NR,PERS,N_GE1,WORLD,TRA_WEB,EA	: 	: 	: 	116258915 e
NR,PERS,N_GE1,WORLD,TRA_WEB,EE	768518 	: 	: 	681880 
NR,PERS,N_GE1,WORLD,TRA_WEB,EL	: 	: 	: 	485249 
NR,PERS,N_GE1,WORLD,TRA_WEB,ES	15003568 	: 	: 	4016923 
NR,PERS,N_GE1,WORLD,TRA_WEB,EU27	: 	: 	: 	171395289 e
NR,PERS,N_GE1,WORLD,TRA_WEB,EU28	: 	: 	: 	171665041 e
NR,PERS,N_GE1,WORLD,TRA_WEB,FI	10353822 	: 	: 	7669301 
NR,PERS,N_GE1,WORLD,TRA_WEB,FR	31634926 	: 	: 	: 
NR,PERS,N_GE1,WORLD,TRA_WEB,HR	: 	: 	: 	418222 
NR,PERS,N_GE1,WORLD,TRA_WEB,HU	1614045 	: 	: 	910889 
NR,PERS,N_GE1,WORLD,TRA_WEB,IE	5216490 	: 	: 	3972260 
NR,PERS,N_GE1,WORLD,TRA_WEB,IT	10747051 	: 	: 	7666934 
NR,PERS,N_GE1,WORLD,TRA_WEB,LT	898354 	: 	: 	490130 
NR,PERS,N_GE1,WORLD,TRA_WEB,LU	: 	: 	: 	461587 
NR,PERS,N_GE1,WORLD,TRA_WEB,LV	: 	: 	: 	411976 
NR,PERS,N_GE1,WORLD,TRA_WEB,MT	345591 	: 	: 	169020 
NR,PERS,N_GE1,WORLD,TRA_WEB,NL	8074317 	: 	: 	6638556 
NR,PERS,N_GE1,WORLD,TRA_WEB,PL	4204904 	: 	: 	2148666 
NR,PERS,N_GE1,WORLD,TRA_WEB,PT	1104757 	: 	: 	678732 
NR,PERS,N_GE1,WORLD,TRA_WEB,RO	227759 	: 	: 	209305 
NR,PERS,N_GE1,WORLD,TRA_WEB,SE	: 	: 	: 	9454664 
NR,PERS,N_GE1,WORLD,TRA_WEB,SI	176632 	: 	: 	162898 
NR,PERS,N_GE1,WORLD,TRA_WEB,SK	546082 	: 	: 	251771 u
NR,PERS,N_GE4,DOM,ACC_TO_TA,AT	362927 	: 	: 	265570 
NR,PERS,N_GE4,DOM,ACC_TO_TA,BE	59243 bu	: 	: 	83608 
NR,PERS,N_GE4,DOM,ACC_TO_TA,BG	174036 	: 	: 	70214 u
NR,PERS,N_GE4,DOM,ACC_TO_TA,CH	: 	: 	: u	: u
NR,PERS,N_GE4,DOM,ACC_TO_TA,CY	13703 u	: 	: 	19727 u
NR,PERS,N_GE4,DOM,ACC_TO_TA,CZ	268592 	: 	: 	170509 
NR,PERS,N_GE4,DOM,ACC_TO_TA,DE	3569253 	: 	: 	3880323 
NR,PERS,N_GE4,DOM,ACC_TO_TA,DK	: 	: 	: 	130627 u
NR,PERS,N_GE4,DOM,ACC_TO_TA,EA	: 	: 	: 	32726019 e
NR,PERS,N_GE4,DOM,ACC_TO_TA,EE	: c	: 	: 	: u
NR,PERS,N_GE4,DOM,ACC_TO_TA,EL	: 	: 	: 	142642 
NR,PERS,N_GE4,DOM,ACC_TO_TA,ES	6810764 	: 	: 	2523292 
NR,PERS,N_GE4,DOM,ACC_TO_TA,EU27	: 	: 	: 	39415057 e
NR,PERS,N_GE4,DOM,ACC_TO_TA,EU28	: 	: 	: 	39420367 e
NR,PERS,N_GE4,DOM,ACC_TO_TA,FI	180525 u	: 	: 	154357 u
NR,PERS,N_GE4,DOM,ACC_TO_TA,FR	1175080 	: 	: 	: 
NR,PERS,N_GE4,DOM,ACC_TO_TA,HR	: 	: 	: 	46589 u
NR,PERS,N_GE4,DOM,ACC_TO_TA,HU	37445 u	: 	: 	63940 
NR,PERS,N_GE4,DOM,ACC_TO_TA,IE	50340 u	: 	: 	36021 u
NR,PERS,N_GE4,DOM,ACC_TO_TA,IT	1509410 	: 	: 	1229749 
NR,PERS,N_GE4,DOM,ACC_TO_TA,LT	: c	: 	: 	57716 
NR,PERS,N_GE4,DOM,ACC_TO_TA,LU	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,ACC_TO_TA,MT	4156 u	: 	: 	: u
NR,PERS,N_GE4,DOM,ACC_TO_TA,NL	1590766 	: 	: 	996891 
NR,PERS,N_GE4,DOM,ACC_TO_TA,PL	102670 	: 	: 	357595 
NR,PERS,N_GE4,DOM,ACC_TO_TA,PT	150246 	: 	: 	312506 
NR,PERS,N_GE4,DOM,ACC_TO_TA,RO	527251 	: 	: 	508766 
NR,PERS,N_GE4,DOM,ACC_TO_TA,SE	: 	: 	: 	333450 
NR,PERS,N_GE4,DOM,ACC_TO_TA,SI	34965 u	: 	: 	44294 
NR,PERS,N_GE4,DOM,ACC_TO_TA,SK	: c	: 	: 	: u
NR,PERS,N_GE4,DOM,ACC_WEB,AT	1111289 	: 	: 	892771 
NR,PERS,N_GE4,DOM,ACC_WEB,BE	248840 b	: 	: 	273995 
NR,PERS,N_GE4,DOM,ACC_WEB,BG	126343 	: 	: 	79084 
NR,PERS,N_GE4,DOM,ACC_WEB,CH	: 	: 	529746 	627685 
NR,PERS,N_GE4,DOM,ACC_WEB,CY	33176 	: 	: 	24525 u
NR,PERS,N_GE4,DOM,ACC_WEB,CZ	1546394 	: 	: 	1067376 
NR,PERS,N_GE4,DOM,ACC_WEB,DE	15948769 	: 	: 	15503148 
NR,PERS,N_GE4,DOM,ACC_WEB,DK	: 	: 	: 	670447 
NR,PERS,N_GE4,DOM,ACC_WEB,EA	: 	: 	: 	45200872 e
NR,PERS,N_GE4,DOM,ACC_WEB,EE	: c	: 	: 	18770 u
NR,PERS,N_GE4,DOM,ACC_WEB,EL	: 	: 	: 	401267 
NR,PERS,N_GE4,DOM,ACC_WEB,ES	5994839 	: 	: 	3297835 
NR,PERS,N_GE4,DOM,ACC_WEB,EU27	: 	: 	: 	58172877 e
NR,PERS,N_GE4,DOM,ACC_WEB,EU28	: 	: 	: 	58210868 e
NR,PERS,N_GE4,DOM,ACC_WEB,FI	619599 	: 	: 	482054 
NR,PERS,N_GE4,DOM,ACC_WEB,FR	13288493 	: 	: 	: 
NR,PERS,N_GE4,DOM,ACC_WEB,HR	: 	: 	: 	95121 
NR,PERS,N_GE4,DOM,ACC_WEB,HU	1013791 	: 	: 	1000803 
NR,PERS,N_GE4,DOM,ACC_WEB,IE	239327 	: 	: 	188569 
NR,PERS,N_GE4,DOM,ACC_WEB,IT	5188659 	: 	: 	3507993 
NR,PERS,N_GE4,DOM,ACC_WEB,LT	64880 	: 	: 	10938 
NR,PERS,N_GE4,DOM,ACC_WEB,LU	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,ACC_WEB,LV	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,ACC_WEB,MT	11032 	: 	: 	3950 u
NR,PERS,N_GE4,DOM,ACC_WEB,NL	1549140 	: 	: 	2810129 
NR,PERS,N_GE4,DOM,ACC_WEB,PL	4171891 	: 	: 	2184999 
NR,PERS,N_GE4,DOM,ACC_WEB,PT	557265 	: 	: 	: 
NR,PERS,N_GE4,DOM,ACC_WEB,RO	268054 	: 	: 	181801 
NR,PERS,N_GE4,DOM,ACC_WEB,SE	: 	: 	: 	386169 
NR,PERS,N_GE4,DOM,ACC_WEB,SI	56335 u	: 	: 	57205 
NR,PERS,N_GE4,DOM,ACC_WEB,SK	347651 u	: 	: 	249550 u
NR,PERS,N_GE4,DOM,DIRECT,AT	1990810 	: 	: 	1884026 
NR,PERS,N_GE4,DOM,DIRECT,BE	440436 b	: 	: 	458848 
NR,PERS,N_GE4,DOM,DIRECT,BG	1332498 	: 	: 	767847 
NR,PERS,N_GE4,DOM,DIRECT,CH	: 	: 	: u	: u
NR,PERS,N_GE4,DOM,DIRECT,CY	: c	: 	: 	66746 
NR,PERS,N_GE4,DOM,DIRECT,CZ	2764462 	: 	: 	1813311 
NR,PERS,N_GE4,DOM,DIRECT,DE	34003209 	: 	: 	33749567 
NR,PERS,N_GE4,DOM,DIRECT,EA	: 	: 	: 	104445886 e
NR,PERS,N_GE4,DOM,DIRECT,EE	99800 u	: 	: 	: u
NR,PERS,N_GE4,DOM,DIRECT,EL	: 	: 	: 	215784 
NR,PERS,N_GE4,DOM,DIRECT,ES	8957004 	: 	: 	9108911 
NR,PERS,N_GE4,DOM,DIRECT,EU27	: 	: 	: 	130306716 e
NR,PERS,N_GE4,DOM,DIRECT,EU28	: 	: 	: 	130299376 e
NR,PERS,N_GE4,DOM,DIRECT,FI	853643 	: 	: 	773317 
NR,PERS,N_GE4,DOM,DIRECT,FR	: u	: 	: 	: 
NR,PERS,N_GE4,DOM,DIRECT,HR	: 	: 	: 	132261 
NR,PERS,N_GE4,DOM,DIRECT,HU	1386795 	: 	: 	1390579 
NR,PERS,N_GE4,DOM,DIRECT,IE	497307 	: 	: 	423348 
NR,PERS,N_GE4,DOM,DIRECT,IT	11533419 	: 	: 	9349134 
NR,PERS,N_GE4,DOM,DIRECT,LU	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,DIRECT,LV	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,DIRECT,MT	25700 	: 	: 	10845 
NR,PERS,N_GE4,DOM,DIRECT,NL	2058393 	: 	: 	3992898 
NR,PERS,N_GE4,DOM,DIRECT,PL	7584995 	: 	: 	4350431 
NR,PERS,N_GE4,DOM,DIRECT,PT	1215637 	: 	: 	641054 
NR,PERS,N_GE4,DOM,DIRECT,RO	626733 	: 	: 	345795 
NR,PERS,N_GE4,DOM,DIRECT,SE	: 	: 	: 	669062 
NR,PERS,N_GE4,DOM,DIRECT,SI	202385 	: 	: 	194175 
NR,PERS,N_GE4,DOM,DIRECT,SK	817983 	: 	: 	519348 
NR,PERS,N_GE4,DOM,NBOOK,AT	571045 	: 	: 	577255 
NR,PERS,N_GE4,DOM,NBOOK,BE	267837 b	: 	: 	221823 
NR,PERS,N_GE4,DOM,NBOOK,BG	327496 	: 	: 	302835 
NR,PERS,N_GE4,DOM,NBOOK,CH	: 	: 	1836917 	2156680 
NR,PERS,N_GE4,DOM,NBOOK,CY	202166 	: 	: 	: u
NR,PERS,N_GE4,DOM,NBOOK,CZ	4920945 	: 	: 	5678971 
NR,PERS,N_GE4,DOM,NBOOK,DE	4342223 	: 	: 	4877956 
NR,PERS,N_GE4,DOM,NBOOK,DK	: 	: 	: 	2829860 
NR,PERS,N_GE4,DOM,NBOOK,EA	: 	: 	: 	42018415 e
NR,PERS,N_GE4,DOM,NBOOK,EE	163112 	: 	: 	195977 
NR,PERS,N_GE4,DOM,NBOOK,EL	: 	: 	: 	1514288 
NR,PERS,N_GE4,DOM,NBOOK,ES	15243453 	: 	: 	17894463 
NR,PERS,N_GE4,DOM,NBOOK,EU27	: 	: 	: 	83122378 e
NR,PERS,N_GE4,DOM,NBOOK,EU28	: 	: 	: 	84754219 e
NR,PERS,N_GE4,DOM,NBOOK,FI	4089398 	: 	: 	4182670 
NR,PERS,N_GE4,DOM,NBOOK,FR	2181124 	: 	: 	: 
NR,PERS,N_GE4,DOM,NBOOK,HR	: 	: 	: 	1515015 
NR,PERS,N_GE4,DOM,NBOOK,HU	1479712 	: 	: 	1794927 
NR,PERS,N_GE4,DOM,NBOOK,IE	587872 	: 	: 	546023 
NR,PERS,N_GE4,DOM,NBOOK,IT	6136528 	: 	: 	6499122 
NR,PERS,N_GE4,DOM,NBOOK,LT	398039 	: 	: 	398170 
NR,PERS,N_GE4,DOM,NBOOK,LV	: 	: 	: 	447514 
NR,PERS,N_GE4,DOM,NBOOK,MT	9722 u	: 	: 	13020 
NR,PERS,N_GE4,DOM,NBOOK,NL	2868755 	: 	: 	1574829 
NR,PERS,N_GE4,DOM,NBOOK,PL	6355853 	: 	: 	9963437 
NR,PERS,N_GE4,DOM,NBOOK,PT	2355621 	: 	: 	2088687 
NR,PERS,N_GE4,DOM,NBOOK,RO	4028566 	: 	: 	4697573 
NR,PERS,N_GE4,DOM,NBOOK,SE	: 	: 	: 	4450685 
NR,PERS,N_GE4,DOM,NBOOK,SI	63810 u	: 	: 	82141 
NR,PERS,N_GE4,DOM,NBOOK,SK	833451 	: 	: 	674158 
NR,PERS,N_GE4,DOM,NPACK,AT	2510714 	: 	: 	2252405 
NR,PERS,N_GE4,DOM,NPACK,BE	766554 b	: 	: 	747942 
NR,PERS,N_GE4,DOM,NPACK,BG	1738246 	: 	: 	1070682 
NR,PERS,N_GE4,DOM,NPACK,CH	: 	: 	2001653 	2315919 
NR,PERS,N_GE4,DOM,NPACK,CY	201831 	: 	: 	293818 
NR,PERS,N_GE4,DOM,NPACK,CZ	7985553 	: 	: 	7599616 
NR,PERS,N_GE4,DOM,NPACK,DE	36464386 	: 	: 	37224446 
NR,PERS,N_GE4,DOM,NPACK,DK	: 	: 	: 	2935888 
NR,PERS,N_GE4,DOM,NPACK,EA	: 	: 	: 	187461622 e
NR,PERS,N_GE4,DOM,NPACK,EE	262488 	: 	: 	207048 
NR,PERS,N_GE4,DOM,NPACK,EL	: 	: 	: 	3636597 
NR,PERS,N_GE4,DOM,NPACK,ES	31115147 	: 	: 	28310235 
NR,PERS,N_GE4,DOM,NPACK,EU27	: 	: 	: 	261830857 e
NR,PERS,N_GE4,DOM,NPACK,EU28	: 	: 	: 	263473683 e
NR,PERS,N_GE4,DOM,NPACK,FI	5144921 	: 	: 	5083937 
NR,PERS,N_GE4,DOM,NPACK,FR	71622593 	: 	: 	: 
NR,PERS,N_GE4,DOM,NPACK,HR	: 	: 	: 	1714807 
NR,PERS,N_GE4,DOM,NPACK,HU	2866507 	: 	: 	3185506 
NR,PERS,N_GE4,DOM,NPACK,IE	1129127 	: 	: 	988929 
NR,PERS,N_GE4,DOM,NPACK,IT	18984130 	: 	: 	17229739 
NR,PERS,N_GE4,DOM,NPACK,LT	402804 	: 	: 	457199 
NR,PERS,N_GE4,DOM,NPACK,LU	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,NPACK,LV	: 	: 	: 	453263 
NR,PERS,N_GE4,DOM,NPACK,MT	41975 	: 	: 	25420 
NR,PERS,N_GE4,DOM,NPACK,NL	6752717 	: 	: 	6893049 
NR,PERS,N_GE4,DOM,NPACK,NO	3453380 	: 	: 	: 
NR,PERS,N_GE4,DOM,NPACK,PL	17481417 	: 	: 	14440829 
NR,PERS,N_GE4,DOM,NPACK,PT	3706142 	: 	: 	3061112 
NR,PERS,N_GE4,DOM,NPACK,RO	4827939 	: 	: 	5138280 
NR,PERS,N_GE4,DOM,NPACK,SE	: 	: 	: 	5894658 
NR,PERS,N_GE4,DOM,NPACK,SI	293374 	: 	: 	312174 
NR,PERS,N_GE4,DOM,NPACK,SK	1674920 	: 	: 	1212640 
NR,PERS,N_GE4,DOM,PACK,AT	573194 	: 	: 	611575 
NR,PERS,N_GE4,DOM,PACK,BE	: u	: 	: 	: u
NR,PERS,N_GE4,DOM,PACK,BG	95784 	: 	: 	85457 
NR,PERS,N_GE4,DOM,PACK,CH	: 	: 	: u	: u
NR,PERS,N_GE4,DOM,PACK,CY	14702 u	: 	: 	15406 u
NR,PERS,N_GE4,DOM,PACK,CZ	108856 u	: 	: 	68982 u
NR,PERS,N_GE4,DOM,PACK,DE	6181040 	: 	: 	6407072 
NR,PERS,N_GE4,DOM,PACK,DK	: 	: 	: 	457373 
NR,PERS,N_GE4,DOM,PACK,EA	: 	: 	: 	11419113 e
NR,PERS,N_GE4,DOM,PACK,EE	: c	: 	: 	: u
NR,PERS,N_GE4,DOM,PACK,EL	: 	: 	: 	107335 
NR,PERS,N_GE4,DOM,PACK,ES	2395550 	: 	: 	1768367 
NR,PERS,N_GE4,DOM,PACK,EU27	: 	: 	: 	14866232 e
NR,PERS,N_GE4,DOM,PACK,EU28	: 	: 	: 	14900416 e
NR,PERS,N_GE4,DOM,PACK,FI	: c	: 	: 	: u
NR,PERS,N_GE4,DOM,PACK,FR	1069009 	: 	: 	: 
NR,PERS,N_GE4,DOM,PACK,HR	: 	: 	: 	45705 u
NR,PERS,N_GE4,DOM,PACK,HU	38037 u	: 	: 	66738 
NR,PERS,N_GE4,DOM,PACK,IE	33909 u	: 	: 	59188 
NR,PERS,N_GE4,DOM,PACK,IT	851628 u	: 	: 	: u
NR,PERS,N_GE4,DOM,PACK,LU	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,PACK,NL	49462 u	: 	: 	: u
NR,PERS,N_GE4,DOM,PACK,NO	103304 u	: 	: 	: 
NR,PERS,N_GE4,DOM,PACK,PL	69748 u	: 	: 	232290 
NR,PERS,N_GE4,DOM,PACK,PT	52863 	: 	: 	72969 
NR,PERS,N_GE4,DOM,PACK,RO	368485 	: 	: 	434149 
NR,PERS,N_GE4,DOM,PACK,SE	: 	: 	: 	217579 u
NR,PERS,N_GE4,DOM,PACK,SI	: c	: 	: 	: u
NR,PERS,N_GE4,DOM,PACK,SK	: c	: 	: 	: u
NR,PERS,N_GE4,DOM,TOTAL,AT	3083908 	: 	: 	2863980 
NR,PERS,N_GE4,DOM,TOTAL,BE	775304 b	: 	: 	766495 
NR,PERS,N_GE4,DOM,TOTAL,BG	1834030 	: 	: 	1156140 
NR,PERS,N_GE4,DOM,TOTAL,CH	: 	: 	2010130 	2319427 
NR,PERS,N_GE4,DOM,TOTAL,CY	216533 	: 	: 	309224 
NR,PERS,N_GE4,DOM,TOTAL,CZ	8094409 	: 	: 	7668598 
NR,PERS,N_GE4,DOM,TOTAL,DE	42645426 	: 	: 	43631518 
NR,PERS,N_GE4,DOM,TOTAL,DK	: 	: 	: 	3393261 
NR,PERS,N_GE4,DOM,TOTAL,EA	: 	: 	: 	198880736 e
NR,PERS,N_GE4,DOM,TOTAL,EE	271311 	: 	: 	208038 
NR,PERS,N_GE4,DOM,TOTAL,EL	: 	: 	: 	3743932 
NR,PERS,N_GE4,DOM,TOTAL,ES	33510697 	: 	: 	30078603 
NR,PERS,N_GE4,DOM,TOTAL,EU27	: 	: 	: 	276697089 e
NR,PERS,N_GE4,DOM,TOTAL,EU28	: 	: 	: 	278374099 e
NR,PERS,N_GE4,DOM,TOTAL,FI	5187407 	: 	: 	5139179 
NR,PERS,N_GE4,DOM,TOTAL,FR	72691602 	: 	: 	: 
NR,PERS,N_GE4,DOM,TOTAL,HR	: 	: 	: 	1760512 
NR,PERS,N_GE4,DOM,TOTAL,HU	2904544 	: 	: 	3252244 
NR,PERS,N_GE4,DOM,TOTAL,IE	1163036 	: 	: 	1048117 
NR,PERS,N_GE4,DOM,TOTAL,IT	19835759 	: 	: 	17587158 
NR,PERS,N_GE4,DOM,TOTAL,LT	402804 	: 	: 	457199 
NR,PERS,N_GE4,DOM,TOTAL,LU	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,TOTAL,LV	: 	290329 	: 	453263 
NR,PERS,N_GE4,DOM,TOTAL,MT	41975 	31300 	31217 	25420 
NR,PERS,N_GE4,DOM,TOTAL,NL	6802179 	: 	: 	6906134 
NR,PERS,N_GE4,DOM,TOTAL,NO	3556685 	: 	: 	: 
NR,PERS,N_GE4,DOM,TOTAL,PL	17551165 	: 	: 	14673119 
NR,PERS,N_GE4,DOM,TOTAL,PT	3759005 	: 	: 	3134081 
NR,PERS,N_GE4,DOM,TOTAL,RO	5196424 	: 	: 	5572429 
NR,PERS,N_GE4,DOM,TOTAL,SE	: 	: 	: 	6112238 
NR,PERS,N_GE4,DOM,TOTAL,SI	303922 	: 	: 	323065 
NR,PERS,N_GE4,DOM,TOTAL,SK	1740178 	: 	: 	1278502 
NR,PERS,N_GE4,DOM,TRA_TO_TA,AT	71442 u	: 	: 	: u
NR,PERS,N_GE4,DOM,TRA_TO_TA,BE	: u	: 	: 	35239 u
NR,PERS,N_GE4,DOM,TRA_TO_TA,BG	: c	: 	: 	46014 u
NR,PERS,N_GE4,DOM,TRA_TO_TA,CH	: 	: 	: u	: u
NR,PERS,N_GE4,DOM,TRA_TO_TA,CY	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,TRA_TO_TA,CZ	80178 u	: 	: 	: u
NR,PERS,N_GE4,DOM,TRA_TO_TA,DE	2299389 	: 	: 	2678111 
NR,PERS,N_GE4,DOM,TRA_TO_TA,DK	: 	: 	: 	427083 
NR,PERS,N_GE4,DOM,TRA_TO_TA,EA	: 	: 	: 	23093771 e
NR,PERS,N_GE4,DOM,TRA_TO_TA,EE	: c	: 	: 	: u
NR,PERS,N_GE4,DOM,TRA_TO_TA,EL	: 	: 	: 	265367 
NR,PERS,N_GE4,DOM,TRA_TO_TA,ES	3115965 	: 	: 	2009657 
NR,PERS,N_GE4,DOM,TRA_TO_TA,EU27	: 	: 	: 	27978436 e
NR,PERS,N_GE4,DOM,TRA_TO_TA,EU28	: 	: 	: 	28034456 e
NR,PERS,N_GE4,DOM,TRA_TO_TA,FI	109350 u	: 	: 	87659 u
NR,PERS,N_GE4,DOM,TRA_TO_TA,FR	33607769 	: 	: 	: 
NR,PERS,N_GE4,DOM,TRA_TO_TA,HR	: 	: 	: 	78748 
NR,PERS,N_GE4,DOM,TRA_TO_TA,HU	38037 u	: 	: 	54826 
NR,PERS,N_GE4,DOM,TRA_TO_TA,IE	: c	: 	: 	: u
NR,PERS,N_GE4,DOM,TRA_TO_TA,IT	1404515 	: 	: 	879875 u
NR,PERS,N_GE4,DOM,TRA_TO_TA,LT	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,TRA_TO_TA,LU	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,TRA_TO_TA,NL	82809 u	: 	: 	68940 u
NR,PERS,N_GE4,DOM,TRA_TO_TA,PL	69748 u	: 	: 	237304 
NR,PERS,N_GE4,DOM,TRA_TO_TA,PT	84293 	: 	: 	148600 
NR,PERS,N_GE4,DOM,TRA_TO_TA,RO	98794 	: 	: 	179024 
NR,PERS,N_GE4,DOM,TRA_TO_TA,SE	: 	: 	: 	384797 
NR,PERS,N_GE4,DOM,TRA_TO_TA,SI	: c	: 	: 	: u
NR,PERS,N_GE4,DOM,TRA_TO_TA,SK	: c	: 	: 	: 
NR,PERS,N_GE4,DOM,TRA_WEB,AT	176455 	: 	: 	182218 
NR,PERS,N_GE4,DOM,TRA_WEB,BE	74520 bu	: 	: 	83958 u
NR,PERS,N_GE4,DOM,TRA_WEB,BG	: c	: 	: 	: 
NR,PERS,N_GE4,DOM,TRA_WEB,CH	: 	: 	: u	: u
NR,PERS,N_GE4,DOM,TRA_WEB,CY	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,TRA_WEB,CZ	154709 u	: 	: 	: u
