unit,purpose,duration,partner,month,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
NR,TOTAL,N_GE1,WORLD,M11,EL	: 	179454 	205833 	237804 	158782 	247310 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M11,ES	9023762 	8448786 	8264449 b	8968046 	8384387 	8723628 	: 	: 	: 	: 	: 	9388876 	9799695 	7986401 	8180093 	8275108 	7976652 	8541918 	3379983 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M11,EU27	: 	: 	65533920 e	66575994 e	73721326 e	75588568 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M11,EU28	: 	: 	65747329 e	67016670 e	74324055 e	76141131 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M11,FI	3011018 	2964102 	2873991 	2880284 	2836856 	3180062 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M11,FR	11828449 	10186716 	10228927 	12560676 	13830981 	13476362 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9473000 	10855000 	9670000 	10305000 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M11,HR	237924 	269944 	256306 	456091 	603153 	554203 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M11,HU	1099358 	1104679 	1193096 	1044918 	978483 	1176185 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M11,IE	1035319 	965782 	849280 	705689 	767953 	759209 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	324000 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M11,IT	2815808 	2072580 	2179540 	2715466 b	2593361 	2920026 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M11,LT	360569 	277181 	321495 	298196 	281121 	288390 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M11,LU	: 	85093 	98442 	97622 	134313 	79440 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M11,LV	: 	248817 	280273 	311637 	299792 	358037 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M11,MT	55710 	43659 	37233 	42599 b	43226 	27493 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M11,NL	2317769 	1960767 	1979752 	2016772 	2179087 	2319409 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M11,NO	1507583 	1387315 	1271304 	1385634 	239211 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M11,PL	2223105 	2163024 	2037702 	1898867 b	3591084 	3642011 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M11,PT	950419 	902993 	838978 	946010 	935760 	883031 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M11,RO	1324516 	873061 	493687 	743710 	793904 	700172 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M11,SE	: 	3054961 	2664890 	2975641 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M11,SI	207652 	233049 	178940 	249992 	248176 	280771 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M11,SK	817589 	579716 	348921 u	260510 u	474637 bu	497099 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M11,UK	: 	: 	: 	: 	12138528 	12927896 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M12,AT	1654392 	1847767 	1775027 	1607884 	1753201 	1479520 	: 	: 	: 	: 	: 	1449562 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M12,BE	935713 b	817178 	784879 	621630 	504768 	749152 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M12,BG	820923 	448967 	508702 	496373 	435934 	400035 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M12,CH	: 	1128146 	1021865 	1051489 	1037303 	1090940 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M12,CY	71683 	53827 	49680 	166315 	78470 	152581 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M12,CZ	2311902 	2162109 	2003169 	2069885 	2122586 	1995702 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M12,DE	21178960 	22649346 	21894915 	21520498 	22053160 	22951545 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M12,DK	: 	2605436 	2506331 	2991251 	2961813 b	2807899 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	651300 	619800 	: 	612000 	729800 	: 	: 
NR,TOTAL,N_GE1,WORLD,M12,EA	: 	: 	: 	63687824 e	64139786 e	65078181 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M12,EE	518037 	352585 	291898 	318990 	194743 	270898 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M12,EL	: 	321025 	331030 	342579 	289190 	447388 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M12,ES	10276085 	9744802 	9540542 b	9260343 	9784488 	9116516 	: 	: 	: 	: 	: 	10746541 	10827760 	9422667 	9455430 	9541427 	9151348 	10009558 	3444951 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M12,EU27	: 	: 	90766193 e	92440104 e	92608829 e	94568678 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M12,EU28	: 	: 	91128203 e	92974920 e	93378558 e	95252073 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M12,FI	2794539 	2932718 	3124028 	2805227 	2636316 	2813637 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M12,FR	17254065 	15920306 	15691978 	16850825 	17020429 	16512657 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10569000 	9772000 	10859000 	11157000 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M12,HR	329029 	374295 	413066 	565913 	770024 	685596 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M12,HU	1498813 	1607807 	1619519 	1570106 	1422521 	1637243 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M12,IE	982714 	853398 	685161 	789517 	667181 	724593 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	295000 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M12,IT	4459585 	3734376 	3661859 	3845675 b	3286215 	3572847 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M12,LT	267374 	255777 	236851 	294981 	301916 	289699 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M12,LU	: 	125355 	136040 	134494 	153118 	118437 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M12,LV	: 	266522 	305965 	408985 	415319 	394932 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M12,MT	76372 	65106 	48516 	53260 b	33073 	26824 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M12,NL	3436946 	2928424 	3337586 	3349438 	3261597 	3661155 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M12,NO	1565012 	1418072 	1248527 	1510978 	229750 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M12,PL	4524992 	4131916 	3878649 	3574178 b	4193422 	4124888 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M12,PT	1481829 	1299776 	1265211 	1207314 	1184874 	1575033 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M12,RO	1898828 	3093088 	1893663 	2972742 	2838179 	2666867 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M12,SE	: 	3287588 	2954918 	2654469 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M12,SI	233773 	245017 	172919 	238396 	247386 	268868 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M12,SK	1110601 	579292 	550807 	562491 	983706 b	628525 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,M12,UK	: 	: 	: 	: 	12018248 	13384828 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM01,IE	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM02,EA	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM02,EU27	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM02,EU28	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM02,IE	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM03,EU27	: 	: 	936 e	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM03,EU28	: 	: 	935 e	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM03,PL	: c	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM04,BE	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM04,EA	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM04,ES	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM04,EU27	: 	: 	1791 e	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM04,EU28	: 	: 	2523 e	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM04,HR	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM04,HU	: 	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM05,CY	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM05,EA	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM05,EE	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM05,EU27	: 	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM05,EU28	: 	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM05,HR	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM05,HU	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM05,PL	: c	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM06,BE	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM06,CH	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM06,CY	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM06,EA	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM06,EE	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM06,ES	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM06,EU27	: 	: 	4838 e	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM06,EU28	: 	: 	4832 e	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM06,HU	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM06,PL	: c	: 	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM07,CH	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM07,CY	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM07,EA	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM07,ES	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM07,EU27	: 	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM07,EU28	: 	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM07,FI	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM07,HU	: 	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM07,PL	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM08,CH	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM08,CY	: c	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM08,EA	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM08,ES	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM08,EU27	: 	: 	2985 e	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM08,EU28	: 	: 	2981 e	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM08,FI	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM08,HU	: 	: 	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM08,LT	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM08,PL	: c	: u	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM09,BE	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM09,CH	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM09,CY	: c	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM09,EA	: 	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM09,EE	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM09,ES	: 	: u	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM09,EU27	: 	: 	14714 e	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM09,EU28	: 	: 	14696 e	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM09,FI	: c	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM09,FR	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM09,HR	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM09,HU	: 	: 	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM09,IT	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM09,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM09,PL	: c	: u	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM09,SE	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM10,BE	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM10,CH	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM10,CY	: 	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM10,CZ	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM10,EA	: 	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM10,EE	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM10,EL	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM10,ES	: 	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,PYM10,EU27	: 	: 	22030 e	: u	32532 e	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
